InvoiceID	JobID	InvoiceDate	 InvoiceAmt 	CheckDate	 PaidAmt 	CheckNum	 Notes 	
2423	2963	3/9/2012	 475.00 	5/16/2012	 475.00 	451676		
2424	2980	3/9/2012	 475.00 	5/16/2012	 475.00 	451676		
2425	2995	3/13/2012	    		 0.01 			
2426	2849	3/6/2012	    		 0.01 		 Void invoice 	
2427	2860	3/13/2012	 725.00 	4/18/2012	 725.00 	450466		
2428	2997	3/15/2012	 300.00 	3/15/2012	 300.00 	20682		
2429	2957	3/5/2012	 615.00 	3/27/2012	 615.00 	5799		
2430	2947	3/6/2012	 450.00 	5/2/2012	 450.00 	24619		
2431	2958	3/6/2012	 425.00 	3/27/2012	 425.00 	5798		
2432	2969	3/6/2012	 240.00 	3/23/2012	 240.00 	9828		
2433	2964	3/7/2012	 625.00 	4/19/2012	 625.00 	3312717		
2434	2966	3/7/2012	    		    		 cancelled 	
2435	2967	3/7/2012	 385.00 	4/19/2012	 385.00 	3312717		
2436	2878	3/8/2012	 385.00 	5/2/2012	 385.00 	649554		
2437	2922	3/8/2012	 450.00 	3/30/2012	 450.00 	646622		
2438	2979	3/8/2012	 240.00 	3/23/2012	 240.00 	9828		
2439	1486	3/9/2012	 447.25 	5/2/2012	 447.25 	649554		
2440	2879	3/12/2012	 385.00 	5/2/2012	 385.00 	649554		
2441	2948	3/12/2012	 450.00 	5/2/2012	 450.00 	24619		
2442	2973	3/12/2012	 507.50 	5/2/2012	 507.50 	649554		
2443	2975	3/12/2012	 465.00 	4/4/2012	 465.00 	4331		
2444	2888	3/13/2012	 570.50 	5/2/2012	 570.50 	649554		
2445	2889	3/13/2012	 441.25 	1/1/2000	    	0		
2446	2949	3/13/2012	 450.00 	5/2/2012	 450.00 	24619		
2447	2982	3/13/2012	 240.00 	3/23/2012	 240.00 	9828		
2448	2995	3/13/2012	 400.00 	5/16/2012	 400.00 	451676		
2449	2795	3/14/2012	 385.00 	5/2/2012	 385.00 	649554		
2450	2890	3/15/2012	 422.50 	5/2/2012	 422.50 	649554		
2451	2996	3/15/2012	 400.00 	5/16/2012	 400.00 	451676		
2452	2803	3/15/2012	 495.00 	5/15/2012	 495.00 	650786	 Send to SFUSD 	
2453	2876	3/16/2012	 560.00 	3/28/2012	 560.00 	449646		
2454	3003	3/22/2012	 400.00 	6/27/2012	 400.00 	453684		
2455	2993	3/23/2012	 725.00 	3/22/2012	 725.00 	24491		
2456	3016	3/20/2012	 945.00 	5/16/2012	 945.00 	451676		
2457	2899	3/22/2012	 598.75 	5/2/2012	 598.75 	649554		
2458	2797	3/25/2012	 450.00 	4/16/2012	 450.00 	1001986		
2459	3037	3/27/2012	 1,225.00 	4/16/2012	 1,225.00 	1001987		
2460	2771	3/26/2012	 662.50 	4/16/2012	 662.50 	1001988		
2461	2812	3/26/2012	 595.00 	4/16/2012	 595.00 	1001989		
2462	2813	3/28/2012	 375.00 	4/16/2012	 375.00 	1001990		
2463	3038	3/28/2012	 525.00 	4/16/2012	 525.00 	1001991		
2464	2814	3/29/2012	 625.00 	4/16/2012	 625.00 	1001992		
2465	2898	3/20/2012	 450.00 	5/2/2012	 450.00 	649554		
2466	2984	3/20/2012	 240.00 	5/18/2012	 240.00 	10020		
2467	3002	3/20/2012	 450.00 	5/16/2012	 450.00 	451676		
2468	3017	3/21/2012	 325.00 	5/10/2012	 325.00 	3319330		
2469	2977	3/22/2012	 520.00 	4/4/2012	 520.00 	4333		
2470	2985	3/22/2012	 240.00 	5/18/2012	 240.00 	10020		
2471	2998	3/22/2012	 605.75 	6/7/2012	 605.75 	90138		
2472	3000	3/22/2012	 450.00 	4/4/2012	 450.00 	4332		
2473	3027	3/22/2012	 550.00 	5/16/2012	 550.00 	451676		
2474	3028	3/22/2012	    		    		 2899 DUPLICATE 	
2475	3036	3/22/2012	 400.00 	5/16/2012	 400.00 	451676		
2476	2663	3/23/2012	 450.00 	5/2/2012	 450.00 	649554		
2477	2900	3/24/2012	    		    		 CANCELLED 	
2478	3033	3/26/2012	 400.00 	5/16/2012	 400.00 	451676		
2479	3042	3/26/2012	 435.00 	4/2/2012	 435.00 	15642		
2480	3063	3/29/2012	 435.00 	4/2/2012	 435.00 	15642		
2481	2839	3/30/2012	 815.00 	4/18/2012	 815.00 	450466		
2482	3064	3/29/2012	 400.00 		    	0	 duplicate 	
2483	3071	3/29/2012	 400.00 	6/27/2012	 400.00 	453684		
2484	3034	3/27/2012	 400.00 	6/27/2012	 400.00 	453684		
2485	3004	3/27/2012	 400.00 	6/27/2012	 400.00 	453684		
2486	2486	3/27/2012	 450.00 	4/11/2012	 450.00 	450282		
2487	2951	3/27/2012	 450.00 	5/2/2012	 450.00 	24619		
2488	3039	3/28/2012	 400.00 	6/27/2012	 400.00 	453684		
2489	3035	3/28/2012	 437.50 	6/27/2012	 437.50 	453684		
2490	3029	3/28/2012	 545.00 	4/18/2012	 545.00 	450466		
2491	3005	3/29/2012	 400.00 	4/27/2012	 400.00 	453684		
2492	2978	3/29/2012	 560.00 	4/4/2012	 560.00 	4334		
2493	2974	3/29/2012	 385.00 	7/2/2012	 428.50 	655757		
2494	3065	3/30/2012	 1,022.50 	4/3/2012	 1,022.50 	100614		
2495	2901	3/31/2012	 478.75 	7/2/2012	 478.75 	655757		
2496	2748	4/5/2012	 600.00 	4/2/2012	 600.00 	24546		
2497	3026	4/4/2012	 450.00 	5/2/2012	 450.00 	451108	 send to school 	
2498	3076	4/4/2012	 500.00 	5/16/2012	 500.00 	451676		
2499	3025	4/2/2012	 450.00 	5/2/2012	 450.00 	451108	 send to school 	
2500	3075	4/3/2012	 550.00 	5/16/2012	 550.00 	451676		
2501	2926	4/1/2012	 1,275.50 	5/23/2012	 1,275.50 	451974		
2502					    			
2503	2911	3/28/2012	 553.75 	4/18/2012	 553.75 	450466		
2504	3024	4/2/2012	 750.50 	5/23/2012	 750.50 	451974		
2505	1483	4/2/2012	 1,025.00 	6/20/2012	 1,025.00 	453286		
2506	3020	4/2/2012	 790.00 	5/2/2012	 790.00 	451108		
2507	2487	4/2/2012	 890.00 	5/2/2012	 890.00 	451108		
2508					    			
2509					    			
2510	2880	4/3/2012	 385.00 	7/2/2012	 385.00 	655757		
2511	2952	4/4/2012	 525.00 	5/2/2012	 525.00 	24619		
2512	3001	3/23/2012	 605.75 	6/7/2012	 605.75 	90138		
2513	2513	5/25/2012	 1,780.00 		    			
2514	3073	4/7/2012	 300.00 	6/7/2012	 300.00 	90138		
2515	2515	4/5/2012	 385.00 	5/2/2012	 385.00 	649554		
2516	2986	4/5/2012	 240.00 	5/18/2012	 240.00 	10020		
2517	3007	4/5/2012	 400.00 	5/16/2012	 400.00 	451676		
2518	3078	4/6/2012	 400.00 	5/16/2012	 400.00 	451676		
2519	2928	4/6/2012	 1,275.50 	4/25/2012	 1,275.00 	450691		
2520	3040	4/6/2012	 476.00 	5/2/2012	 476.00 	4347		
2521	2798	4/6/2012	 1,740.00 	4/25/2012	 1,740.00 	450691		
2522	3082	4/10/2012	 400.00 	5/16/2012	 400.00 	451676		
2523	2862	4/10/2012	 400.00 	4/11/2012	 400.00 	100624		
2524	2863	4/12/2012	 400.00 	4/11/2012	 400.00 	100624		
2525	1534		    		    			
2526	1534		    		    			
2527	2956	4/11/2012	 685.00 	6/7/2012	 685.00 	901.38		
2528	2992	4/27/2012	 685.00 	5/3/2012	 685.00 	649673		
2529	3069	4/19/2012	 945.00 	4/17/2012	 945.00 	24602		
2530	1513	4/20/2012	 1,070.00 	4/17/2012	 1,070.00 	24603		
2531	3090	4/13/2012	 550.00 	4/10/2012	 550.00 	8711		
2532	3092	4/13/2012	 450.00 	4/19/2012	 450.00 	3312717		
2533	3096	4/13/2012	 450.00 	5/24/2012	 450.00 	3323428		
2534	3101	4/13/2012	 325.00 	4/30/2012	 325.00 	1270		
2535	3021	4/14/2012	 525.00 	4/26/2012	 525.00 	89017		
2536	3091		    		    	0		
2537	3081	4/14/2012	 1,080.00 	4/25/2012	 1,080.00 	450691		
2538	3080	4/14/2012	 725.00 	4/25/2012	 725.00 	450691		
2539	3043	4/16/2012	 730.00 	4/25/2012	 730.00 	450691		
2540	3104	4/16/2012	 300.00 	4/30/2012	 300.00 	1270		
2541	3103	4/14/2012	 505.00 	5/3/2012	 505.00 	3316917		
2542	3106	4/21/2012	 715.00 	5/10/2012	 715.00 	89394		
2543	3123	4/21/2012	 1,430.00 	5/10/2012	 1,430.00 	89394		
2544	3105	4/17/2012	 450.00 	5/17/2012	 450.00 	3321265		
2545	3107	4/17/2012	 400.00 	6/27/2012	 400.00 	453684		
2546	2923	4/17/2012	 620.00 	8/10/2012	 620.00 	10194		
2547	3108	4/18/2012	 695.00 	6/27/2012	 695.00 	453684		
2548	2903	4/18/2012	 487.50 	7/2/2012	 487.50 	655757		
2549	3110	4/19/2012	 450.00 	5/2/2012	 450.00 	24619		
2550	2904	4/19/2012	 471.25 	7/2/2012	 471.25 	655757		
2551	2968	4/19/2012	 250.00 	5/16/2012	 250.00 	8710-5128	5128-12672	
2552	3008	4/19/2012	 400.00 	6/27/2012	 400.00 	453684		
2553	2804	4/19/2020	 495.00 	6/21/2012	 495.00 	15063		
2554	3072	4/20/2012	 475.00 	4/25/2012	 475.00 	100630		
2555	3100	4/20/2012	 240.00 	5/8/2012	 240.00 	1283		
2556					    			
2557	3119	4/20/2012	 400.00 	6/27/2012	 400.00 	453684		
2558	2971	4/20/2012	 250.00 	5/16/2012	 250.00 	8170-12672		
2559	3045	4/21/2012	 400.00 	7/5/2012	 400.00 	90949		
2560	2987	4/12/2012	 240.00 	5/18/2012	 240.00 	10020		
2561	3079	4/21/2012	 497.50 	4/25/2012	 460.00 	100629		
2562	2924	4/24/2012	 400.00 	5/18/2012	 240.00 	10020		
2563	3009	4/24/2012	 500.00 	5/16/2012	 500.00 	451676		
2564	3046	4/22/2012	 400.00 	5/10/2012	 400.00 	89394		
2565	3134	4/25/2012	 375.00 	5/17/2012	 375.00 	3321265		
2566	3145	4/18/2012	 475.50 	5/3/2012	 475.50 	3316917		
2567	3010	4/26/2012	 575.00 		    			
2567	2805	4/26/2012	 465.00 	6/21/2012	 465.00 	15063		
2568	3126	4/25/2012	 575.00 	5/16/2012	 575.00 	451676		
2569	2912	4/27/2012	 475.00 	5/16/2012	 475.00 	451676		
2570	3128	4/27/2012	 575.00 	5/16/2012	 575.00 	451676		
2571	0		    		    	0		
2572	3067	4/25/2012	 375.00 	5/7/2012	 375.00 	24630		
2573	2749	4/26/2012	 600.00 	4/24/2012	 600.00 	24613		
2574	3161	7/7/2012	 975.00 		    	3465	500 deposit	
2575	3152	4/28/2012	 1,050.00 	5/2/2012	 1,050.00 	100638		
2576	2988	4/26/2012	 485.00 	5/18/2012	 485.00 	10020		
2577	3151	4/28/2012	 525.00 					
2578	3150	4/28/2012	 350.00 					
2579	3149	4/29/2012	 380.00 	5/16/2012	 380.00 	15840		
2580	3146	4/30/2012	 435.50 	5/17/2012	 435.50 	3321265		
2581	3011	5/1/2012	 400.00 	5/16/2012	 400.00 	451676		
2582	3163	5/1/2012	 570.00 	5/16/2012	 570.00 	15840		
2583	3153	5/1/2012	 475.00 	5/16/2012	 475.00 	451676		
2584	2954	4/26/2012	 450.00 					
2585	3048	5/2/2012	 300.00 	6/15/2012	 300.00 	90409		
2586	3154	5/2/2012	 400.00 	5/16/2012	 400.00 	451676		
2587	3049	5/3/2012	 300.00 	6/15/2012	 300.00 	90409		
2588	3012	5/3/2012	 400.00 	5/16/2012	 400.00 	451676		
2589	2989	5/3/2012	 240.00 	5/18/2012	 240.00 	10020		
2590	3155	5/3/2012	 400.00 	5/16/2012	 400.00 	451676		
2591	3087	5/3/2012	 350.00 	5/17/2012	 350.00 	89486		
2592	3051	5/4/2012	 300.00 	6/15/2012	 300.00 	90409		
2593	3160	5/4/2012	 715.00 	5/17/2012	 715.00 	89486		
2594	3156	5/4/2012	 400.00 	5/16/2012	 400.00 	451676		
2595	3172	5/4/2012	 493.75 	5/16/2012	 493.75 	451676		
2596	3050	5/5/2012	 300.00 	7/5/2012	 300.00 	90949		
2597	3167	5/4/2012	 325.00 	5/9/2012	 325.00 	100643		
2598	3166	5/4/2012	 325.00 	5/9/2012	 325.00 	100643		
2599	3169	5/5/2012	 325.00 	6/1/2012	 325.00 	100665		
2600	3168	5/5/2012	 325.00 	5/9/2012	 325.00 	100643		
2601	3189		    		    	0		
2602	3176	5/6/2012	 400.00 	5/7/2012	 400.00 	1077		
2603	3111	5/6/2012	 662.50 	5/31/2012	 662.50 	1002344		
2604	3112	5/7/2012	 1,093.75 	5/31/2012	 1,093.75 	1002344		
2605	3113	5/8/2012	 1,281.25 	5/31/2012	 1,281.25 	1002344		
2606	3114	5/9/2012	 1,150.00 	5/31/2012	 1,150.00 	1002344		
2607	3052	5/8/2012	 300.00 	6/15/2012	 300.00 	90409		
2608	2990	5/8/2012	 240.00 	6/1/2012	 240.00 	10061		
2609	3174	5/8/2012	 400.00 	5/16/2012	 400.00 	451676		
2610	3053	5/9/2012	 300.00 	6/15/2012	 300.00 	90409		
2611	3014	5/9/2012	 400.00 	5/16/2012	 400.00 	451676		
2612	3177	5/9/2012	 400.00 	5/16/2012	 400.00 	451676		
2613	2806	5/10/2012	 495.00 	6/21/2012	 495.00 	15063		
2614	3054	5/10/2012	 300.00 	6/15/2012	 300.00 	90409		
2615	3015	5/10/2012	 400.00 	5/16/2012	 400.00 	451676		
2616	3178	5/10/2012	 475.00 	5/16/2012	 475.00 	451676		
2617	3056	5/11/2012	 300.00 	7/5/2012	 300.00 	90949		
2618	3055	5/11/2012	 400.00 	7/5/2012	 400.00 	90949		
2619	3131	5/11/2012	 598.50 	6/20/2012	 598.50 	654207		
2620	3093	5/11/2012	 666.25 	7/2/2012	 666.25 	655757		
2621	3057	5/12/2012	 400.00 	7/5/2012	 300.00 	90949		
2622	3084	5/11/2012	 550.00 	7/5/2012	 550.00 	454040		
2623	3058	5/13/2012	 300.00 	7/5/2012	 300.00 	90949		
2624	3059	5/15/2012	 300.00 	7/5/2012	 300.00 	90949		
2625	3138	5/15/2012	 495.50 	6/1/2012	 495.00 	4370		
2626	3094	5/15/2012	 640.00 	7/2/2012	 640.00 	655757		
2627	3200	5/16/2012	 475.00 	6/27/2012	 475.00 	453684		
2628	3198	5/16/2012	 400.00 	6/27/2012	 400.00 	453684		
2629	3060	5/17/2012	 300.00 	7/5/2012	 300.00 	90949		
2630	3196	5/17/2012	 505.00 	6/1/2012	 505.00 	100663		
2631	3195	5/17/2012	 505.00 	6/27/2012	 505.00 	100691		
2632	3130	5/17/2012	 687.50 	6/27/2012	 687.50 	453684		
2633	3030	5/18/2012	 575.00 	6/20/2012	 575.00 	453286		
2634	2981	5/18/2012	 800.00 	7/2/2012	 800.00 	655757		
2635	3199	5/18/2012	 500.00 	6/27/2012	 500.00 	453684		
2636	3136	5/18/2012	 600.00 	5/24/2012	 600.00 	24696		
2637	3204	5/19/2012	 475.00 	6/27/2012	 475.00 	453684		
2638	3206	5/20/2012	 685.00 	6/21/2012	 685.00 	1056		
2639	3171	5/19/2012	 670.00 	6/27/2012	 670.00 	453684		
2640	3194	5/19/2012	 1,050.00 					
2641	3070	5/25/2012	 1,780.00 	5/24/2012	 1,780.00 	1940		
2642	3031	5/23/2012	 900.00 	6/20/2012	 900.00 	453286		
2643	3061	5/22/2012	 400.00 	6/15/2012	 400.00 	90409		
2644	3216	5/22/2012	 560.00 	7/31/2012	 550.00 	455006		
2645	3207	5/22/2012	 450.00 	7/3/2012	 450.00 	1082		
2646	3157	5/23/2012	 300.00 	6/15/2012	 300.00 	90409		
2647	3116	5/22/2012	 595.00 	6/1/2012	 595.00 	4371		
2648	3218	5/23/2012	 1,331.50 					
2649	3032	5/24/2012	 475.00 	6/6/2012	 475.00 	452551		
2650	3165	5/24/2012	 935.00 	6/6/2012	 935.00 	452551		
2651	2653	5/25/2012	 683.75 	6/6/2012	 683.75 	452551		
2652	3220	5/26/2012	 625.00 	6/1/2012	 625.00 	100664		
2653	3210	5/29/2012	 300.00 	6/15/2012	 300.00 	90409		
2654	3212	5/30/2012	 300.00 	6/15/2012	 300.00 	90409		
2655	3211	5/30/2012	 300.00 	6/15/2012	 300.00 	90409		
2656	3179	5/30/2012	 300.00 	6/25/2012	 300.00 	654941		
2657	2930	5/31/2012	 772.50 	6/27/2012	 772.50 	453684		
2658	3164	5/31/2012	 482.50 	6/30/2012	 482.50 	4425		
2659	3137	5/31/2012	 495.50 	6/30/2012	 495.50 	4426		
2660	3222	6/1/2012	 250.00 	6/18/2012	 250.00 	1373		
2661	3230	6/1/2012	 480.00 					
2662	3213	6/1/2012	 300.00 	6/15/2012	 300.00 	904090		
2663	3180	6/1/2012	    					
2664	3229	6/2/2012	 630.00 	7/1/2012	 625.00 	1433		
2665	3231	6/4/2012	 475.00 					
2666	3208	6/5/2012	 400.00 	7/3/2012	 400.00 	1083		
2667	3181	6/5/2012	 400.00 	6/25/2012	 400.00 	654941		
2668	3221	6/6/2012	 1,250.00 		    	0	 duplicate 	
2669	3182	6/6/2012	 375.00 	6/25/2012	 375.00 	654941		
2670	3223	6/10/2012	 350.00 	6/10/2012	 350.00 	9770		
2671	3224	6/9/2012	 500.00 	6/28/2012	 500.00 	90834		
2672	3225	6/10/2012	 500.00 	6/28/2012	 500.00 	90834		
2673	3183	6/7/2012	 450.00 	6/25/2012	 450.00 	654941	 listed as 2675 	
2674	3184	6/8/2012	 425.00 	6/25/2012	 425.00 	654941		
2675	3239	6/6/2012	 375.00 	7/10/2012	 350.00 	1433		
2676	3237	6/6/2012	 520.00 					
2677	3241	6/7/2012	 681.25 	6/7/2012	 681.25 	1118		
2678	3236	6/7/2012	 700.00 	7/5/2012	 700.00 	645843		
2679	3235	6/7/2012	 475.00 					
2680	3228	6/9/2012	 565.00 					
2681	3226	6/9/2012	 680.00 					
2682	3242	6/10/2012	 480.00 	7/19/2012	 480.00 	3340215		
2683	3240	6/13/2012	 400.00 	7/5/2012	 400.00 	645843		
2684	3254	6/13/2012	 592.50 					
2685	3247	6/14/2012	 475.00 	7/5/2012	 381.00 	90949		
2686	3185	6/11/2012	 900.00 	7/2/2012	 900.00 	16056		
2687	3139	6/11/2012	 542.50 	7/2/2012	 542.50 	16056		
2688	3186	6/12/2012	 845.00 	7/2/2012	 845.00 	16056		
2689	3140	6/12/2012	 900.00 	7/2/2012	 900.00 	16056		
2690	3141	6/13/2012	 845.00 	7/2/2012	 845.00 	16056		
2691	3142	6/14/2012	 845.00 	7/20/2012	 845.00 	16142		
2692	3257	6/14/2012	 405.00 	7/20/2012	 405.00 	16142		
2693	3255	6/14/2012	 55.00 	7/20/2012	 55.00 	16142		
2694	3256	6/14/2012	 55.00 	7/20/2012	 55.00 	16142		
2695	3258	6/14/2012	 405.00 	7/20/2012	 405.00 	16142		
2696	3192	6/15/2012	 845.00 	7/20/2012	 845.00 	16142		
2697	3143	6/15/2012	 1,037.50 	7/20/2012	 1,037.50 	16142		
2698	3144	6/16/2012	 845.00 	7/20/2012	 845.00 	16142		
2699	3193	6/16/2012	 845.00 	7/23/2012	 845.00 	16152		
2700	3262	6/16/2012	 900.00 	7/23/2012	 900.00 	16152		
2701	3261	6/17/2012	 872.50 	7/23/2012	 872.50 	16152		
2702	3251	6/17/2012	 900.00 	7/23/2012	 900.00 	16152		
2703	3250	6/17/2012	 845.00 	7/23/2012	 845.00 	16152		
2704	3238	6/15/2012	 768.75 					
2705	3010	4/26/2012	 575.00 	6/27/2012	 575.00 	453684		
2706	2933	6/14/2012	 381.00 	7/5/2012	 381.00 	90949		
2707	3252	6/19/2012	 300.00 	7/5/2012	 300.00 	90949		
2708	3269	6/20/2012	 400.00 	6/27/2012	 400.00 	100692		
2709	3271	6/21/2012	 350.00 					
2710	3270	6/21/2012	 350.00 					
2711	3253	6/21/2012	 250.00 	7/5/2012	 250.00 	90949		
2712	3214	6/21/2012	 250.00 	7/5/2012	 250.00 	90949		
2713	3234	6/21/2012	 350.00 	7/5/2012	 350.00 	90949		
2714	2934	6/21/2012	 795.00 	7/5/2012	 795.00 	90949		
2715	3273	6/22/2012	 520.00 					
2716	3246	7/13/2012	 695.00 	7/26/2012	 695.00 	91505		
2717	3263	7/13/2012	 695.00 	6/29/2012	 695.00 	5314		
2718	3272	6/22/2012	 475.00 	7/2/2012	 475.00 	1334		
2719	3260	6/22/2012	 350.00 	7/1/2012	 350.00 	1433		
2720	3215	6/22/2012	 250.00 	7/12/2012	 250.00 	91175		
2721	3147	6/22/2012	 550.00 	7/2/2012	 550.00 	2545816		
2722	3259	6/23/2012	 722.50 	6/30/2012	 722.50 	100700		
2723	3201	6/26/2012	 665.00 	7/12/2012	 665.00 	91175		
2724	3289	6/29/2012	 550.00 	6/30/2012	 550.00 	100701		
2725	3244	6/29/2012	 595.00 	7/12/2012	 595.00 	91175		
2726	3148	6/29/2012	 885.00 	8/2/2012	 885.00 	2555553		
2727	3243	6/29/2012	 595.00 	7/12/2012	 595.00 	91175		
2728	2935	6/28/2012	 795.00 	8/2/2012	 795.00 	91686		
2729	2932	6/30/2012	    		    			
2730	3275	7/16/2012	 725.00 					
2731	3288	7/5/2012	 695.00 	8/2/2012	 695.00 	91686		
2732	3232	7/8/2012	 400.00 	7/26/2012	 400.00 	100718		
2733	3281	7/12/2012	 375.00 					
2734	2937	7/12/2012	 375.00 	8/2/2012	 375.00 	91686		
2735	3233	7/13/2012	 400.00 	7/26/2012	 400.00 	100719		
2736	3293	7/15/2012	 505.00 					
2737	3274	7/16/2012	 725.00 	7/26/2012	 725.00 	91505		
2738	3276	7/18/2012	 1,225.00 	7/26/2012	 1,225.00 	91505		
2739	3277	7/18/2012	 699.00 	7/26/2012	 699.00 	91505		
2740	3278	7/19/2012	 1,074.00 	7/26/2012	 1,074.00 	91505		
2741	2938	7/19/2012	 795.00 	8/2/2012	 795.00 	91686		
2742								
2743	3296	7/20/2012	 390.00 					
2744	3295	7/20/2012	 455.00 					
2745	3290	7/24/2012	 300.00 	7/31/2012	 300.00 	9277		
2746	3308	7/25/2012	 431.00 					
2747	3307	7/24/2012	 550.00 	8/14/2012	 550.00 	1610		
2748	3304	7/24/2012	 275.00 	8/9/2012	 275.00 	91873		
2749	3305	7/25/2012	 275.00 	8/9/2012	 275.00 	91873		
2750	3314	7/26/2012	 250.00 					
2751	2939	7/26/2012	 795.00 	8/9/2012	 795.00 	91873		
2752	3319	7/27/2012	 350.00 	8/2/2012	 350.00 	1449		
2753	3318	7/28/2012	 615.00 					
2754	3320	7/28/2012	 475.00 					
2755	3323	7/29/2012	 475.00 					
2756	3322	7/31/2012	 800.00 	8/2/2012	 800.00 	1449		
2757	3315	7/27/2012	 465.00 					
2758	3317	8/2/2012	 375.00 	8/16/2012	 375.00 	9313		
2759	3298	8/3/2012	 375.00 					
2760	2940	8/3/2012	 375.00 					
2761	3292	8/10/2012	 200.00 					
2762	3332	8/7/2012	 425.00 					
2763	3331	8/7/2012	 440.00 					
2764	3339	8/9/2012	 425.00 					
2765	3345	8/10/2012	 350.00 					
2766	3337	8/10/2012	 200.00 					
2767	3342	8/11/2012	 250.00 	8/15/2012	 200.00 	1457		
2768	3291	8/12/2012	 300.00 					
2769	3327	8/9/2012	 410.00 					
2770	3344	8/10/2012	 575.00 					
2771	3306	8/13/2012	 525.00 					
2772	3359	8/14/2012	 275.00 					
2773	3360	8/15/2012	 275.00 					
2774	3369	8/16/2012	 325.00 					
2775	3367	8/16/2012	 275.00 					
2776	3361	8/16/2012	 410.00 					
2777	3340	8/16/2012	 350.00 					
2778	3333	8/17/2012	 500.00 					
2779	3334	8/17/2012	 500.00 					
2780	3374	8/17/2012	 385.00 					
2781	3341	8/18/2012	 500.00 					
2782	3375	8/18/2012	 725.00 					
2783								
2784	3370	10/27/2012	 505.00 					
2785	3380	8/21/2012	 611.25 					
2786	3343	8/21/2012	 400.00 					
2787	3325	8/23/2012	 350.00 					
2788	3324	8/23/2012	 350.00 					
2789	3321	8/23/2012	 350.00 					
2790	3346	8/24/2012	 265.00 					
2791								
2792								
2793								
								
