"Trip mode","Start time | End time","Departure | Arrival",Odometer,Distance,Driver,Vehicle,Purpose,Contact," "
Business,"01/31/23, 07:39 PM | 01/31/23, 09:34 PM","Departure: 809 Court St, Martinez CA 94553, US | Arrival: DHarris Tours – HQ, Vista del Rio St, Crockett CA 94525, US","113,386.4 mi | 113,409.7 mi","23.3 mi",—,"4402  – 4402",—,—," "
Business,"01/31/23, 08:18 PM | 01/31/23, 09:11 PM","Departure: Redwood Pkwy, Vallejo CA 94591, US | Arrival: DHarris Tours – HQ, 67 San Pablo Ave, Crockett CA 94525, US","71,139.6 mi | 71,149.4 mi","9.8 mi",—,"2802  – 2802",—,—," "
Business,"01/31/23, 08:21 PM | 01/31/23, 09:02 PM","Departure: 4912 Valley View Rd, El Sobrante CA 94803, US | Arrival: DHarris Tours – HQ, Vista del Rio St, Crockett CA 94525, US","6,826.3 mi | 6,837.1 mi","10.9 mi",—,"4403 – 4403",—,—," "
Business,"01/31/23, 08:36 PM | 01/31/23, 08:58 PM","Departure: 2892 Pinole Valley Rd, Pinole CA 94564, US | Arrival: DHarris Tours – HQ, 2217 Vista del Rio St, Crockett CA 94525, US","285,814.7 mi | 285,822.6 mi","8.0 mi",—,"2302  – 2302",—,—," "
Business,"01/31/23, 05:35 PM | 01/31/23, 06:01 PM","Departure: 1086 Pomona St, Crockett CA 94525, US | Arrival: 2892 Pinole Valley Rd, Pinole CA 94564, US","285,808.4 mi | 285,814.7 mi","6.3 mi",—,"2302  – 2302",—,—," "
Business,"01/31/23, 04:42 PM | 01/31/23, 05:11 PM","Departure: 1050 Pomona St, Crockett CA 94525, US | Arrival: 4906 Valley View Rd, El Sobrante CA 94803, US","6,816.6 mi | 6,826.3 mi","9.6 mi",—,"4403 – 4403",—,—," "
Business,"01/31/23, 04:28 PM | 01/31/23, 05:10 PM","Departure: Lincoln (Abraham) High, 2223 24th Ave, San Francisco CA 94116, US | Arrival: Galileo High, 1147 Francisco St, San Francisco CA 94109, US","133,719.4 mi | 133,726.9 mi","7.5 mi",—,"4001  – 4001",—,—," "
Business,"01/31/23, 04:34 PM | 01/31/23, 05:02 PM","Departure: DHarris Tours – HQ, Vista del Rio St, Crockett CA 94525, US | Arrival: DHarris Tours – HQ, Vista del Rio St, Crockett CA 94525, US","39,862.1 mi | 39,865.5 mi","3.5 mi",—,"3601  – 3601",—,—," "
Business,"01/31/23, 04:38 PM | 01/31/23, 04:56 PM","Departure: 1072 Pomona St, Crockett CA 94525, US | Arrival: Redwood Pkwy, Vallejo CA 94591, US","71,132.6 mi | 71,139.6 mi","7.0 mi",—,"2802  – 2802",—,—," "
Business,"01/31/23, 03:58 PM | 01/31/23, 04:50 PM","Departure: 4946 Valley View Rd, El Sobrante CA 94803, US | Arrival: 813 Court St, Martinez CA 94553, US","113,371.1 mi | 113,386.4 mi","15.3 mi",—,"4402  – 4402",—,—," "
Business,"01/31/23, 04:02 PM | 01/31/23, 04:19 PM","Departure: DHarris Tours – HQ, 69 San Pablo Ave, Crockett CA 94525, US | Arrival: 1072 Pomona St, Crockett CA 94525, US","71,131.0 mi | 71,132.6 mi","1.6 mi",—,"2802  – 2802",—,—," "
Business,"01/31/23, 04:05 PM | 01/31/23, 04:12 PM","Departure: Lincoln (Abraham) High, 2149 24th Ave, San Francisco CA 94116, US | Arrival: Lincoln (Abraham) High, 2225 24th Ave, San Francisco CA 94116, US","133,718.7 mi | 133,719.4 mi","0.6 mi",—,"4001  – 4001",—,—," "
Business,"01/31/23, 03:35 PM | 01/31/23, 03:58 PM","Departure: DHarris Tours – HQ, 2213 Vista del Rio St, Crockett CA 94525, US | Arrival: 1088 Pomona St, Crockett CA 94525, US","285,806.8 mi | 285,808.4 mi","1.6 mi",—,"2302  – 2302",—,—," "
