"Trip mode","Start time | End time","Departure | Arrival",Odometer,Distance,Driver,Vehicle,Purpose,Contact," "
Business,"10/31/22, 02:59 PM | 10/31/22, 06:11 PM","Departure: 107 S 9th St, San Jose CA 95112, US | Arrival: DHarris Tours – HQ, Vista del Rio St, Crockett CA 94525, US","380,568.9 mi | 380,655.7 mi","86.8 mi",—,"3801  – 3801",—,—," "
Business,"10/31/22, 04:01 PM | 10/31/22, 04:55 PM","Departure: 1041 York St, San Francisco CA 94110, US | Arrival: Utah Ave, South San Francisco CA 94080, US","131,057.7 mi | 131,069.9 mi","12.3 mi",—,"4001  – 4001",—,—," "
Business,"10/31/22, 03:54 PM | 10/31/22, 04:38 PM","Departure: Morse – Boys & Girls Club, 709 Morse St, San Francisco CA 94112, US | Arrival: Utah Ave, South San Francisco CA 94080, US","7,470.6 mi | 7,480.9 mi","10.3 mi",—,"2503  – 2503",—,—," "
Business,"10/31/22, 02:06 PM | 10/31/22, 04:23 PM","Departure: E F St, Oakdale CA 95361, US | Arrival: DHarris Tours – HQ, Vista del Rio St, Crockett CA 94525, US","107,016.3 mi | 107,116.5 mi","100.2 mi",—,"4402  – 4402",—,—," "
Business,"10/31/22, 02:54 PM | 10/31/22, 03:44 PM","Departure: 2746 Bryant St, San Francisco CA 94110, US | Arrival: 1049 York St, San Francisco CA 94110, US","131,053.9 mi | 131,057.7 mi","3.7 mi",—,"4001  – 4001",—,—," "
Business,"10/31/22, 03:36 PM | 10/31/22, 03:40 PM","Departure: Morse – Boys & Girls Club, 711 Brunswick St, San Francisco CA 94112, US | Arrival: Morse – Boys & Girls Club, 751 Morse St, San Francisco CA 94112, US","7,470.4 mi | 7,470.6 mi","351 yd",—,"2503  – 2503",—,—," "
Business,"10/31/22, 02:56 PM | 10/31/22, 03:00 PM","Departure: 5488 Mission St, San Francisco CA 94112, US | Arrival: Morse – Boys & Girls Club, 805 Brunswick St, San Francisco CA 94112, US","7,469.9 mi | 7,470.4 mi","976 yd",—,"2503  – 2503",—,—," "
Business,"10/31/22, 12:18 PM | 10/31/22, 02:48 PM","Departure: E Loop Rd, Hayward CA 94542, US | Arrival: DHarris Tours – HQ, 2223 Vista del Rio St, Crockett CA 94525, US","66,896.5 mi | 66,966.5 mi","70.0 mi",—,"2802  – 2802",—,—," "
Business,"10/31/22, 02:14 PM | 10/31/22, 02:37 PM","Departure: Utah Ave, South San Francisco CA 94080, US | Arrival: 2748 Bryant St, San Francisco CA 94110, US","131,045.5 mi | 131,053.9 mi","8.4 mi",—,"4001  – 4001",—,—," "
Business,"10/31/22, 02:18 PM | 10/31/22, 02:24 PM","Departure: 159 London St, San Francisco CA 94112, US | Arrival: 5484 Mission St, San Francisco CA 94112, US","7,468.5 mi | 7,469.9 mi","1.3 mi",—,"2503  – 2503",—,—," "
Business,"10/31/22, 12:18 PM | 10/31/22, 02:19 PM","Departure: E Loop Rd, Hayward CA 94542, US | Arrival: DHarris Tours – HQ, Vista del Rio St, Crockett CA 94525, US","125,836.6 mi | 125,901.0 mi","64.5 mi",—,"3501  – 3501",—,—," "
Business,"10/31/22, 01:05 PM | 10/31/22, 02:04 PM","Departure: 534 S 13th St, Richmond CA 94804, US | Arrival: DHarris Tours – HQ, Vista del Rio St, Crockett CA 94525, US","32,963.5 mi | 32,985.4 mi","21.9 mi",—,"3601  – 3601",—,—," "
Business,"10/31/22, 10:58 AM | 10/31/22, 01:41 PM","Departure: E F St, Oakdale CA 95361, US | Arrival: E F St, Oakdale CA 95361, US","106,927.7 mi | 107,016.3 mi","88.6 mi",—,"4402  – 4402",—,—," "
Business,"10/31/22, 01:05 PM | 10/31/22, 01:19 PM","Departure: 155 Utah Ave, South San Francisco CA 94080, US | Arrival: 35 Yale St, San Francisco CA 94134, US","7,459.8 mi | 7,467.4 mi","7.6 mi",—,"2503  – 2503",—,—," "
Business,"10/31/22, 11:26 AM | 10/31/22, 12:33 PM","Departure: College Dr, San Bruno CA 94066, US | Arrival: 111 S 9th St, San Jose CA 95112, US","380,523.7 mi | 380,568.9 mi","45.3 mi",—,"3801  – 3801",—,—," "
Business,"10/31/22, 11:27 AM | 10/31/22, 12:16 PM","Departure: DHarris Tours – HQ, 2221 Vista del Rio St, Crockett CA 94525, US | Arrival: DHarris Tours – HQ, 2213 Vista del Rio St, Crockett CA 94525, US","283,498.8 mi | 283,520.4 mi","21.6 mi",—,"2302  – 2302",—,—," "
Business,"10/31/22, 08:41 AM | 10/31/22, 10:44 AM","Departure: 2170 N Point St, San Francisco CA 94123, US | Arrival: E F St, Oakdale CA 95361, US","106,825.6 mi | 106,927.7 mi","102.1 mi",—,"4402  – 4402",—,—," "
Business,"10/31/22, 09:36 AM | 10/31/22, 10:43 AM","Departure: 147 O'Shaughnessy Blvd, San Francisco CA 94127, US | Arrival: College Dr, San Bruno CA 94066, US","380,504.1 mi | 380,523.7 mi","19.6 mi",—,"3801  – 3801",—,—," "
Business,"10/31/22, 07:27 AM | 10/31/22, 10:11 AM","Departure: DHarris Tours – HQ, 2217 Vista del Rio St, Crockett CA 94525, US | Arrival: E Loop Rd, Hayward CA 94542, US","66,833.7 mi | 66,896.5 mi","62.8 mi",—,"2802  – 2802",—,—," "
Business,"10/31/22, 09:08 AM | 10/31/22, 10:03 AM","Departure: 582 Mansell St, San Francisco CA 94134, US | Arrival: E Loop Rd, Hayward CA 94542, US","125,803.1 mi | 125,836.6 mi","33.5 mi",—,"3501  – 3501",—,—," "
