Day,Start date,End date,Start time,End time,Duration,Location,Address No.,Vehicle,Latitude,Longitude,Odometer,Driver
Mon 8/1/22,1659139620000,1659357000000,61620000,19800000,217380000,"1354 Lowrie Ave, South San Francisco CA 94080, US",,4402  - 4402,37646276,-122410942,100050,
Mon 8/1/22,1658531520000,1659378720000,58320000,41520000,847140000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,2302  - 2302,38053316,-122241051,281662,
Mon 8/1/22,1659225600000,1659378960000,61200000,41760000,153360000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3501  - 3501,38053793,-122241003,117884,
Mon 8/1/22,1658528160000,1659379740000,54960000,42540000,851580000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3602 - 3602,38053457,-122240526,4840,
Mon 8/1/22,1659226440000,1659380280000,62040000,43080000,153900000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,2802  - 2802,38053678,-122240856,60419,
Mon 8/1/22,1659357060000,1659385680000,19860000,48480000,28620000,"1396 San Mateo Ave, South San Francisco CA 94080, US",,4402  - 4402,37645778,-122409907,100050,
Mon 8/1/22,1659385800000,1659387540000,48600000,50340000,1740000,"San Mateo Ave, South San Francisco CA 94080, US",,4402  - 4402,37646254,-122410358,100051,
Mon 8/1/22,1659388800000,1659393360000,51600000,56160000,4620000,"San Mateo Ave, South San Francisco CA 94080, US",,4402  - 4402,37646246,-122410366,100064,
Mon 8/1/22,1658528700000,1659395760000,55500000,58560000,867120000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,2503  - 2503,38053775,-122241057,5196,
Mon 8/1/22,1659380280000,1659396000000,43080000,58800000,15720000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,2802  - 2802,38053549,-122240723,60419,
Mon 8/1/22,1659378720000,1659399060000,41520000,61860000,20340000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,2302  - 2302,38053443,-122240867,281662,
Tue 8/2/22,1659395280000,1659446460000,58080000,22860000,51180000,"1356 Lowrie Ave, South San Francisco CA 94080, US",,4402  - 4402,37646311,-122410924,100089,
Tue 8/2/22,1659395940000,1659455220000,58740000,31620000,59280000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,2503  - 2503,38053521,-122240613,5196,
Tue 8/2/22,1659458100000,1659458520000,34500000,34920000,420000,"544 16th St, San Francisco CA 94158, US",,2503  - 2503,37766919,-122390259,5224,
