"Trip mode","Start time | End time","Departure | Arrival",Odometer,Distance,Driver,Vehicle,Purpose,Contact," "
Business,"03/31/23, 06:49 PM | 03/31/23, 06:56 PM","Departure: DHarris Tours – HQ, 2225 Vista del Rio St, Crockett CA 94525, US | Arrival: DHarris Tours – HQ, Vista del Rio St, Crockett CA 94525, US","44,938.9 mi | 44,939.1 mi","318 yd",—,"3601  – 3601",—,—," "
Business,"03/31/23, 06:06 PM | 03/31/23, 06:42 PM","Departure: 4637 Berk Ave, Richmond CA 94804, US | Arrival: DHarris Tours – HQ, San Pablo Ave, Crockett CA 94525, US","132,999.5 mi | 133,015.0 mi","15.5 mi",—,"3501  – 3501",—,—," "
Business,"03/31/23, 01:55 PM | 03/31/23, 03:20 PM","Departure: 494 Point San Pedro Rd, San Rafael CA 94901, US | Arrival: Utah Ave, South San Francisco CA 94080, US","10,594.6 mi | 10,627.3 mi","32.7 mi",—,"2503  – 2503",—,—," "
Business,"03/31/23, 01:48 PM | 03/31/23, 03:13 PM","Departure: Coastal Trl, Sausalito CA 94965, US | Arrival: DHarris Tours – HQ, 2219 Vista del Rio St, Crockett CA 94525, US","44,899.0 mi | 44,938.9 mi","39.9 mi",—,"3601  – 3601",—,—," "
Business,"03/31/23, 01:55 PM | 03/31/23, 02:44 PM","Departure: 497 Humboldt Ave, Sausalito CA 94965, US | Arrival: DHarris Tours – HQ, 2223 Vista del Rio St, Crockett CA 94525, US","75,724.7 mi | 75,756.8 mi","32.1 mi",—,"2802  – 2802",—,—," "
Business,"03/31/23, 02:13 PM | 03/31/23, 02:44 PM","Departure: Wanda St, Crockett CA 94525, US | Arrival: 4647 Berk Ave, Richmond CA 94804, US","132,985.9 mi | 132,999.5 mi","13.6 mi",—,"3501  – 3501",—,—," "
Business,"03/31/23, 01:42 PM | 03/31/23, 02:00 PM","Departure: DHarris Tours – HQ, 2221 Vista del Rio St, Crockett CA 94525, US | Arrival: Wanda St, Crockett CA 94525, US","132,983.9 mi | 132,985.9 mi","2.0 mi",—,"3501  – 3501",—,—," "
Business,"03/31/23, 01:10 PM | 03/31/23, 01:41 PM","Departure: Coastal Trl, Sausalito CA 94965, US | Arrival: 499 Humboldt Ave, Sausalito CA 94965, US","75,715.2 mi | 75,724.7 mi","9.6 mi",—,"2802  – 2802",—,—," "
Business,"03/31/23, 12:54 PM | 03/31/23, 01:18 PM","Departure: Field Rd, Sausalito CA 94965, US | Arrival: Coastal Trl, Sausalito CA 94965, US","44,897.1 mi | 44,899.0 mi","1.9 mi",—,"3601  – 3601",—,—," "
Business,"03/31/23, 12:03 PM | 03/31/23, 12:45 PM","Departure: Tule Elk Park Children Center, 2115 Lombard St, San Francisco CA 94123, US | Arrival: 178 Sheridan Ave, San Francisco CA 94129, US","136,670.3 mi | 136,675.8 mi","5.4 mi",—,"4001  – 4001",—,—," "
Business,"03/31/23, 11:53 AM | 03/31/23, 12:04 PM","Departure: Coastal Trl, Sausalito CA 94965, US | Arrival: Field Rd, Sausalito CA 94965, US","44,895.0 mi | 44,897.1 mi","2.0 mi",—,"3601  – 3601",—,—," "
Business,"03/31/23, 11:15 AM | 03/31/23, 11:26 AM","Departure: 178 Sheridan Ave, San Francisco CA 94129, US | Arrival: Tule Elk Park Children Center, 2115 Lombard St, San Francisco CA 94123, US","136,668.8 mi | 136,670.3 mi","1.5 mi",—,"4001  – 4001",—,—," "
