Vehicle,Day,Start time,End time,Downtime,Duration,Standstill,Start odometer,End odometer,Distance,Driver,Start location,End location,Fuel consumption,Average fuel consumption,+/- Reference (absolute),+/- Reference (relative)
2302  - 2302,Thu 12/1/22,54978000,56422000,83640000,1440000,1080000,284627,284628,1.6,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","1100 Pomona St, Crockett CA 94525, US",,0,0,0
2302  - 2302,Thu 12/1/22,57923000,62527000,1500000,4620000,1320000,284628,284667,38.1,,"1100 Pomona St, Crockett CA 94525, US","1480 Grayson Ave, St. Helena CA 94574, US",,0,0,0
2302  - 2302,Thu 12/1/22,69928000,75198000,7380000,5280000,1440000,284667,284707,40.6,,"1482 Grayson Ave, St. Helena CA 94574, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Sat 12/3/22,33738000,37081000,131340000,3360000,1140000,284707,284729,21.7,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Sat 12/3/22,42163000,50094000,5100000,7920000,3480000,284729,284773,43.7,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Sun 12/4/22,54503000,54816000,90780000,300000,180000,284773,284773,0.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Wed 12/7/22,34263000,40366000,238620000,6120000,4080000,284773,284794,21.7,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Thu 12/8/22,59990000,65145000,106020000,5160000,3060000,284794,284813,18.2,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","6373 Moeser Ln, El Cerrito CA 94530, US",,0,0,0
2302  - 2302,Thu 12/8/22,69267000,69887000,4140000,600000,300000,284813,284814,1.5,,"6348 Moeser Ln, El Cerrito CA 94530, US","600 Ashbury Ave, El Cerrito CA 94530, US",,0,0,0
2302  - 2302,Thu 12/8/22,75379000,77890000,5520000,2520000,780000,284814,284831,17.4,,"600 Ashbury Ave, El Cerrito CA 94530, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Tue 12/13/22,47730000,48970000,401820000,1260000,900000,284831,284833,1.9,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","1100 Pomona St, Crockett CA 94525, US",,0,0,0
2302  - 2302,Tue 12/13/22,51503000,55479000,2520000,3960000,1440000,284833,284855,21.6,,"1100 Pomona St, Crockett CA 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Tue 12/13/22,56292000,56849000,840000,540000,120000,284855,284857,1.9,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","1098 Pomona St, Crockett CA 94525, US",,0,0,0
2302  - 2302,Tue 12/13/22,58452000,61091000,1620000,2640000,240000,284857,284881,23.9,,"1098 Pomona St, Crockett CA 94525, US","Home Pl E, Oakland CA 94610, US",,0,0,0
2302  - 2302,Tue 12/13/22,70396000,75496000,9300000,5100000,1320000,284881,284907,26,,"Home Pl E, Oakland CA 94610, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Wed 12/14/22,42857000,47085000,53760000,4200000,1980000,284907,284929,22.5,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Thu 12/15/22,57931000,60619000,97260000,2700000,1320000,284929,284939,9.3,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Sapphire Ct, Hercules CA 94547, US",,0,0,0
2302  - 2302,Thu 12/15/22,61476000,61804000,840000,300000,60000,284939,284940,1.3,,"Sapphire Ct, Hercules CA 94547, US","Refugio Valley Rd, Hercules CA 94547, US",,0,0,0
2302  - 2302,Thu 12/15/22,71264000,73360000,9480000,2100000,840000,284940,284948,8.2,,"Refugio Valley Rd, Hercules CA 94547, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Fri 12/16/22,62294000,65540000,75360000,3240000,1260000,284948,284966,18.5,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","2236 Milvia St, Berkeley CA 94704, US",,0,0,0
2302  - 2302,Fri 12/16/22,73502000,78302000,7980000,4800000,900000,284966,285014,47.5,,"2236 Milvia St, Berkeley CA 94704, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Sat 12/17/22,39641000,40882000,47760000,1260000,360000,285014,285022,7.5,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","718 San Pablo Ave, Pinole CA 94564, US",,0,0,0
2302  - 2302,Sat 12/17/22,52190000,52675000,11280000,480000,420000,285022,285022,0.1,,"716 San Pablo Ave, Pinole CA 94564, US","63 Spring St, Pinole CA 94564, US",,0,0,0
2302  - 2302,Sat 12/17/22,54950000,56216000,2280000,1260000,480000,285022,285029,7.9,,"63 Spring St, Pinole CA 94564, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Sun 12/18/22,44259000,48078000,74460000,3840000,480000,285029,285066,36.2,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Utah Ave, South San Francisco CA 94080, US",,0,0,0
2302  - 2302,Tue 12/20/22,29887000,32642000,154620000,2760000,1320000,285066,285078,12.5,,"Utah Ave, South San Francisco CA 94080, US","Lincoln (Abraham) High, 2162 24th Avenue, San Francisco 94116-1723, US",,0,0,0
2302  - 2302,Tue 12/20/22,34763000,40811000,2100000,6060000,1200000,285078,285134,56.4,,"Lincoln (Abraham) High, 2162 24th Avenue, San Francisco 94116-1723, US","4000 Bel Aire Plz, Napa CA 94558, US",,0,0,0
2302  - 2302,Tue 12/20/22,45437000,45857000,4620000,420000,180000,285134,285136,1.4,,"4000 Bel Aire Plz, Napa CA 94558, US","Maher St, Napa CA 94558, US",,0,0,0
2302  - 2302,Tue 12/20/22,49285000,50231000,3420000,960000,240000,285136,285141,5.6,,"Maher St, Napa CA 94558, US","Soscol Ave, Napa CA 94559, US",,0,0,0
2302  - 2302,Tue 12/20/22,51495000,59385000,1260000,7920000,1080000,285141,285214,72.6,,"Soscol Ave, Napa CA 94559, US","174 Gateway Blvd, South San Francisco CA 94080, US",,0,0,0
2302  - 2302,Tue 12/20/22,60425000,61546000,1020000,1140000,900000,285214,285215,0.9,,"174 Gateway Blvd, South San Francisco CA 94080, US","Utah Ave, South San Francisco CA 94080, US",,0,0,0
2302  - 2302,Wed 12/21/22,48549000,59084000,73380000,10560000,2400000,285215,285272,57,,"Utah Ave, South San Francisco CA 94080, US","Utah Ave, South San Francisco CA 94080, US",,0,0,0
2302  - 2302,Thu 12/22/22,51050000,53520000,78360000,2460000,420000,285272,285284,12.3,,"Utah Ave, South San Francisco CA 94080, US","Galileo High, 1150 Francisco Street, San Francisco 94109-1004, US",,0,0,0
2302  - 2302,Thu 12/22/22,55441000,59633000,1920000,4200000,1800000,285284,285302,18.2,,"Galileo High, 1150 Francisco Street, San Francisco 94109-1004, US","32 Mary St, San Rafael CA 94901, US",,0,0,0
2302  - 2302,Thu 12/22/22,61599000,63704000,1980000,2100000,1440000,285302,285304,2.1,,"34 Mary St, San Rafael CA 94901, US","1471 Grand Ave, San Rafael CA 94901, US",,0,0,0
2302  - 2302,Thu 12/22/22,67132000,72445000,3420000,5340000,1920000,285304,285334,30,,"1469 Grand Ave, San Rafael CA 94901, US","Utah Ave, South San Francisco CA 94080, US",,0,0,0
2302  - 2302,Wed 12/28/22,54227000,56582000,500160000,2340000,1140000,285334,285347,12.6,,"Utah Ave, South San Francisco CA 94080, US","Lowell High, 1101 Eucalyptus Drive, San Francisco 94132-1401, US",,0,0,0
