Day,Start date,End date,Start time,End time,Duration,Location,Address No.,Vehicle,Latitude,Longitude,Odometer,Driver
Sun 5/1/22,1651367040000,1651414920000,65040000,26520000,47880000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3501  - 3501,38053106,-122240359,4034,
Sun 5/1/22,1651366980000,1651414920000,64980000,26520000,47940000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,2802  - 2802,38053458,-122240651,6199,
Sun 5/1/22,1651365420000,1651415340000,63420000,26940000,49920000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3801  - 3801,38053543,-122240658,4973,
Sun 5/1/22,1651415820000,1651417440000,27420000,29040000,1620000,"2892 Pinole Valley Rd, Pinole CA 94564, US",,3801  - 3801,37991549,-122285437,4978,
Sun 5/1/22,1651420320000,1651422060000,31920000,33660000,1740000,"Sanborn Skyline County Park, Saratoga CA 95070, US",,3501  - 3501,37238572,-122069336,4112,
Sun 5/1/22,1651420320000,1651422240000,31920000,33840000,1860000,"Sanborn Skyline County Park, Saratoga CA 95070, US",,2802  - 2802,37238649,-122069138,6277,
Sun 5/1/22,1651354500000,1651424100000,52500000,35700000,69600000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3601  - 3601,38053076,-122240161,3599,
Sun 5/1/22,1651426860000,1651427340000,38460000,38940000,480000,"1247 Shattuck Ave, Berkeley CA 94709, US",,3501  - 3501,37884809,-122269829,4176,
Sun 5/1/22,1651427880000,1651428660000,39480000,40260000,780000,"O'Farrell St, San Francisco CA 94115, US",,2802  - 2802,37783262,-122436646,6334,
Sun 5/1/22,1651427640000,1651428660000,39240000,40260000,1020000,"2139 Berkeley Way, Berkeley CA 94720, US",,3501  - 3501,37873238,-122267694,4177,
Sun 5/1/22,1651428180000,1651430220000,39780000,41820000,1980000,"854 F St, Sacramento CA 95814, US",,3601  - 3601,38585181,-121493517,3660,
Sun 5/1/22,1651429380000,1651430340000,40980000,41940000,1020000,"1908 Sixth St, Berkeley CA 94710, US",,3501  - 3501,37869076,-122298130,4180,
Sun 5/1/22,1651430280000,1651430700000,41880000,42300000,360000,"1665 Sixth St, Berkeley CA 94710, US",,2802  - 2802,37872235,-122299065,6348,
Sun 5/1/22,1651432080000,1651435260000,43680000,46860000,3180000,"335 Bercut Dr, Sacramento CA 95811, US",,3601  - 3601,38598409,-121502272,3667,
Sun 5/1/22,1651431720000,1651436640000,43320000,48240000,4980000,"1964 Stanton Ave, San Pablo CA 94806, US",,2802  - 2802,37981143,-122341923,6358,
Sun 5/1/22,1651435680000,1651441200000,47280000,52800000,5520000,"776 F St, Sacramento CA 95814, US",,3601  - 3601,38585451,-121494548,3669,
Sun 5/1/22,1651442640000,1651444200000,54240000,55800000,1500000,"822 F St, Sacramento CA 95814, US",,3601  - 3601,38585235,-121493960,3673,
Sun 5/1/22,1651438800000,1651444560000,50400000,56160000,5760000,"261 Centennial Dr, Berkeley CA 94720, US",,2802  - 2802,37879461,-122245952,6373,
Sun 5/1/22,1651444260000,1651444740000,55860000,56340000,480000,"675 8th St, Sacramento CA 95814, US",,3601  - 3601,38584554,-121494580,3674,
Sun 5/1/22,1651445280000,1651445640000,56880000,57240000,360000,"Discovery Park Dr, Sacramento CA 95833, US",,3601  - 3601,38602293,-121507634,3676,
Sun 5/1/22,1651446000000,1651446900000,57600000,58500000,900000,"822 F St, Sacramento CA 95814, US",,3601  - 3601,38585257,-121493965,3678,
Sun 5/1/22,1651448400000,1651449720000,60000000,61320000,1320000,"65 6th St, Sacramento CA 95814, US",,3601  - 3601,38589570,-121495556,3682,
Sun 5/1/22,1651450020000,1651454220000,61620000,65820000,4200000,"666 8th St, Sacramento CA 95814, US",,3601  - 3601,38584053,-121494885,3683,
Sun 5/1/22,1651454700000,1651455060000,66300000,66660000,360000,"307 N 3rd St, Sacramento CA 95811, US",,3601  - 3601,38598833,-121499186,3685,
Sun 5/1/22,1651455360000,1651455780000,66960000,67380000,420000,"820 F St, Sacramento CA 95814, US",,3601  - 3601,38585277,-121493962,3687,
Sun 5/1/22,1651456200000,1651459260000,67800000,70860000,3060000,"335 N 3rd St, Sacramento CA 95811, US",,3601  - 3601,38599077,-121499062,3689,
Sun 5/1/22,1651459680000,1651466160000,71280000,77760000,6420000,"63 6th St, Sacramento CA 95814, US",,3601  - 3601,38589588,-121495551,3691,
Sun 5/1/22,1651466820000,1651467360000,78420000,78960000,540000,"2309 Natomas Park Dr, Sacramento CA 95833, US",,3601  - 3601,38601612,-121507282,3694,
Sun 5/1/22,1651468560000,1651470000000,80160000,81600000,1440000,"203 Jibboom St, Sacramento CA 95811, US",,3601  - 3601,38597820,-121504913,3697,
Sun 5/1/22,1651471500000,1651472040000,83100000,83640000,540000,"663 8th St, Sacramento CA 95814, US",,3601  - 3601,38584692,-121494500,3700,
Mon 5/2/22,1651354380000,1651501380000,52380000,26580000,147060000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,4402  - 4402,38053147,-122240267,5309,
Mon 5/2/22,1651447380000,1651501500000,58980000,26700000,54120000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,2802  - 2802,38053793,-122241062,6394,
Mon 5/2/22,1651501800000,1651502640000,27000000,27840000,840000,"24, Hercules CA 94547, US",,2802  - 2802,38021704,-122262306,6397,
Mon 5/2/22,1651501800000,1651502820000,27000000,28020000,1080000,"407 Parker Ave, Rodeo CA 94572, US",,4402  - 4402,38032679,-122266853,5312,
