Vehicle,Day,Start time,End time,Downtime,Duration,Standstill,Start odometer,End odometer,Distance,Driver,Start location,End location,Fuel consumption,Average fuel consumption,+/- Reference (absolute),+/- Reference (relative)
2302  - 2302,Fri 01/12,33525000,35932000,43740000,2400000,300000,297477,297505,28.3,,"Wattis Way, South San Francisco CA 94080, US","8577 MacArthur Blvd, Oakland CA 94605, US",,0,0,0
2302  - 2302,Fri 01/12,37100000,41946000,1140000,4860000,1020000,297505,297547,42.1,,"8581 MacArthur Blvd, Oakland CA 94605, US","226 Lytton Ave, Palo Alto CA 94301, US",,0,0,0
2302  - 2302,Fri 01/12,46446000,48419000,4500000,1980000,1200000,297547,297551,3.5,,"224 Lytton Ave, Palo Alto CA 94301, US","500 Guinda St, Palo Alto CA 94301, US",,0,0,0
2302  - 2302,Fri 01/12,49712000,64566000,1320000,14880000,4020000,297551,297637,86.4,,"498 Guinda St, Palo Alto CA 94301, US","Van Buren Ct, Novato CA 94947, US",,0,0,0
2302  - 2302,Fri 01/12,72269000,77952000,7680000,5700000,1620000,297637,297685,48.3,,"Van Buren Ct, Novato CA 94947, US","157 Utah Ave, South San Francisco CA 94080, US",,0,0,0
2302  - 2302,Mon 04/12,48399000,49633000,229620000,1260000,540000,297685,297693,7.4,,"Utah Ave, South San Francisco CA 94080, US","Brown Jr. (Willie L) Middle, 2055 Silver Avenue, San Francisco 94124-2032, US",,0,0,0
2302  - 2302,Mon 04/12,53658000,57157000,4020000,3480000,1320000,297693,297703,10.6,,"Brown Jr. (Willie L) Middle, 2055 Silver Avenue, San Francisco 94124-2032, US","4148 Geary Blvd, San Francisco CA 94118, US",,0,0,0
2302  - 2302,Mon 04/12,59217000,65903000,2040000,6660000,3420000,297703,297722,18.6,,"4150 Geary Blvd, San Francisco CA 94118, US","Utah Ave, South San Francisco CA 94080, US",,0,0,0
2302  - 2302,Tue 05/12,45894000,47522000,66420000,1620000,720000,297722,297732,10.5,,"157 Utah Ave, South San Francisco CA 94080, US","589 Buckingham Way, San Francisco CA 94132, US",,0,0,0
2302  - 2302,Tue 05/12,48689000,49176000,1140000,480000,180000,297732,297734,1.3,,"589 Buckingham Way, San Francisco CA 94132, US","Aptos Middle, 105 Aptos Avenue, San Francisco 94127-2520, US",,0,0,0
2302  - 2302,Tue 05/12,53380000,57885000,4200000,4500000,1620000,297734,297747,13.7,,"Aptos Middle, 105 Aptos Avenue, San Francisco 94127-2520, US","Sunset Elementary, 1920 41st Avenue, San Francisco 94116-1101, US",,0,0,0
2302  - 2302,Tue 05/12,59294000,60475000,1380000,1200000,1020000,297747,297748,0.6,,"Sunset Elementary, 1920 41st Avenue, San Francisco 94116-1101, US","Giannini (A.P.) Middle, 3151 Ortega Street, San Francisco 94122-4051, US",,0,0,0
2302  - 2302,Tue 05/12,67172000,71478000,6720000,4320000,960000,297748,297766,18.1,,"Giannini (A.P.) Middle, 3151 Ortega Street, San Francisco 94122-4051, US","Utah Ave, South San Francisco CA 94080, US",,0,0,0
2302  - 2302,Thu 07/12,31500000,41240000,132840000,9720000,4800000,297766,297794,27.5,,"Utah Ave, South San Francisco CA 94080, US","1233 Golden Gate Ave, San Francisco CA 94115, US",,0,0,0
2302  - 2302,Thu 07/12,43862000,44261000,2640000,420000,240000,297794,297794,0.4,,"1228 Golden Gate Ave, San Francisco CA 94115, US","951 Fillmore St, San Francisco CA 94117, US",,0,0,0
