Vehicle,Day,Start time,End time,Downtime,Duration,Standstill,Start odometer,End odometer,Distance,Driver,Start location,End location,Fuel consumption,Average fuel consumption,+/- Reference (absolute),+/- Reference (relative)
2302  - 2302,Fri 4/1/22,49937000,55299000,63960000,5340000,3120000,1237,1257,20.3,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Monterey Ave, Berkeley CA 94707, US",,0,0,0
2302  - 2302,Fri 4/1/22,64323000,67145000,9000000,2820000,720000,1257,1279,21.6,,"Monterey Ave, Berkeley CA 94707, US","830 Willow Ave, Hercules CA 94547, US",,0,0,0
2302  - 2302,Fri 4/1/22,68167000,69015000,1020000,840000,480000,1279,1282,3,,"Willow Ave, Hercules CA 94547, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Wed 4/6/22,45418000,49294000,408420000,3900000,1320000,1282,1310,27.8,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","2906 Polk St, San Francisco CA 94109, US",,0,0,0
2302  - 2302,Wed 4/6/22,50776000,57105000,1500000,6300000,1500000,1310,1355,44.6,,"2913 Polk St, San Francisco CA 94109, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Thu 4/7/22,46843000,51344000,76140000,4500000,1500000,1355,1385,30.4,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","2076 Beach St, San Francisco CA 94123, US",,0,0,0
2302  - 2302,Thu 4/7/22,52795000,63272000,1440000,10500000,2940000,1385,1431,45.6,,"2076 Beach St, San Francisco CA 94123, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Sat 4/9/22,41869000,45023000,151380000,3180000,1440000,1431,1447,16.8,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","1210 University Ave, Berkeley CA 94702, US",,0,0,0
2302  - 2302,Sat 4/9/22,46361000,47008000,1320000,660000,240000,1447,1449,1.4,,"1210 University Ave, Berkeley CA 94702, US","1840 Walnut St, Berkeley CA 94709, US",,0,0,0
2302  - 2302,Sat 4/9/22,55222000,58125000,8220000,2880000,660000,1449,1469,20.3,,"1840 Walnut St, Berkeley CA 94709, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Wed 4/13/22,50072000,51610000,337560000,1560000,420000,1469,1480,11.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Mira Vista Dr, Richmond CA 94805, US",,0,0,0
2302  - 2302,Wed 4/13/22,52345000,54839000,720000,2520000,360000,1480,1499,18.7,,"Mira Vista Dr, Richmond CA 94805, US","342 Sea Mist Dr, Vallejo CA 94591, US",,0,0,0
2302  - 2302,Wed 4/13/22,55705000,56580000,840000,900000,180000,1499,1506,6.7,,"342 Sea Mist Dr, Vallejo CA 94591, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Wed 4/13/22,58401000,60317000,1800000,1920000,900000,1506,1513,7.4,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","1573 Mann Dr, Pinole CA 94564, US",,0,0,0
2302  - 2302,Wed 4/13/22,61838000,65078000,1500000,3240000,900000,1513,1531,17.9,,"1579 Mann Dr, Pinole CA 94564, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Thu 4/14/22,34198000,40560000,55500000,6360000,1800000,1531,1572,40.7,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Marine Dr, San Francisco CA 94129, US",,0,0,0
2302  - 2302,Thu 4/14/22,54236000,63777000,13680000,9540000,2640000,1572,1613,41.5,,"Marine Dr, San Francisco CA 94129, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Fri 4/15/22,46388000,47387000,69000000,1020000,240000,1613,1621,8.3,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","2930 Hilltop Mall Rd, San Pablo CA 94806, US",,0,0,0
2302  - 2302,Fri 4/15/22,48130000,52219000,720000,4080000,2100000,1621,1642,20.2,,"2928 Hilltop Mall Rd, San Pablo CA 94806, US","Christine Dr, San Pablo CA 94806, US",,0,0,0
2302  - 2302,Fri 4/15/22,53225000,56275000,1020000,3060000,1260000,1642,1650,8.9,,"Christine Dr, San Pablo CA 94806, US","744 Sunnyview Dr, Pinole CA 94564, US",,0,0,0
2302  - 2302,Fri 4/15/22,57613000,58059000,1320000,420000,60000,1650,1652,1.8,,"740 Sunnyview Dr, Pinole CA 94564, US","2825 Killarney Dr, San Pablo CA 94806, US",,0,0,0
2302  - 2302,Fri 4/15/22,58961000,59441000,900000,480000,180000,1652,1653,1.1,,"2825 Killarney Dr, San Pablo CA 94806, US","1571 Mann Dr, Pinole CA 94564, US",,0,0,0
2302  - 2302,Fri 4/15/22,61299000,64332000,1860000,3060000,1560000,1653,1664,11.1,,"1583 Mann Dr, Pinole CA 94564, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Sat 4/16/22,34594000,35740000,56640000,1140000,240000,1664,1672,7.5,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","77 Spring St, Pinole CA 94564, US",,0,0,0
2302  - 2302,Mon 4/18/22,65858000,68197000,202920000,2340000,1560000,1672,1680,7.9,,"Spring St, Pinole CA 94564, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Tue 4/19/22,54934000,56278000,73140000,1320000,1020000,1680,1682,1.9,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","1078 Pomona St, Crockett CA 94525, US",,0,0,0
2302  - 2302,Tue 4/19/22,57748000,59981000,1500000,2220000,1920000,1682,1683,1.5,,"1076 Pomona St, Crockett CA 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Thu 4/21/22,30936000,37951000,143760000,7020000,3060000,1683,1720,37,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","1582 7th Ave, San Francisco CA 94122, US",,0,0,0
2302  - 2302,Thu 4/21/22,46105000,51401000,8160000,5280000,1980000,1720,1752,31.8,,"1580 7th Ave, San Francisco CA 94122, US","2182 Bancroft Ave, San Leandro CA 94577, US",,0,0,0
2302  - 2302,Thu 4/21/22,52034000,60479000,660000,8460000,3240000,1752,1800,48.3,,"2182 Bancroft Ave, San Leandro CA 94577, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Mon 4/25/22,38227000,40282000,323340000,2040000,600000,1800,1814,13.7,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","358 W Channel Rd, Benicia CA 94510, US",,0,0,0
2302  - 2302,Tue 4/26/22,29617000,34847000,75720000,5220000,5220000,1814,1815,0.9,,"358 W Channel Rd, Benicia CA 94510, US","W Channel Rd, Benicia CA 94510, US",,0,0,0
2302  - 2302,Tue 4/26/22,61090000,62276000,26220000,1200000,180000,1815,1824,8.7,,"356 W Channel Rd, Benicia CA 94510, US","342 Sea Mist Dr, Vallejo CA 94591, US",,0,0,0
2302  - 2302,Tue 4/26/22,64796000,65827000,2520000,1020000,300000,1824,1830,6.7,,"340 Sea Mist Dr, Vallejo CA 94591, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Fri 4/29/22,25715000,27986000,219060000,2280000,1080000,1830,1844,14.2,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","402 D St, Martinez CA 94553, US",,0,0,0
2302  - 2302,Fri 4/29/22,29645000,33426000,1680000,3780000,1560000,1844,1860,15.3,,"400 D St, Martinez CA 94553, US","1594 Lacassie Ave, Walnut Creek CA 94596, US",,0,0,0
2302  - 2302,Fri 4/29/22,35197000,36218000,1800000,1020000,240000,1860,1863,3.4,,"1620 Lacassie Ave, Walnut Creek CA 94596, US","Buskirk Ave, Pleasant Hill CA 94523, US",,0,0,0
2302  - 2302,Fri 4/29/22,43574000,44112000,7380000,540000,360000,1863,1864,0.8,,"Buskirk Ave, Pleasant Hill CA 94523, US","2991 Cherry Ln, Walnut Creek CA 94597, US",,0,0,0
2302  - 2302,Fri 4/29/22,46538000,47742000,2400000,1200000,1020000,1864,1864,0.3,,"2990 Cherry Ln, Walnut Creek CA 94597, US","217 Las Juntas Way, Walnut Creek CA 94597, US",,0,0,0
2302  - 2302,Fri 4/29/22,50751000,53836000,3000000,3060000,300000,1864,1896,31.8,,"219 Las Juntas Way, Walnut Creek CA 94597, US","24, Hercules CA 94547, US",,0,0,0
2302  - 2302,Fri 4/29/22,54522000,54998000,660000,480000,180000,1896,1899,3.1,,"24, Hercules CA 94547, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Fri 4/29/22,60150000,68307000,5160000,8160000,1860000,1899,1969,69.5,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Sat 4/30/22,35180000,41131000,53280000,5940000,1680000,1969,2029,60.8,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","610 9th St, Sacramento CA 95814, US",,0,0,0
2302  - 2302,Sat 4/30/22,44672000,45822000,3540000,1140000,240000,2029,2034,4.2,,"608 9th St, Sacramento CA 95814, US","610 9th St, Sacramento CA 95814, US",,0,0,0
2302  - 2302,Sat 4/30/22,48295000,50300000,2460000,1980000,600000,2034,2041,7.5,,"610 9th St, Sacramento CA 95814, US","610 9th St, Sacramento CA 95814, US",,0,0,0
2302  - 2302,Sat 4/30/22,54411000,55865000,4140000,1440000,480000,2041,2045,4.2,,"608 9th St, Sacramento CA 95814, US","630 9th St, Sacramento CA 95814, US",,0,0,0
2302  - 2302,Sat 4/30/22,67534000,70969000,11640000,3420000,480000,2045,2058,12.8,,"639 9th St, Sacramento CA 95814, US","G St, Sacramento CA 95814, US",,0,0,0
2302  - 2302,Sat 4/30/22,77183000,84720000,6240000,7560000,2580000,2058,2124,65.4,,"G St, Sacramento CA 95814, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2503  - 2503,Sat 4/9/22,36068000,37740000,752040000,1680000,960000,985,993,7.4,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","79 Spring St, Pinole CA 94564, US",,0,0,0
2503  - 2503,Sat 4/9/22,78267000,79310000,40500000,1020000,300000,993,1001,7.9,,"702 San Pablo Ave, Pinole CA 94564, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2503  - 2503,Tue 4/12/22,48029000,55733000,227940000,7680000,2220000,1001,1051,50,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","3482 Castro Valley Blvd, Castro Valley CA 94546, US",,0,0,0
2503  - 2503,Tue 4/12/22,58827000,59338000,3120000,540000,120000,1051,1052,1.1,,"3482 Castro Valley Blvd, Castro Valley CA 94546, US","19273 Redwood Rd, Castro Valley CA 94546, US",,0,0,0
2503  - 2503,Tue 4/12/22,62874000,67471000,3540000,4620000,1200000,1052,1088,36.1,,"19235 Redwood Rd, Castro Valley CA 94546, US","Willow Ave, Hercules CA 94547, US",,0,0,0
