Vehicle,Day,Start time,End time,Downtime,Duration,Standstill,Start odometer,End odometer,Distance,Driver,Start location,End location,Fuel consumption,Average fuel consumption,+/- Reference (absolute),+/- Reference (relative)
2302  - 2302,Mon 01/04,31018000,34273000,246060000,3240000,1260000,301655,301682,26.6,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Five Keys Independence HS (SF Sheriff's), 70 Oak Grove Street, San Francisco 94107-1019, US",,0,0,0
2302  - 2302,Mon 01/04,35549000,42196000,1260000,6660000,540000,301682,301763,81.4,,"Five Keys Independence HS (SF Sheriff's), 70 Oak Grove Street, San Francisco 94107-1019, US","Glenn Coolidge Dr, Santa Cruz CA 95064, US",,0,0,0
2302  - 2302,Mon 01/04,49657000,50091000,7440000,420000,120000,301763,301765,1.9,,"Glenn Coolidge Dr, Santa Cruz CA 95064, US","Cowell Stevenson Rd, Santa Cruz CA 95064, US",,0,0,0
2302  - 2302,Mon 01/04,52897000,54343000,2820000,1440000,300000,301765,301770,5,,"Cowell Stevenson Rd, Santa Cruz CA 95064, US","3rd St, Santa Cruz CA 95060, US",,0,0,0
2302  - 2302,Mon 01/04,67262000,74604000,12900000,7320000,840000,301770,301859,88.7,,"3rd St, Santa Cruz CA 95060, US","Utah Ave, South San Francisco CA 94080, US",,0,0,0
2302  - 2302,Thu 04/04,30461000,33829000,215040000,3360000,2280000,301859,301865,6.6,,"155 Utah Ave, South San Francisco CA 94080, US","Visitacion Valley Middle, 450 Raymond Avenue, San Francisco 94134-2354, US",,0,0,0
2302  - 2302,Thu 04/04,36046000,39175000,2220000,3120000,720000,301865,301878,12.4,,"Visitacion Valley Middle, 450 Raymond Avenue, San Francisco 94134-2354, US","Lundeen St, San Francisco CA 94129, US",,0,0,0
2302  - 2302,Thu 04/04,46750000,47720000,7560000,960000,840000,301878,301878,0.5,,"Lundeen St, San Francisco CA 94129, US","603 Mason St, San Francisco CA 94129, US",,0,0,0
2302  - 2302,Thu 04/04,49345000,53330000,1620000,3960000,1320000,301878,301895,16.5,,"603 Mason St, San Francisco CA 94129, US","Utah Ave, South San Francisco CA 94080, US",,0,0,0
2302  - 2302,Wed 10/04,30065000,32238000,495120000,2160000,1080000,301895,301904,9.4,,"156 Utah Ave, South San Francisco CA 94080, US","Downtown High, 693 Vermont Street, San Francisco 94107-2635, US",,0,0,0
