Vehicle,Day,Start time,End time,Downtime,Duration,Standstill,Start odometer,End odometer,Distance,Driver,Start location,End location,Fuel consumption,Average fuel consumption,+/- Reference (absolute),+/- Reference (relative)
2302  - 2302,Sun 10/2/22,15880000,16439000,1254120000,540000,480000,282609,282610,0.3,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Sun 10/2/22,29676000,41930000,13260000,12240000,6300000,282610,282653,43.5,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","1355 John F Kennedy Dr, San Francisco CA 94122, US",,0,0,0
2302  - 2302,Sun 10/2/22,42960000,60147000,1020000,17160000,8280000,282653,282682,29.1,,"1355 John F Kennedy Dr, San Francisco CA 94122, US","John F Kennedy Dr, San Francisco CA 94122, US",,0,0,0
2302  - 2302,Sun 10/2/22,60865000,74608000,720000,13740000,6120000,282682,282729,46.7,,"John F Kennedy Dr, San Francisco CA 94122, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Tue 10/4/22,26657000,36597000,124860000,9960000,4440000,282729,282769,40.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","California Ave, San Francisco CA 94130, US",,0,0,0
2302  - 2302,Tue 10/4/22,40454000,40882000,3840000,420000,120000,282769,282770,0.8,,"California Ave, San Francisco CA 94130, US","868 Avenue H, San Francisco CA 94130, US",,0,0,0
2302  - 2302,Tue 10/4/22,43788000,44343000,2880000,540000,240000,282770,282771,0.8,,"866 Avenue H, San Francisco CA 94130, US","California Ave, San Francisco CA 94130, US",,0,0,0
2302  - 2302,Tue 10/4/22,48258000,57641000,3900000,9360000,3240000,282771,282819,47.8,,"California Ave, San Francisco CA 94130, US","22087 Arbor Ave, Hayward CA 94541, US",,0,0,0
2302  - 2302,Tue 10/4/22,64403000,66524000,6780000,2100000,1260000,282819,282825,6.7,,"22085 Arbor Ave, Hayward CA 94541, US","19293 Redwood Rd, Castro Valley CA 94546, US",,0,0,0
2302  - 2302,Tue 10/4/22,67654000,72634000,1140000,4980000,1740000,282825,282864,38.8,,"19295 Redwood Rd, Castro Valley CA 94546, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Fri 10/7/22,3478000,3539000,190020000,60000,0,282864,282864,0.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Sat 10/8/22,43722000,51395000,126600000,7680000,4500000,282864,282899,35.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Business Center Dr, Fairfield CA 94534, US",,0,0,0
