Vehicle,Day,Start time,End time,Downtime,Duration,Standstill,Start odometer,End odometer,Distance,Driver,Start location,End location,Fuel consumption,Average fuel consumption,+/- Reference (absolute),+/- Reference (relative)
2503  - 2503,Tue 7/12/22,43268000,43653000,2280000,360000,120000,4554,4555,1.2,,"W End Way, Berkeley CA 94710, US","1382 Fifth St, Berkeley CA 94710, US",,0,0,0
2503  - 2503,Tue 7/12/22,48236000,48236000,4560000,0,,4555,4562,6.9,,odometer corrected,odometer corrected,,0,0,0
2503  - 2503,Tue 7/12/22,48236000,56077000,0,7860000,2340000,4562,4608,45.6,,"473 MacArthur Blvd, Oakland CA 94610, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2503  - 2503,Thu 7/14/22,44876000,46698000,161580000,1800000,660000,4608,4618,10.5,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","2669 Maricopa Ave, Richmond CA 94804, US",,0,0,0
2503  - 2503,Thu 7/14/22,47699000,50614000,1020000,2940000,1860000,4618,4629,10.6,,"2669 Maricopa Ave, Richmond CA 94804, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2503  - 2503,Fri 7/15/22,24868000,26077000,60660000,1200000,60000,4629,4644,15.3,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","810 Camelia St, Berkeley CA 94710, US",,0,0,0
2503  - 2503,Fri 7/15/22,33784000,35566000,7680000,1800000,300000,4644,4658,13.7,,"810 Camelia St, Berkeley CA 94710, US","3644 18th St, San Francisco CA 94114, US",,0,0,0
2503  - 2503,Fri 7/15/22,39449000,43321000,3900000,3900000,480000,4658,4702,44.3,,"3611 17th St, San Francisco CA 94114, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2503  - 2503,Fri 7/15/22,53609000,54522000,10260000,900000,60000,4702,4711,9.3,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Fairgrounds Dr, Vallejo CA 94589, US",,0,0,0
2503  - 2503,Fri 7/15/22,67368000,67368000,12840000,0,,4711,4726,14,,odometer corrected,odometer corrected,,0,0,0
2503  - 2503,Fri 7/15/22,67368000,72927000,0,5580000,1500000,4726,4774,48.8,,"Interstate Highway 80 W, San Pablo CA 94806, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2503  - 2503,Tue 7/19/22,31272000,31272000,303960000,0,,4774,4777,2.5,,odometer corrected,odometer corrected,,0,0,0
2503  - 2503,Tue 7/19/22,31272000,35901000,0,4620000,1140000,4777,4812,35.3,,"401 Parker Ave, Rodeo CA 94572, US","Mason St, San Francisco CA 94129, US",,0,0,0
2503  - 2503,Tue 7/19/22,37931000,53839000,2040000,15900000,2280000,4812,4951,139.1,,"Mason St, San Francisco CA 94129, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2503  - 2503,Wed 7/20/22,37832000,42021000,70380000,4200000,1800000,4951,4980,29.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Hemme Ave, Alamo CA 94507, US",,0,0,0
2503  - 2503,Wed 7/20/22,43438000,45221000,1440000,1800000,720000,4980,4991,10.8,,"Hemme Ave, Alamo CA 94507, US","9908 Broadmoor Dr, San Ramon CA 94583, US",,0,0,0
2503  - 2503,Wed 7/20/22,50606000,54996000,5400000,4380000,1020000,4991,5031,39.4,,"Broadmoor Dr, San Ramon CA 94583, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2503  - 2503,Fri 7/22/22,28517000,37617000,146340000,9120000,2220000,5031,5109,78.6,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Portola State Park Rd, La Honda CA 94020, US",,0,0,0
2503  - 2503,Fri 7/22/22,39416000,49438000,1800000,10020000,2400000,5109,5167,57.7,,"Portola State Park Rd, La Honda CA 94020, US","The Embarcadero, San Francisco CA 94133, US",,0,0,0
2503  - 2503,Fri 7/22/22,50249000,56399000,840000,6180000,2100000,5167,5195,28.7,,"The Embarcadero, San Francisco CA 94133, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Fri 7/1/22,26106000,31749000,57360000,5640000,2880000,9300,9332,32.2,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","451 Hearst Ave, San Francisco CA 94112, US",,0,0,0
2802  - 2802,Fri 7/1/22,34676000,37730000,2940000,3060000,660000,9332,9346,13.8,,"451 Hearst Ave, San Francisco CA 94112, US","497 Humboldt Ave, Sausalito CA 94965, US",,0,0,0
2802  - 2802,Fri 7/1/22,41521000,43333000,3780000,1800000,1140000,9346,9349,2.9,,"497 Humboldt Ave, Sausalito CA 94965, US","Sommerville Rd, Sausalito CA 94965, US",,0,0,0
2802  - 2802,Fri 7/1/22,47669000,47886000,4320000,240000,120000,9349,9349,0.2,,"Sommerville Rd, Sausalito CA 94965, US","657 Center Rd, Sausalito CA 94965, US",,0,0,0
2802  - 2802,Fri 7/1/22,48800000,52765000,900000,3960000,1260000,9349,9369,20.2,,"657 Center Rd, Sausalito CA 94965, US","Utah Ave, South San Francisco CA 94080, US",,0,0,0
2802  - 2802,Tue 7/5/22,53639000,59301000,346500000,5640000,1560000,9369,9406,36.8,,"Utah Ave, South San Francisco CA 94080, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Wed 7/6/22,28210000,31489000,55320000,3300000,960000,9406,9428,21.6,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","585 61st St, Oakland CA 94609, US",,0,0,0
2802  - 2802,Wed 7/6/22,34368000,36228000,2880000,1860000,840000,9428,9432,4.2,,"583 61st St, Oakland CA 94609, US","4438 Telegraph Ave, Oakland CA 94609, US",,0,0,0
2802  - 2802,Wed 7/6/22,38856000,40152000,2640000,1320000,360000,9432,9436,4.1,,"4442 Telegraph Ave, Oakland CA 94609, US","1609 University Ave, Berkeley CA 94703, US",,0,0,0
2802  - 2802,Wed 7/6/22,41244000,42306000,1080000,1080000,180000,9436,9443,6.6,,"1611 University Ave, Berkeley CA 94703, US","711 29th St, Oakland CA 94609, US",,0,0,0
2802  - 2802,Wed 7/6/22,46963000,50391000,4680000,3420000,1260000,9443,9467,24.3,,"711 29th St, Oakland CA 94609, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Thu 7/7/22,75126000,78807000,111120000,3660000,3660000,9467,9467,0,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Tue 7/12/22,32252000,35548000,385440000,3300000,540000,9467,9497,30.2,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","631 Douglass St, San Francisco CA 94114, US",,0,0,0
2802  - 2802,Tue 7/12/22,37502000,41594000,1980000,4080000,2340000,9497,9512,15.2,,"4163 22nd St, San Francisco CA 94114, US","604 Bellevue Ave, Oakland CA 94610, US",,0,0,0
2802  - 2802,Tue 7/12/22,48228000,56977000,6660000,8760000,3180000,9512,9558,45.5,,"603 Bellevue Ave, Oakland CA 94610, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Wed 7/13/22,18392000,24204000,47820000,5820000,3600000,9558,9591,32.6,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","968 Marina Blvd, San Leandro CA 94577, US",,0,0,0
2802  - 2802,Wed 7/13/22,24946000,29595000,720000,4620000,1800000,9591,9628,37.1,,"968 Marina Blvd, San Leandro CA 94577, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Wed 7/13/22,38746000,41012000,9180000,2280000,480000,9628,9652,24.4,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Hemme Ave, Alamo CA 94507, US",,0,0,0
2802  - 2802,Wed 7/13/22,43480000,46959000,2460000,3480000,2220000,9652,9663,11,,"Hemme Ave, Alamo CA 94507, US","Newport Ave, San Ramon CA 94583, US",,0,0,0
2802  - 2802,Wed 7/13/22,50462000,54851000,3480000,4380000,1140000,9663,9697,34.2,,"9910 Broadmoor Dr, San Ramon CA 94583, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Wed 7/13/22,67407000,67493000,12540000,60000,60000,9697,9697,0.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Thu 7/14/22,19814000,23517000,38700000,3720000,1620000,9697,9724,26.8,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","452 Post St, San Francisco CA 94102, US",,0,0,0
2802  - 2802,Thu 7/14/22,27153000,31025000,3660000,3900000,1200000,9724,9741,16.6,,"461 Post St, San Francisco CA 94102, US","50 Muir Woods Rd, Mill Valley CA 94941, US",,0,0,0
2802  - 2802,Thu 7/14/22,36373000,38803000,5340000,2460000,540000,9741,9752,11.3,,"48 Muir Woods Rd, Mill Valley CA 94941, US","497 Humboldt Ave, Sausalito CA 94965, US",,0,0,0
2802  - 2802,Thu 7/14/22,42343000,52566000,3540000,10200000,4920000,9752,9795,43.1,,"497 Humboldt Ave, Sausalito CA 94965, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Fri 7/15/22,33733000,37939000,67560000,4200000,1860000,9795,9823,28.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","3632 18th St, San Francisco CA 94114, US",,0,0,0
2802  - 2802,Fri 7/15/22,38997000,47876000,1080000,8880000,2820000,9823,9899,75.8,,"3630 18th St, San Francisco CA 94114, US","Marinship Way, Sausalito CA 94965, US",,0,0,0
2802  - 2802,Fri 7/15/22,48657000,64311000,780000,15660000,5460000,9899,9957,57.6,,"Marinship Way, Sausalito CA 94965, US","Fairgrounds Dr, Vallejo CA 94589, US",,0,0,0
2802  - 2802,Fri 7/15/22,65451000,72248000,1140000,6780000,1920000,9957,10019,62.8,,"Fairgrounds Dr, Vallejo CA 94589, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Wed 7/20/22,30250000,42657000,390000000,12420000,8460000,10019,10046,26.3,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","15 Lone Oak Rd, Berkeley CA 94708, US",,0,0,0
2802  - 2802,Wed 7/20/22,48046000,52453000,5400000,4380000,1620000,10046,10067,20.9,,"17 Lone Oak Rd, Berkeley CA 94708, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Thu 7/21/22,27449000,29858000,61380000,2400000,540000,10067,10090,23.7,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","1577 Danville Blvd, Alamo CA 94507, US",,0,0,0
2802  - 2802,Thu 7/21/22,30485000,30787000,600000,300000,180000,10090,10091,0.7,,"1577 Danville Blvd, Alamo CA 94507, US","178 Hemme Ave, Alamo CA 94507, US",,0,0,0
2802  - 2802,Thu 7/21/22,34729000,38054000,3960000,3300000,1260000,10091,10117,25.6,,"178 Hemme Ave, Alamo CA 94507, US","S Vasco Rd, Livermore CA 94551, US",,0,0,0
2802  - 2802,Thu 7/21/22,42275000,43707000,4200000,1440000,1200000,10117,10118,1.3,,"S Vasco Rd, Livermore CA 94551, US","Patterson Pass Rd, Livermore CA 94550, US",,0,0,0
2802  - 2802,Thu 7/21/22,46243000,55401000,2520000,9180000,4980000,10118,10169,51,,"Patterson Pass Rd, Livermore CA 94550, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Fri 7/22/22,26051000,37605000,57060000,11580000,4680000,10169,10247,78.5,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Portola State Park Rd, La Honda CA 94020, US",,0,0,0
2802  - 2802,Fri 7/22/22,38908000,59438000,1320000,20520000,4560000,10247,10417,169.6,,"Portola State Park Rd, La Honda CA 94020, US","Two Rocks Trl, Castro Valley CA 94546, US",,0,0,0
2802  - 2802,Fri 7/22/22,60331000,67406000,900000,7080000,2700000,10417,10454,36.9,,"Two Rocks Trl, Castro Valley CA 94546, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Sun 7/24/22,38263000,38263000,143640000,0,,10454,60025,49571.1,,odometer corrected,odometer corrected,,0,0,0
2802  - 2802,Sun 7/24/22,38263000,50084000,0,11820000,3600000,60025,60113,88.3,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Lone Tree Way, Antioch CA 94531, US",,0,0,0
2802  - 2802,Sun 7/24/22,50802000,53769000,720000,2940000,780000,60113,60144,31,,"Lone Tree Way, Antioch CA 94531, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Mon 7/25/22,56616000,56882000,89220000,240000,240000,60144,60144,0.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Tue 7/26/22,34482000,36307000,64020000,1800000,540000,60144,60157,12.4,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Broadway St, American Canyon CA 94503, US",,0,0,0
2802  - 2802,Tue 7/26/22,37562000,43426000,1260000,5880000,5520000,60157,60158,1.1,,"Broadway St, American Canyon CA 94503, US","S Napa Junction Rd, American Canyon CA 94503, US",,0,0,0
2802  - 2802,Tue 7/26/22,44832000,46292000,1380000,1440000,960000,60158,60159,1.6,,"S Napa Junction Rd, American Canyon CA 94503, US","Eucalyptus Dr, American Canyon CA 94503, US",,0,0,0
2802  - 2802,Tue 7/26/22,47247000,48645000,960000,1380000,360000,60159,60172,12.5,,"Eucalyptus Dr, American Canyon CA 94503, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Wed 7/27/22,37782000,41804000,75540000,4020000,2040000,60172,60196,24.4,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","178 Hemme Ave, Alamo CA 94507, US",,0,0,0
2802  - 2802,Wed 7/27/22,43564000,45011000,1740000,1440000,360000,60196,60207,11,,"178 Hemme Ave, Alamo CA 94507, US","9908 Broadmoor Dr, San Ramon CA 94583, US",,0,0,0
2802  - 2802,Wed 7/27/22,46957000,48058000,1920000,1080000,900000,60207,60208,0.4,,"9908 Broadmoor Dr, San Ramon CA 94583, US","9908 Broadmoor Dr, San Ramon CA 94583, US",,0,0,0
2802  - 2802,Wed 7/27/22,50362000,63861000,2280000,13500000,3600000,60208,60294,86.4,,"9908 Broadmoor Dr, San Ramon CA 94583, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Thu 7/28/22,42106000,42209000,64620000,120000,60000,60294,60294,0.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Fri 7/29/22,30876000,33520000,75060000,2640000,1200000,60294,60308,13.3,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","151 Harbour Way, Richmond CA 94801, US",,0,0,0
2802  - 2802,Fri 7/29/22,34397000,36780000,900000,2400000,780000,60308,60323,15.5,,"151 Harbour Way, Richmond CA 94801, US","1267 McKay Ave, Alameda CA 94501, US",,0,0,0
2802  - 2802,Fri 7/29/22,41470000,42381000,4680000,900000,480000,60323,60324,1.1,,"1265 McKay Ave, Alameda CA 94501, US","1442 Webster St, Alameda CA 94501, US",,0,0,0
2802  - 2802,Fri 7/29/22,44898000,45356000,2520000,480000,180000,60324,60325,0.6,,"1439 Webster St, Alameda CA 94501, US","1265 McKay Ave, Alameda CA 94501, US",,0,0,0
2802  - 2802,Fri 7/29/22,52405000,54974000,7020000,2580000,480000,60325,60341,15.9,,"1265 McKay Ave, Alameda CA 94501, US","145 Harbour Way, Richmond CA 94801, US",,0,0,0
2802  - 2802,Fri 7/29/22,55652000,57994000,660000,2340000,480000,60341,60357,16.6,,"143 Harbour Way, Richmond CA 94801, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Sat 7/30/22,30500000,34029000,58920000,3540000,1680000,60357,60384,26.5,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","235 Turk St, San Francisco CA 94102, US",,0,0,0
2802  - 2802,Sat 7/30/22,37523000,40509000,3480000,3000000,1680000,60384,60388,4.1,,"237 Turk St, San Francisco CA 94102, US","180 Sheridan Ave, San Francisco CA 94129, US",,0,0,0
2802  - 2802,Sat 7/30/22,54422000,62577000,13920000,8160000,4260000,60388,60419,31.4,,"180 Sheridan Ave, San Francisco CA 94129, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
3501  - 3501,Fri 7/1/22,26200000,30218000,48300000,4020000,1380000,8839,8870,31.3,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","437 Hearst Ave, San Francisco CA 94112, US",,0,0,0
3501  - 3501,Fri 7/1/22,34662000,36933000,4440000,2280000,480000,8870,8881,10.9,,"441 Hearst Ave, San Francisco CA 94112, US","Sommerville Rd, Sausalito CA 94965, US",,0,0,0
3501  - 3501,Fri 7/1/22,47646000,57224000,10740000,9600000,3000000,8881,8924,42.7,,"Sommerville Rd, Sausalito CA 94965, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
3501  - 3501,Tue 7/5/22,23490000,28750000,311880000,5280000,2100000,8924,8958,33.6,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Geneva Ave, San Francisco CA 94134, US",,0,0,0
3501  - 3501,Tue 7/5/22,32563000,40222000,3840000,7680000,720000,8958,9053,95.3,,"Geneva Ave, San Francisco CA 94134, US","Santana Dr, Cloverdale CA 95425, US",,0,0,0
3501  - 3501,Tue 7/5/22,40857000,49987000,660000,9120000,1560000,9053,9129,76.1,,"Santana Dr, Cloverdale CA 95425, US","Fort Bragg CA 95437, US",,0,0,0
3501  - 3501,Tue 7/5/22,52005000,60004000,2040000,7980000,720000,9129,9203,74.1,,"Fort Bragg CA 95437, US","308 S Foothill Blvd, Cloverdale CA 95425, US",,0,0,0
3501  - 3501,Tue 7/5/22,61944000,71938000,1920000,10020000,1200000,9203,9329,125.6,,"306 S Foothill Blvd, Cloverdale CA 95425, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
3501  - 3501,Wed 7/6/22,25032000,30698000,39480000,5640000,2700000,9329,9356,27,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","1021 39th Ave, Oakland CA 94601, US",,0,0,0
3501  - 3501,Wed 7/6/22,34499000,36710000,3780000,2220000,540000,9356,9370,14.4,,"1019 39th Ave, Oakland CA 94601, US","991 Bayfair Dr, San Leandro CA 94578, US",,0,0,0
3501  - 3501,Wed 7/6/22,47824000,48491000,11100000,660000,180000,9370,9373,2.7,,"989 Bayfair Dr, San Leandro CA 94578, US","17925 Lake Chabot Rd, Castro Valley CA 94546, US",,0,0,0
3501  - 3501,Wed 7/6/22,49101000,54263000,600000,5160000,1560000,9373,9411,38.1,,"17925 Lake Chabot Rd, Castro Valley CA 94546, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
3501  - 3501,Fri 7/8/22,31008000,33967000,149520000,2940000,540000,9411,9442,31.3,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","439 Hearst Ave, San Francisco CA 94112, US",,0,0,0
3501  - 3501,Fri 7/8/22,36690000,40982000,2700000,4320000,1020000,9442,9479,36.7,,"439 Hearst Ave, San Francisco CA 94112, US","3601 Castro Valley Blvd, Castro Valley CA 94546, US",,0,0,0
3501  - 3501,Fri 7/8/22,42658000,43191000,1680000,540000,240000,9479,9481,2.1,,"3601 Castro Valley Blvd, Castro Valley CA 94546, US","18819 Cull Canyon Rd, Castro Valley CA 94552, US",,0,0,0
3501  - 3501,Fri 7/8/22,48002000,48164000,4800000,180000,60000,9481,9481,0.2,,"18819 Cull Canyon Rd, Castro Valley CA 94552, US","Cull Canyon Rd, Castro Valley CA 94552, US",,0,0,0
3501  - 3501,Fri 7/8/22,48828000,55682000,660000,6840000,720000,9481,9543,61.2,,"Cull Canyon Rd, Castro Valley CA 94552, US","Willow Ave, Hercules CA 94547, US",,0,0,0
3501  - 3501,Fri 7/8/22,56325000,56951000,660000,600000,300000,9543,9546,3.1,,"24, Hercules CA 94547, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
3501  - 3501,Sat 7/9/22,20828000,24345000,50280000,3540000,1080000,9546,9579,33.7,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","472 Mansell St, San Francisco CA 94134, US",,0,0,0
3501  - 3501,Sat 7/9/22,26048000,29091000,1680000,3060000,600000,9579,9610,31,,"470 Mansell St, San Francisco CA 94134, US","49 Byron Dr, Pleasant Hill CA 94523, US",,0,0,0
3501  - 3501,Sat 7/9/22,33503000,38665000,4440000,5160000,660000,9610,9671,61.1,,"46 Byron Dr, Pleasant Hill CA 94523, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
3501  - 3501,Tue 7/12/22,28162000,32581000,248700000,4440000,960000,9671,9702,31.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","603 Mason St, San Francisco CA 94129, US",,0,0,0
3501  - 3501,Tue 7/12/22,35402000,37235000,2820000,1860000,900000,9702,9711,8.4,,"603 Mason St, San Francisco CA 94129, US","Coastal Trl, Sausalito CA 94965, US",,0,0,0
3501  - 3501,Tue 7/12/22,51556000,55677000,14340000,4140000,540000,9711,9754,43.4,,"Coastal Trl, Sausalito CA 94965, US","24, Hercules CA 94547, US",,0,0,0
3501  - 3501,Tue 7/12/22,56460000,57270000,780000,840000,480000,9754,9757,3.1,,"24, Hercules CA 94547, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
3501  - 3501,Wed 7/13/22,23170000,27294000,52320000,4140000,960000,9757,9790,32.3,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Geneva Ave, San Francisco CA 94134, US",,0,0,0
3501  - 3501,Wed 7/13/22,32010000,35973000,4740000,3960000,1620000,9790,9803,13.2,,"Geneva Ave, San Francisco CA 94134, US","Golden Gate Brg N, Sausalito CA 94965, US",,0,0,0
3501  - 3501,Wed 7/13/22,37826000,52380000,1860000,14580000,1800000,9803,9959,156,,"Golden Gate Brg N, Sausalito CA 94965, US","Fort Bragg CA 95437, US",,0,0,0
3501  - 3501,Wed 7/13/22,53804000,69206000,1440000,15420000,2160000,9959,10125,166.2,,"Fort Bragg CA 95437, US","Geneva Ave, San Francisco CA 94134, US",,0,0,0
3501  - 3501,Wed 7/13/22,69818000,73428000,600000,3600000,1080000,10125,10158,33.2,,"Geneva Ave, San Francisco CA 94134, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
3501  - 3501,Fri 7/15/22,27030000,31583000,126420000,4560000,1560000,10158,10187,29.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","948 Dolores St, San Francisco CA 94110, US",,0,0,0
