Vehicle,Day,Start time,End time,Downtime,Duration,Standstill,Start odometer,End odometer,Distance,Driver,Start location,End location,Fuel consumption,Average fuel consumption,+/- Reference (absolute),+/- Reference (relative)
2302  - 2302,Wed 02/08,31314000,32892000,143640000,1560000,120000,291912,291932,19.6,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Willow Pass Rd, Bay Point CA 94565, US",,0,0,0
2302  - 2302,Wed 02/08,34070000,37406000,1200000,3360000,300000,291932,291967,35.1,,"Willow Pass Rd, Bay Point CA 94565, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Wed 02/08,58680000,64964000,21300000,6300000,2340000,291967,292003,36.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Utah Ave, South San Francisco CA 94080, US",,0,0,0
2302  - 2302,Thu 03/08,32844000,32885000,54300000,60000,60000,292003,292003,0,,"165 Utah Ave, South San Francisco CA 94080, US","162 Utah Ave, South San Francisco CA 94080, US",,0,0,0
2302  - 2302,Thu 03/08,33763000,38093000,900000,4320000,1380000,292003,292035,31.9,,"155 Utah Ave, South San Francisco CA 94080, US","9702 Monarch Bay Dr, San Leandro CA 94577, US",,0,0,0
2302  - 2302,Thu 03/08,39566000,40208000,1500000,660000,120000,292035,292037,2.3,,"9702 Monarch Bay Dr, San Leandro CA 94577, US","1154 Montague St, San Leandro CA 94577, US",,0,0,0
2302  - 2302,Thu 03/08,41323000,42825000,1140000,1500000,900000,292037,292040,2.6,,"1156 Montague St, San Leandro CA 94577, US","Monarch Bay Dr, San Leandro CA 94577, US",,0,0,0
2302  - 2302,Thu 03/08,48973000,49122000,6120000,120000,60000,292040,292040,0.2,,"Monarch Bay Dr, San Leandro CA 94577, US","Bay Trl, San Leandro CA 94577, US",,0,0,0
2302  - 2302,Thu 03/08,49801000,54403000,660000,4620000,780000,292040,292073,33.1,,"Bay Trl, San Leandro CA 94577, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Fri 04/08,30247000,32442000,62220000,2220000,780000,292073,292092,19.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Willow Pass Rd, Pittsburg CA 94565, US",,0,0,0
2302  - 2302,Fri 04/08,33055000,33158000,600000,120000,60000,292092,292093,0.5,,"Willow Pass Rd, Pittsburg CA 94565, US","3113 Willow Pass Rd, Bay Point CA 94565, US",,0,0,0
2302  - 2302,Fri 04/08,34286000,39820000,1140000,5520000,1380000,292093,292132,39.7,,"3113 Willow Pass Rd, Bay Point CA 94565, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Fri 04/08,47935000,49838000,8100000,1920000,1380000,292132,292136,3.3,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","657 Parker Ave, Rodeo CA 94572, US",,0,0,0
2302  - 2302,Fri 04/08,50840000,53044000,1020000,2220000,300000,292136,292159,22.9,,"805 7th St, Rodeo CA 94572, US","344 Castle Rock Rd, Walnut Creek CA 94598, US",,0,0,0
2302  - 2302,Fri 04/08,55212000,60737000,2160000,5520000,1740000,292159,292195,36.3,,"344 Castle Rock Rd, Walnut Creek CA 94598, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Tue 08/08,43303000,48041000,328140000,4740000,1260000,292195,292231,36.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","157 Utah Ave, South San Francisco CA 94080, US",,0,0,0
2302  - 2302,Wed 09/08,40704000,43520000,79080000,2820000,360000,292231,292267,36.2,,"Utah Ave, South San Francisco CA 94080, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Fri 11/08,37363000,46450000,166620000,9060000,3540000,292267,292305,37.7,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","86 Grove St, San Francisco CA 94102, US",,0,0,0
2302  - 2302,Fri 11/08,65693000,70242000,19260000,4560000,1980000,292305,292316,11.3,,"51 Grove St, San Francisco CA 94102, US","84 Grove St, San Francisco CA 94102, US",,0,0,0
2302  - 2302,Fri 11/08,75024000,80012000,4800000,4980000,3720000,292316,292322,5.4,,"82 Grove St, San Francisco CA 94102, US","1129 Sunset Blvd, San Francisco CA 94122, US",,0,0,0
2302  - 2302,Sat 12/08,80723000,2983000,720000,8640000,4620000,292322,292356,34.2,,"1119 Sunset Blvd, San Francisco CA 94122, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Sat 12/08,36283000,40272000,33300000,3960000,1260000,292356,292383,27.4,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","46 Grove St, San Francisco CA 94102, US",,0,0,0
2302  - 2302,Sat 12/08,65178000,67031000,24900000,1860000,480000,292383,292389,5.7,,"46 Grove St, San Francisco CA 94102, US","1141 Sunset Blvd, San Francisco CA 94122, US",,0,0,0
2302  - 2302,Sat 12/08,68195000,70430000,1140000,2220000,1140000,292389,292393,3.6,,"1139 Sunset Blvd, San Francisco CA 94122, US","1141 Sunset Blvd, San Francisco CA 94122, US",,0,0,0
2302  - 2302,Sun 13/08,81613000,4260000,11160000,9060000,3240000,292393,292432,39.2,,"1145 Sunset Blvd, San Francisco CA 94122, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Wed 23/08,71488000,74814000,931200000,3300000,840000,292432,292468,36.4,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Utah Ave, South San Francisco CA 94080, US",,0,0,0
2302  - 2302,Fri 25/08,19516000,22399000,117480000,2880000,540000,292468,292504,36.2,,"159 Utah Ave, South San Francisco CA 94080, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Fri 25/08,24021000,45597000,1620000,21600000,6600000,292504,292663,158.8,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","22302 Highway 20, Willits CA 95490, US",,0,0,0
2302  - 2302,Fri 25/08,58043000,59513000,12420000,1500000,600000,292663,292671,7.6,,"22302 Highway 20, Willits CA 95490, US","1264 S Main St, Willits CA 95490, US",,0,0,0
