Day,Start date,End date,Start time,End time,Duration,Location,Address No.,Vehicle,Latitude,Longitude,Odometer,Driver
Fri 4/1/22,1648788000000,1648796400000,78000000,0,8400000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,2802  - 2802,38053442,-122240797,4134,
Fri 4/1/22,1648796460000,1648820940000,60000,24540000,24480000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,2802  - 2802,38053546,-122240626,4134,
Fri 4/1/22,1648780860000,1648823280000,70860000,26880000,42420000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3601  - 3601,38053048,-122240267,1779,
Fri 4/1/22,1648826280000,1648827360000,29880000,30960000,1080000,"464 Point San Pedro Rd, San Rafael CA 94901, US",,3601  - 3601,37975101,-122490623,1803,
Fri 4/1/22,1648824720000,1648835940000,28320000,39540000,11280000,"153 Utah Ave, South San Francisco CA 94080, US",,2802  - 2802,37646184,-122401781,4170,
Fri 4/1/22,1648836240000,1648836720000,39840000,40320000,480000,"192 E Grand Ave, South San Francisco CA 94080, US",,2802  - 2802,37654195,-122401058,4171,
Fri 4/1/22,1648838280000,1648840020000,41880000,43620000,1740000,"47 Fremont St, San Francisco CA 94105, US",,2802  - 2802,37791242,-122397310,4182,
Fri 4/1/22,1648829940000,1648844460000,33540000,48060000,14520000,"52 Muir Woods Rd, Mill Valley CA 94941, US",,3601  - 3601,37892132,-122571543,1818,
Fri 4/1/22,1648782240000,1648846380000,72240000,49980000,64140000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,2302  - 2302,38053746,-122241058,1237,
Fri 4/1/22,1648846440000,1648847040000,50040000,50640000,600000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,2302  - 2302,38053445,-122240849,1237,
Fri 4/1/22,1648847460000,1648849080000,51060000,52680000,1620000,"Ceres St, Crockett CA 94525, US",,2302  - 2302,38053276,-122221930,1239,
Fri 4/1/22,1648849560000,1648850340000,53160000,53940000,780000,"401 Parker Ave, Rodeo CA 94572, US",,3601  - 3601,38032667,-122266856,1861,
Fri 4/1/22,1648843020000,1648855380000,46620000,58980000,12360000,"Shoreline Hwy, Mill Valley CA 94941, US",,2802  - 2802,37874289,-122597065,4202,
Fri 4/1/22,1648850940000,1648861200000,54540000,64800000,10260000,"Albina Ave, Albany CA 94706, US",,2302  - 2302,37883093,-122283222,1258,
Fri 4/1/22,1648863540000,1648864740000,67140000,68340000,1200000,"828 Willow Ave, Hercules CA 94547, US",,2302  - 2302,38021727,-122262114,1279,
Sat 4/2/22,1648862100000,1648917900000,65700000,35100000,55860000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,2802  - 2802,38053773,-122240981,4247,
Sat 4/2/22,1648426380000,1648919160000,61980000,36360000,492780000,"Utah Ave, South San Francisco CA 94080, US",,4001  - 4001,37646593,-122401676,150,
Mon 4/4/22,1648748520000,1649082000000,38520000,26400000,333480000,"559 S 13th St, Richmond CA 94804, US",,3801  - 3801,37924850,-122357069,2921,
Mon 4/4/22,1649082180000,1649088060000,26580000,32460000,5880000,"567 S 13th St, Richmond CA 94804, US",,3801  - 3801,37924774,-122357096,2921,
Mon 4/4/22,1649088120000,1649095440000,32520000,39840000,7320000,"530 S 13th St, Richmond CA 94804, US",,3801  - 3801,37924993,-122356869,2921,
Mon 4/4/22,1649097780000,1649101260000,42180000,45660000,3420000,"1042 York St, San Francisco CA 94110, US",,3801  - 3801,37755342,-122408478,2942,
Mon 4/4/22,1648250580000,1649109540000,58980000,53940000,858960000,"Utah Ave, South San Francisco CA 94080, US",,3602 - 3602,37646564,-122401616,932,
Mon 4/4/22,1649102220000,1649110380000,46620000,54780000,8160000,"3618 18th St, San Francisco CA 94114, US",,3801  - 3801,37761457,-122426701,2945,
Mon 4/4/22,1649110560000,1649110920000,54960000,55320000,360000,"2852 Alemany Blvd, San Francisco CA 94112, US",,3602 - 3602,37712642,-122451426,939,
Mon 4/4/22,1649110860000,1649111220000,55260000,55620000,300000,"156 Chattanooga St, San Francisco CA 94114, US",,3801  - 3801,37754067,-122426569,2946,
Mon 4/4/22,1649111220000,1649111580000,55620000,55980000,360000,"3532 22nd St, San Francisco CA 94114, US",,3801  - 3801,37755034,-122426283,2946,
Mon 4/4/22,1649111520000,1649112360000,55920000,56760000,840000,"2854 Alemany Blvd, San Francisco CA 94112, US",,3602 - 3602,37712654,-122451443,941,
Tue 4/5/22,1648686960000,1649173320000,63360000,31320000,486360000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3501  - 3501,38053103,-122240257,2628,
Tue 4/5/22,1649173800000,1649175000000,31800000,33000000,1260000,"523 Garretson Ave, Rodeo CA 94572, US",,3501  - 3501,38030695,-122269896,2632,
Tue 4/5/22,1648917960000,1649175180000,35160000,33180000,257220000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,2802  - 2802,38053462,-122240526,4247,
Tue 4/5/22,1649176800000,1649177580000,34800000,35580000,780000,"Parr Blvd, Richmond CA 94801, US",,3501  - 3501,37968382,-122367610,2645,
Tue 4/5/22,1649177640000,1649180280000,35640000,38280000,2640000,"248 Foerster St, San Francisco CA 94112, US",,2802  - 2802,37730289,-122448846,4279,
Tue 4/5/22,1649178180000,1649181960000,36180000,39960000,3780000,"2790 Mission Bell Dr, San Pablo CA 94806, US",,3501  - 3501,37969869,-122341185,2647,
Tue 4/5/22,1649182080000,1649182740000,40080000,40740000,660000,"2559 Mission Bell Dr, San Pablo CA 94806, US",,3501  - 3501,37967199,-122343455,2647,
Tue 4/5/22,1649183100000,1649183520000,41100000,41520000,480000,"245 Brookside Dr, Richmond CA 94801, US",,3501  - 3501,37965247,-122366446,2649,
Tue 4/5/22,1649184660000,1649189580000,42660000,47580000,4920000,"1840 Dowrelio Dr, Crockett CA 94525, US",,3501  - 3501,38055567,-122228257,2661,
Tue 4/5/22,1649191020000,1649193780000,49020000,51780000,2700000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3501  - 3501,38053684,-122240851,2669,
Tue 4/5/22,1649194200000,1649195100000,52200000,53100000,900000,"1092 Pomona St, Crockett CA 94525, US",,3501  - 3501,38052457,-122220879,2671,
Tue 4/5/22,1649113620000,1649195400000,58020000,53400000,81780000,"Utah Ave, South San Francisco CA 94080, US",,3801  - 3801,37646590,-122401734,2957,
Tue 4/5/22,1649114280000,1649196360000,58680000,54360000,82080000,"Utah Ave, South San Francisco CA 94080, US",,3602 - 3602,37646532,-122401727,952,
Tue 4/5/22,1649197380000,1649197860000,55380000,55860000,540000,"3532 22nd St, San Francisco CA 94114, US",,3801  - 3801,37755041,-122426285,2967,
Tue 4/5/22,1649197380000,1649198820000,55380000,56820000,1440000,"2852 Alemany Blvd, San Francisco CA 94112, US",,3602 - 3602,37712662,-122451411,960,
Tue 4/5/22,1649182440000,1649198880000,40440000,56880000,16440000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,2802  - 2802,38053499,-122240518,4310,
