Vehicle,Day,Start time,End time,Downtime,Duration,Standstill,Start odometer,End odometer,Distance,Driver,Start location,End location,Fuel consumption,Average fuel consumption,+/- Reference (absolute),+/- Reference (relative)
2302  - 2302,Thu 11/3/22,26994000,34193000,242040000,7200000,2880000,283520,283551,30.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","60 North Point St, San Francisco CA 94133, US",,0,0,0
2302  - 2302,Thu 11/3/22,50896000,56402000,16680000,5520000,1560000,283551,283580,29.8,,"56 North Point St, San Francisco CA 94133, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Fri 11/4/22,36347000,40022000,66360000,3660000,1680000,283580,283602,21.6,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Fri 11/4/22,47932000,50888000,7920000,2940000,540000,283602,283634,32.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","2162 Bancroft Ave, San Leandro CA 94577, US",,0,0,0
2302  - 2302,Fri 11/4/22,54586000,58624000,3720000,4020000,720000,283634,283667,33.3,,"2162 Bancroft Ave, San Leandro CA 94577, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Mon 11/7/22,47759000,48424000,251940000,660000,480000,283667,283668,1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Wed 11/9/22,42917000,46332000,167280000,3420000,960000,283668,283701,33.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","2160 Bancroft Ave, San Leandro CA 94577, US",,0,0,0
2302  - 2302,Wed 11/9/22,47357000,50188000,1020000,2820000,660000,283701,283728,26.3,,"2162 Bancroft Ave, San Leandro CA 94577, US","Stone Valley Rd, Alamo CA 94507, US",,0,0,0
2302  - 2302,Wed 11/9/22,57299000,65907000,7140000,8580000,1020000,283728,283785,57.5,,"Stone Valley Rd, Alamo CA 94507, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Thu 11/10/22,44601000,48998000,65100000,4380000,1920000,283785,283815,29.7,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","348 Goettingen St, San Francisco CA 94134, US",,0,0,0
