Vehicle,Day,Start time,End time,Downtime,Duration,Standstill,Start odometer,End odometer,Distance,Driver,Start location,End location,Fuel consumption,Average fuel consumption,+/- Reference (absolute),+/- Reference (relative)
2302  - 2302,Fri 9/9/22,25430000,30223000,44340000,4800000,1620000,282288,282314,26.5,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","462 Powell St, San Francisco CA 94102, US",,0,0,0
2302  - 2302,Fri 9/9/22,32513000,34085000,2280000,1560000,660000,282314,282317,2.9,,"479 Sutter St, San Francisco CA 94108, US","1456 Mission St, San Francisco CA 94103, US",,0,0,0
2302  - 2302,Fri 9/9/22,40604000,44090000,6540000,3480000,900000,282317,282346,28.7,,"1459 Mission St, San Francisco CA 94103, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Wed 9/14/22,46607000,57266000,434520000,10680000,3120000,282346,282409,63.7,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Thu 9/15/22,49259000,52303000,78420000,3060000,840000,282409,282441,31.4,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","1099 School St, San Leandro CA 94577, US",,0,0,0
2302  - 2302,Thu 9/15/22,53116000,56814000,840000,3720000,1800000,282441,282454,13.6,,"13501 School St, San Leandro CA 94578, US","La Playa Dr, Hayward CA 94545, US",,0,0,0
2302  - 2302,Thu 9/15/22,61216000,61395000,4380000,180000,60000,282454,282455,0.3,,"La Playa Dr, Hayward CA 94545, US","705 Southland Mall, Hayward CA 94545, US",,0,0,0
2302  - 2302,Thu 9/15/22,64281000,65046000,2880000,780000,300000,282455,282457,2.7,,"705 Southland Mall, Hayward CA 94545, US","28019 Calaroga Ave, Hayward CA 94545, US",,0,0,0
2302  - 2302,Thu 9/15/22,66338000,71021000,1320000,4680000,1260000,282457,282499,42,,"28019 Calaroga Ave, Hayward CA 94545, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Sat 9/17/22,24713000,26852000,126480000,2160000,1200000,282499,282511,11.9,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","2303 MacDonald Ave, Richmond CA 94804, US",,0,0,0
2302  - 2302,Sat 9/17/22,27787000,29045000,960000,1260000,840000,282511,282513,1.4,,"2303 MacDonald Ave, Richmond CA 94804, US","MacDonald Ave, Richmond CA 94801, US",,0,0,0
2302  - 2302,Sat 9/17/22,29833000,35124000,780000,5280000,2520000,282513,282554,41.4,,"MacDonald Ave, Richmond CA 94801, US","6238 Bridgehead Rd, Oakley CA 94561, US",,0,0,0
2302  - 2302,Sat 9/17/22,36823000,37251000,1680000,420000,240000,282554,282555,0.9,,"6242 Bridgehead Rd, Oakley CA 94561, US","Main St, Oakley CA 94561, US",,0,0,0
2302  - 2302,Sat 9/17/22,40310000,40554000,3060000,240000,60000,282555,282556,0.8,,"Main St, Oakley CA 94561, US","6240 Bridgehead Rd, Oakley CA 94561, US",,0,0,0
2302  - 2302,Sat 9/17/22,51725000,57787000,11160000,6060000,2340000,282556,282609,53.8,,"6244 Bridgehead Rd, Oakley CA 94561, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2503  - 2503,Fri 9/16/22,53773000,53954000,1538820000,180000,0,5838,5838,0.7,,"155 Utah Ave, South San Francisco CA 94080, US","174 Gateway Blvd, South San Francisco CA 94080, US",,0,0,0
2503  - 2503,Fri 9/16/22,54667000,59453000,720000,4800000,2160000,5838,5857,18.8,,"Gateway Blvd, South San Francisco CA 94080, US","Utah Ave, South San Francisco CA 94080, US",,0,0,0
2503  - 2503,Sat 9/17/22,23941000,27496000,50880000,3540000,660000,5857,5893,36,,"157 Utah Ave, South San Francisco CA 94080, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2503  - 2503,Thu 9/22/22,25866000,27686000,430380000,1800000,120000,5893,5907,13.4,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","553 S 13th St, Richmond CA 94804, US",,0,0,0
2503  - 2503,Thu 9/22/22,29369000,29657000,1680000,300000,180000,5907,5907,0.3,,"576 S 13th St, Richmond CA 94804, US","577 S 13th St, Richmond CA 94804, US",,0,0,0
2503  - 2503,Mon 9/26/22,40298000,40298000,356220000,0,,5907,5909,2.5,,odometer corrected,odometer corrected,,0,0,0
2503  - 2503,Mon 9/26/22,40298000,42152000,0,1860000,660000,5909,5923,13.8,,"1336 Cutting Blvd, Richmond CA 94804, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Fri 9/2/22,53403000,58556000,335580000,5160000,2580000,61904,61927,23.2,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Graymont Cir, Concord CA 94518, US",,0,0,0
2802  - 2802,Fri 9/2/22,70274000,73801000,11700000,3540000,1380000,61927,61949,22.6,,"Graymont Cir, Concord CA 94518, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Sun 9/4/22,51929000,52137000,150900000,180000,60000,61949,61949,0.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Tue 9/6/22,38559000,41348000,159240000,2760000,240000,61949,61977,27.4,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Tue 9/6/22,56582000,57745000,15240000,1140000,900000,61977,61978,1.6,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Crockett Blvd, Crockett CA 94525, US",,0,0,0
2802  - 2802,Tue 9/6/22,59084000,59646000,1320000,540000,300000,61978,61980,1.4,,"Crockett Blvd, Crockett CA 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Tue 9/6/22,63988000,66875000,4320000,2880000,1560000,61980,61995,14.8,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Thu 9/8/22,57196000,61352000,163140000,4140000,1920000,61995,62008,13.3,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Fri 9/9/22,54397000,60052000,79440000,5640000,1500000,62008,62041,32.9,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","1767 The Embarcadero, San Francisco CA 94133, US",,0,0,0
2802  - 2802,Fri 9/9/22,65172000,65915000,5100000,720000,300000,62041,62042,1,,"1767 The Embarcadero, San Francisco CA 94133, US","1049 North Point St, San Francisco CA 94109, US",,0,0,0
2802  - 2802,Fri 9/9/22,67404000,80562000,1500000,13140000,5520000,62042,62116,74,,"1047 North Point St, San Francisco CA 94109, US","Hathaway Ave, Hayward CA 94541, US",,0,0,0
2802  - 2802,Sat 9/10/22,38616000,63844000,44460000,25200000,12120000,62116,62189,73.1,,"Hathaway Ave, Hayward CA 94541, US","Gleason Dr, Dublin CA 94568, US",,0,0,0
2802  - 2802,Sat 9/10/22,64603000,66656000,780000,2040000,780000,62189,62195,6.1,,"Gleason Dr, Dublin CA 94568, US","Gleason Dr, Dublin CA 94568, US",,0,0,0
2802  - 2802,Sat 9/10/22,67646000,80925000,1020000,13260000,6180000,62195,62266,71,,"Gleason Dr, Dublin CA 94568, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Mon 9/12/22,55381000,59359000,147240000,3960000,2160000,62266,62284,17.8,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Moran Ave, Richmond CA 94804, US",,0,0,0
2802  - 2802,Mon 9/12/22,60097000,60252000,720000,180000,60000,62284,62284,0.1,,"Moran Ave, Richmond CA 94804, US","Salesian Ave, Richmond CA 94804, US",,0,0,0
2802  - 2802,Mon 9/12/22,72278000,74690000,12000000,2400000,1140000,62284,62297,13,,"Pine Ave, San Pablo CA 94806, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Tue 9/13/22,55220000,59804000,66960000,4560000,2700000,62297,62309,12.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Wed 9/14/22,25127000,31519000,51720000,6420000,2520000,62309,62337,28.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","866 Beach St, San Francisco CA 94109, US",,0,0,0
2802  - 2802,Wed 9/14/22,32470000,35305000,960000,2820000,900000,62337,62352,15,,"868 Beach St, San Francisco CA 94109, US","52 Muir Woods Rd, Mill Valley CA 94941, US",,0,0,0
2802  - 2802,Wed 9/14/22,46578000,52939000,11280000,6360000,1440000,62352,62399,46.6,,"50 Muir Woods Rd, Mill Valley CA 94941, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Thu 9/15/22,56382000,61451000,89820000,5040000,2580000,62399,62412,13.7,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Fri 9/16/22,28112000,30887000,53040000,2760000,1740000,62412,62423,10.5,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","3213 Goodrick Ave, Richmond CA 94801, US",,0,0,0
2802  - 2802,Fri 9/16/22,31921000,33851000,1020000,1920000,1680000,62423,62425,1.9,,"3213 Goodrick Ave, Richmond CA 94801, US","Richmond Pkwy, Richmond CA 94801, US",,0,0,0
2802  - 2802,Fri 9/16/22,37034000,38532000,3180000,1500000,1260000,62425,62426,1.5,,"Richmond Pkwy, Richmond CA 94801, US","Fred Jackson Way, Richmond CA 94801, US",,0,0,0
2802  - 2802,Fri 9/16/22,40998000,43529000,2460000,2520000,1080000,62426,62438,11.9,,"2236 Fred Jackson Way, Richmond CA 94801, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Sat 9/17/22,38747000,40975000,81600000,2220000,360000,62438,62458,19.7,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","1337 18th St, Oakland CA 94607, US",,0,0,0
2802  - 2802,Sat 9/17/22,43781000,61165000,2820000,17400000,3480000,62458,62615,156.7,,"1337 18th St, Oakland CA 94607, US","Highway 128, Hopland CA 95449, US",,0,0,0
2802  - 2802,Sat 9/17/22,73864000,74106000,12720000,240000,240000,62615,62615,0.1,,"Highway 128, Hopland CA 95449, US","Highway 128, Hopland CA 95449, US",,0,0,0
2802  - 2802,Sat 9/17/22,75697000,76723000,1620000,1020000,720000,62615,62615,0.8,,"Highway 128, Hopland CA 95449, US","Highway 128, Hopland CA 95449, US",,0,0,0
2802  - 2802,Sun 9/18/22,80628000,3883000,3900000,9660000,2460000,62615,62709,93.8,,"Highway 128, Hopland CA 95449, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Tue 9/20/22,50177000,56104000,219120000,5940000,2340000,62709,62755,46.2,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","2519 Bancroft Way, Berkeley CA 94720, US",,0,0,0
2802  - 2802,Tue 9/20/22,57196000,57595000,1080000,420000,120000,62755,62757,1.1,,"2515 Bancroft Way, Berkeley CA 94720, US","2331 Ashby Ave, Berkeley CA 94705, US",,0,0,0
2802  - 2802,Tue 9/20/22,58552000,59111000,960000,540000,180000,62757,62758,1.4,,"2321 Ashby Ave, Berkeley CA 94705, US","2521 Bancroft Way, Berkeley CA 94720, US",,0,0,0
2802  - 2802,Tue 9/20/22,64517000,70432000,5400000,5940000,1560000,62758,62805,47.2,,"2515 Bancroft Way, Berkeley CA 94720, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Wed 9/21/22,38554000,39700000,54540000,1140000,480000,62805,62812,6.5,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Interstate Highway 80 E, Pinole CA 94564, US",,0,0,0
2802  - 2802,Wed 9/21/22,42074000,42803000,2400000,720000,120000,62812,62817,5.9,,"Interstate Highway 80 E, Pinole CA 94564, US","11830 San Pablo Ave, El Cerrito CA 94530, US",,0,0,0
2802  - 2802,Wed 9/21/22,47942000,52108000,5160000,4140000,960000,62817,62844,26.5,,"11830 San Pablo Ave, El Cerrito CA 94530, US","610 Arguello Blvd, San Francisco CA 94118, US",,0,0,0
2802  - 2802,Wed 9/21/22,54254000,55092000,2160000,840000,360000,62844,62845,1,,"610 Arguello Blvd, San Francisco CA 94118, US","348 Clement St, San Francisco CA 94118, US",,0,0,0
2802  - 2802,Wed 9/21/22,55790000,56225000,720000,420000,180000,62845,62846,0.8,,"344 Clement St, San Francisco CA 94118, US","81 Rossi Ave, San Francisco CA 94118, US",,0,0,0
2802  - 2802,Wed 9/21/22,56979000,57271000,780000,300000,180000,62846,62846,0.3,,"83 Rossi Ave, San Francisco CA 94118, US","614 Arguello Blvd, San Francisco CA 94118, US",,0,0,0
2802  - 2802,Wed 9/21/22,65681000,70419000,8400000,4740000,960000,62846,62883,36.9,,"612 Arguello Blvd, San Francisco CA 94118, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Sat 9/24/22,31070000,34943000,219840000,3900000,1680000,62883,62910,26.7,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","245 Turk St, San Francisco CA 94102, US",,0,0,0
2802  - 2802,Sat 9/24/22,36391000,40212000,1440000,3840000,2160000,62910,62915,5.8,,"239 Turk St, San Francisco CA 94102, US","178 Sheridan Ave, San Francisco CA 94129, US",,0,0,0
2802  - 2802,Sat 9/24/22,54661000,55338000,14460000,660000,240000,62915,62917,1.8,,"Anza St, San Francisco CA 94129, US","104 11th Ave, San Francisco CA 94118, US",,0,0,0
2802  - 2802,Sat 9/24/22,56132000,63079000,780000,6960000,3300000,62917,62949,31.8,,"104 11th Ave, San Francisco CA 94118, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Mon 9/26/22,23237000,29537000,132960000,6300000,1560000,62949,62978,29.2,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Vista Tiburon Dr, Belvedere Tiburon CA 94920, US",,0,0,0
2802  - 2802,Mon 9/26/22,30402000,34049000,840000,3660000,2220000,62978,62983,4.8,,"Vista Tiburon Dr, Belvedere Tiburon CA 94920, US","350 Tiburon Blvd, Belvedere Tiburon CA 94920, US",,0,0,0
2802  - 2802,Mon 9/26/22,34946000,36169000,900000,1200000,840000,62983,62985,1.5,,"350 Tiburon Blvd, Belvedere Tiburon CA 94920, US","Blackfield Dr, Belvedere Tiburon CA 94920, US",,0,0,0
2802  - 2802,Mon 9/26/22,36957000,39343000,780000,2400000,1140000,62985,62989,4.8,,"Blackfield Dr, Belvedere Tiburon CA 94920, US","346 Tiburon Blvd, Belvedere Tiburon CA 94920, US",,0,0,0
2802  - 2802,Mon 9/26/22,40298000,41792000,960000,1500000,840000,62989,62991,2.1,,"348 Tiburon Blvd, Belvedere Tiburon CA 94920, US","346 Tiburon Blvd, Belvedere Tiburon CA 94920, US",,0,0,0
2802  - 2802,Mon 9/26/22,43488000,45773000,1680000,2280000,1320000,62991,62995,3.3,,"346 Tiburon Blvd, Belvedere Tiburon CA 94920, US","Vista Tiburon Dr, Belvedere Tiburon CA 94920, US",,0,0,0
2802  - 2802,Mon 9/26/22,48559000,52694000,2760000,4140000,1500000,62995,63026,31.6,,"Vista Tiburon Dr, Belvedere Tiburon CA 94920, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Wed 9/28/22,45790000,49832000,165900000,4020000,1620000,63026,63055,28.4,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","2913 Polk St, San Francisco CA 94109, US",,0,0,0
2802  - 2802,Wed 9/28/22,50491000,57996000,660000,7500000,2760000,63055,63091,36.1,,"2905 Polk St, San Francisco CA 94109, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Thu 9/29/22,46208000,49806000,74640000,3600000,1140000,63091,63121,30,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","54 Yale St, San Francisco CA 94134, US",,0,0,0
2802  - 2802,Thu 9/29/22,50826000,54266000,1020000,3420000,1560000,63121,63127,5.9,,"50 Yale St, San Francisco CA 94134, US","4970 Mission St, San Francisco CA 94112, US",,0,0,0
2802  - 2802,Thu 9/29/22,55683000,63941000,1440000,8280000,2400000,63127,63162,35.3,,"4970 Mission St, San Francisco CA 94112, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Fri 9/30/22,23928000,27234000,46380000,3300000,1200000,63162,63192,30,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","9870 Plymouth St, Oakland CA 94603, US",,0,0,0
2802  - 2802,Fri 9/30/22,31438000,36188000,4200000,4740000,540000,63192,63235,43.2,,"9834 Plymouth St, Oakland CA 94603, US","Shoreline Hwy, Mill Valley CA 94941, US",,0,0,0
2802  - 2802,Fri 9/30/22,39616000,46317000,3420000,6720000,1140000,63235,63288,53.1,,"Shoreline Hwy, Mill Valley CA 94941, US","509 Grand Ave, Oakland CA 94610, US",,0,0,0
2802  - 2802,Fri 9/30/22,47594000,47858000,1260000,240000,120000,63288,63289,0.5,,"511 Grand Ave, Oakland CA 94610, US","2047 Lakeshore Ave, Oakland CA 94606, US",,0,0,0
2802  - 2802,Fri 9/30/22,49774000,51672000,1920000,1920000,60000,63289,63308,19.5,,"2047 Lakeshore Ave, Oakland CA 94606, US","2950 San Jose Ave, San Francisco CA 94112, US",,0,0,0
2802  - 2802,Fri 9/30/22,52312000,52519000,660000,180000,120000,63308,63309,0.6,,"2950 San Jose Ave, San Francisco CA 94112, US","3646 Alemany Blvd, San Francisco CA 94132, US",,0,0,0
2802  - 2802,Fri 9/30/22,55827000,65300000,3300000,9480000,3360000,63309,63342,33.1,,"3652 Alemany Blvd, San Francisco CA 94132, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
3501  - 3501,Fri 9/2/22,45670000,53186000,165180000,7500000,3240000,120373,120405,32,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","3569 22nd St, San Francisco CA 94114, US",,0,0,0
3501  - 3501,Fri 9/2/22,55217000,65333000,2040000,10140000,4260000,120405,120438,32.9,,"3530 22nd St, San Francisco CA 94114, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
3501  - 3501,Tue 9/6/22,41568000,45870000,321840000,4320000,1260000,120438,120468,30.2,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","42 Yale St, San Francisco CA 94134, US",,0,0,0
3501  - 3501,Tue 9/6/22,51132000,52322000,5280000,1200000,540000,120468,120471,2.9,,"42 Yale St, San Francisco CA 94134, US","2858 Alemany Blvd, San Francisco CA 94112, US",,0,0,0
3501  - 3501,Tue 9/6/22,56436000,60675000,4140000,4260000,780000,120471,120498,26.4,,"2860 Alemany Blvd, San Francisco CA 94112, US","3288 Auto Plz, San Pablo CA 94806, US",,0,0,0
3501  - 3501,Tue 9/6/22,61684000,62764000,1020000,1080000,240000,120498,120505,7.6,,"3288 Auto Plz, San Pablo CA 94806, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
3501  - 3501,Wed 9/7/22,39838000,43375000,63480000,3540000,840000,120505,120535,30.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","38 Yale St, San Francisco CA 94134, US",,0,0,0
3501  - 3501,Wed 9/7/22,46896000,48293000,3540000,1380000,720000,120535,120538,2.8,,"40 Yale St, San Francisco CA 94134, US","2860 Alemany Blvd, San Francisco CA 94112, US",,0,0,0
3501  - 3501,Wed 9/7/22,52044000,57427000,3780000,5400000,960000,120538,120571,32.8,,"2866 Alemany Blvd, San Francisco CA 94112, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
3501  - 3501,Tue 9/13/22,49954000,56790000,510900000,6840000,3000000,120571,120604,32.5,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","1050 York St, San Francisco CA 94110, US",,0,0,0
3501  - 3501,Tue 9/13/22,57987000,62621000,1200000,4620000,900000,120604,120631,27.8,,"1054 York St, San Francisco CA 94110, US","401 Parker Ave, Rodeo CA 94572, US",,0,0,0
3501  - 3501,Tue 9/13/22,63428000,63973000,780000,540000,240000,120631,120634,2.6,,"401 Parker Ave, Rodeo CA 94572, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
3501  - 3501,Thu 9/15/22,48328000,51364000,157140000,3060000,840000,120634,120666,32.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","2170 Bancroft Ave, San Leandro CA 94577, US",,0,0,0
3501  - 3501,Thu 9/15/22,52469000,58353000,1080000,5880000,1380000,120666,120707,41.4,,"2168 Bancroft Ave, San Leandro CA 94577, US","Buchanan Park, Pittsburg CA 94565, US",,0,0,0
3501  - 3501,Thu 9/15/22,69627000,75252000,11280000,5640000,720000,120707,120780,72.3,,"Buchanan Park, Pittsburg CA 94565, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
3501  - 3501,Fri 9/16/22,47272000,54103000,58440000,6840000,1620000,120780,120817,37.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","John F Kennedy Dr, San Francisco CA 94122, US",,0,0,0
3501  - 3501,Fri 9/16/22,55002000,55967000,900000,960000,780000,120817,120818,0.6,,"John F Kennedy Dr, San Francisco CA 94122, US","1088 La Playa St, San Francisco CA 94121, US",,0,0,0
3501  - 3501,Fri 9/16/22,58443000,58768000,2460000,300000,180000,120818,120818,0.4,,"1102 La Playa St, San Francisco CA 94121, US","John F Kennedy Dr, San Francisco CA 94122, US",,0,0,0
3501  - 3501,Fri 9/16/22,60507000,67448000,1740000,6960000,1440000,120818,120852,34,,"John F Kennedy Dr, San Francisco CA 94122, US","405 Parker Ave, Rodeo CA 94572, US",,0,0,0
3501  - 3501,Fri 9/16/22,68162000,69306000,720000,1140000,840000,120852,120854,2.6,,"405 Parker Ave, Rodeo CA 94572, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
3501  - 3501,Mon 9/19/22,24131000,25389000,214020000,1260000,1260000,120854,120855,0.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
3501  - 3501,Mon 9/19/22,26359000,30271000,960000,3900000,420000,120855,120892,37.3,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","2635 Jones St, Castro Valley CA 94546, US",,0,0,0
3501  - 3501,Mon 9/19/22,31758000,31857000,1500000,120000,60000,120892,120892,0.2,,"2633 Jones St, Castro Valley CA 94546, US","2605 Jones St, Castro Valley CA 94546, US",,0,0,0
3501  - 3501,Mon 9/19/22,33315000,38492000,1440000,5160000,480000,120892,120953,60.7,,"2603 Jones St, Castro Valley CA 94546, US","9101 Camp Wastashi Rd, Felton CA 95018, US",,0,0,0
3501  - 3501,Mon 9/19/22,39924000,47640000,1440000,7740000,900000,120953,121048,95.3,,"9101 Camp Wastashi Rd, Felton CA 95018, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
3501  - 3501,Tue 9/20/22,38966000,43029000,77700000,4080000,1380000,121048,121076,28.2,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","3694 18th St, San Francisco CA 94114, US",,0,0,0
3501  - 3501,Tue 9/20/22,45546000,47436000,2520000,1920000,480000,121076,121083,6.4,,"3698 18th St, San Francisco CA 94114, US","2793 Lombard St, San Francisco CA 94129, US",,0,0,0
