Vehicle,Day,Start time,End time,Downtime,Duration,Standstill,Start odometer,End odometer,Distance,Driver,Start location,End location,Fuel consumption,Average fuel consumption,+/- Reference (absolute),+/- Reference (relative)
2302  - 2302,Mon 5/2/22,35034000,36538000,123120000,1500000,720000,2124,2131,7.4,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","67 Spring St, Pinole CA 94564, US",,0,0,0
2302  - 2302,Tue 5/3/22,60443000,62966000,110280000,2520000,1200000,2131,2139,8.6,,"San Pablo Ave, Pinole CA 94564, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Wed 5/4/22,56808000,60275000,80220000,3480000,240000,2139,2172,32.7,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","2168 Bancroft Ave, San Leandro CA 94577, US",,0,0,0
2302  - 2302,Wed 5/4/22,61055000,63447000,780000,2400000,840000,2172,2185,13.1,,"2168 Bancroft Ave, San Leandro CA 94577, US","E 8th St, Oakland CA 94606, US",,0,0,0
2302  - 2302,Wed 5/4/22,65608000,65679000,2160000,60000,60000,2185,2185,0.1,,"E 8th St, Oakland CA 94606, US","E 8th St, Oakland CA 94606, US",,0,0,0
2302  - 2302,Wed 5/4/22,71882000,71946000,6180000,60000,60000,2185,2185,0.1,,"407 E 8th St, Oakland CA 94606, US","E 8th St, Oakland CA 94606, US",,0,0,0
2302  - 2302,Wed 5/4/22,73425000,77987000,1500000,4560000,840000,2185,2229,43.1,,"E 8th St, Oakland CA 94606, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Thu 5/5/22,23663000,28548000,32100000,4860000,1740000,2229,2258,29.7,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","165 Park St, San Francisco CA 94110, US",,0,0,0
2302  - 2302,Thu 5/5/22,29765000,36699000,1200000,6960000,2040000,2258,2287,29.1,,"169 Park St, San Francisco CA 94110, US","Flamingo Rd, Mill Valley CA 94941, US",,0,0,0
2302  - 2302,Thu 5/5/22,38321000,39641000,1620000,1320000,180000,2287,2295,7.3,,"Flamingo Rd, Mill Valley CA 94941, US","Shoreline Hwy, Mill Valley CA 94941, US",,0,0,0
2302  - 2302,Thu 5/5/22,51045000,59922000,11400000,8880000,960000,2295,2349,54.1,,"Shoreline Hwy, Mill Valley CA 94941, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Fri 5/6/22,29530000,33048000,55980000,3540000,660000,2349,2378,29.2,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","532 Corbett Ave, San Francisco CA 94114, US",,0,0,0
2302  - 2302,Fri 5/6/22,36125000,44997000,3060000,8880000,3180000,2378,2409,31,,"530 Corbett Ave, San Francisco CA 94114, US","Sommerville Rd, Sausalito CA 94965, US",,0,0,0
