Vehicle,Day,Start time,End time,Downtime,Duration,Standstill,Start odometer,End odometer,Distance,Driver,Start location,End location,Fuel consumption,Average fuel consumption,+/- Reference (absolute),+/- Reference (relative)
2302  - 2302,Fri 6/2/23,26222000,29332000,490440000,3120000,1500000,289623,289635,11.8,,"153 Utah Ave, South San Francisco CA 94080, US","Gateway Middle, 1512 Golden Gate Avenue, San Francisco 94115-4515, US",,0,0,0
2302  - 2302,Fri 6/2/23,31066000,35640000,1740000,4560000,1440000,289635,289672,36.8,,"Gateway Middle, 1512 Golden Gate Avenue, San Francisco 94115-4515, US","Setterquist Dr, Vallejo CA 94589, US",,0,0,0
2302  - 2302,Fri 6/2/23,57395000,64744000,21780000,7320000,1140000,289672,289719,46.9,,"Setterquist Dr, Vallejo CA 94589, US","Utah Ave, South San Francisco CA 94080, US",,0,0,0
2302  - 2302,Mon 6/5/23,28339000,32729000,222780000,4380000,1260000,289719,289754,35.4,,"Utah Ave, South San Francisco CA 94080, US","2180 Bancroft Ave, San Leandro CA 94577, US",,0,0,0
2302  - 2302,Mon 6/5/23,33338000,33898000,600000,540000,180000,289754,289756,2.1,,"2182 Bancroft Ave, San Leandro CA 94577, US","Monterey Blvd, San Leandro CA 94578, US",,0,0,0
2302  - 2302,Mon 6/5/23,38108000,41784000,4200000,3660000,540000,289756,289790,33.9,,"3709 Monterey Blvd, San Leandro CA 94578, US","Utah Ave, South San Francisco CA 94080, US",,0,0,0
2302  - 2302,Tue 6/6/23,59425000,65945000,104040000,6540000,960000,289790,289828,37.2,,"157 Utah Ave, South San Francisco CA 94080, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Wed 6/7/23,30256000,33405000,50700000,3120000,780000,289828,289848,20.7,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","449 29th St, Oakland CA 94609, US",,0,0,0
2302  - 2302,Wed 6/7/23,36804000,39353000,3420000,2520000,780000,289848,289860,11.9,,"441 29th St, Oakland CA 94609, US","63 Fishermans Wharf, San Francisco CA 94133, US",,0,0,0
2302  - 2302,Wed 6/7/23,48121000,52807000,8760000,4680000,840000,289860,289893,33,,"61 Fishermans Wharf, San Francisco CA 94133, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Thu 6/8/23,48869000,52997000,82440000,4140000,1260000,289893,289924,30.7,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","43 Music Concourse Dr, San Francisco CA 94118, US",,0,0,0
2302  - 2302,Thu 6/8/23,55070000,64624000,2100000,9540000,1740000,289924,289980,56.5,,"53 Music Concourse Dr, San Francisco CA 94118, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Fri 6/9/23,43096000,45103000,64860000,1980000,180000,289980,290003,22.6,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","3217 Park Blvd, Oakland CA 94610, US",,0,0,0
2302  - 2302,Sat 6/10/23,48662000,51412000,89940000,2760000,600000,290003,290026,23.2,,"3217 Park Blvd, Oakland CA 94610, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2503  - 2503,Sun 6/4/23,30852000,34454000,394740000,3600000,1200000,12857,12891,34.5,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","1669 Holloway Ave, San Francisco CA 94132, US",,0,0,0
2503  - 2503,Sun 6/4/23,35124000,35274000,660000,180000,120000,12891,12891,0.1,,"1673 Holloway Ave, San Francisco CA 94132, US","1555 Holloway Ave, San Francisco CA 94132, US",,0,0,0
2503  - 2503,Sun 6/4/23,36883000,41759000,1620000,4860000,60000,12891,12937,45.3,,"3757 19th Ave, San Francisco CA 94132, US","1759 Portola State Park Rd, La Honda CA 94020, US",,0,0,0
2503  - 2503,Sun 6/4/23,50714000,60492000,8940000,9780000,1140000,12937,13016,79.5,,"1758 Portola State Park Rd, La Honda CA 94020, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2503  - 2503,Sun 6/4/23,76133000,76133000,15660000,0,,13016,13024,8.1,,odometer corrected,odometer corrected,,0,0,0
2503  - 2503,Sun 6/4/23,76133000,77138000,0,1020000,60000,13024,13038,14.1,,"Interstate Highway 80 W, San Pablo CA 94806, US","4099 Grand Ave, Oakland CA 94610, US",,0,0,0
2503  - 2503,Mon 6/5/23,29116000,31175000,38400000,2040000,660000,13038,13053,15.1,,"4061 Grand Ave, Oakland CA 94610, US","2166 Bancroft Ave, San Leandro CA 94577, US",,0,0,0
2503  - 2503,Mon 6/5/23,33190000,33524000,2040000,360000,0,13053,13055,1.5,,"2164 Bancroft Ave, San Leandro CA 94577, US","216 Dowling Blvd, San Leandro CA 94577, US",,0,0,0
2503  - 2503,Mon 6/5/23,39216000,41110000,5700000,1920000,360000,13055,13068,13.5,,"218 Dowling Blvd, San Leandro CA 94577, US","1298 Grand Ave, Piedmont CA 94610, US",,0,0,0
2503  - 2503,Mon 6/5/23,45070000,45070000,3960000,0,,13068,13069,0.6,,odometer corrected,odometer corrected,,0,0,0
2503  - 2503,Mon 6/5/23,45070000,46694000,0,1620000,180000,13069,13091,21.5,,"470 Santa Clara Ave, Oakland CA 94610, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Thu 6/1/23,41922000,42557000,61380000,660000,180000,80515,80520,5.3,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","2892 Pinole Valley Rd, Pinole CA 94564, US",,0,0,0
2802  - 2802,Thu 6/1/23,43385000,49310000,840000,5940000,120000,80520,80619,98.2,,"2892 Pinole Valley Rd, Pinole CA 94564, US","4023 Mother Lode Dr, Shingle Springs CA 95682, US",,0,0,0
2802  - 2802,Thu 6/1/23,50475000,52084000,1140000,1620000,1440000,80619,80620,1,,"4027 Mother Lode Dr, Shingle Springs CA 95682, US","Ponderosa Rd, Shingle Springs CA 95682, US",,0,0,0
2802  - 2802,Thu 6/1/23,65941000,73894000,13860000,7980000,1800000,80620,80725,105,,"3683 Ponderosa Rd, Shingle Springs CA 95682, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Fri 6/2/23,66774000,66874000,79260000,120000,60000,80725,80725,0.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Sun 6/4/23,24187000,30925000,130140000,6720000,3900000,80725,80766,41.2,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Marsh Creek Rd, Brentwood CA 94513, US",,0,0,0
2802  - 2802,Sun 6/4/23,33269000,35398000,2340000,2100000,840000,80766,80778,11.7,,"Marsh Creek Rd, Brentwood CA 94513, US","Byron CA 94514, US",,0,0,0
2802  - 2802,Sun 6/4/23,45016000,50409000,9600000,5400000,1380000,80778,80830,52.6,,"Byron CA 94514, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Fri 6/9/23,41424000,44020000,423000000,2580000,240000,80830,80860,30.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","9886 Plymouth St, Oakland CA 94603, US",,0,0,0
2802  - 2802,Fri 6/9/23,45328000,48454000,1320000,3120000,1440000,80860,80875,15.1,,"9886 Plymouth St, Oakland CA 94603, US","Union Lndg, Union City CA 94587, US",,0,0,0
2802  - 2802,Fri 6/9/23,53451000,53719000,4980000,240000,180000,80875,80876,0.2,,"Union Lndg, Union City CA 94587, US","32164 Union Lndg, Union City CA 94587, US",,0,0,0
