Day,Start date,End date,Start time,End time,Duration,Location,Address No.,Vehicle,Latitude,Longitude,Odometer,Driver
Mon 1/2/23,1672454640000,1672704540000,67440000,58140000,249900000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,2802  - 2802,38053787,-122241069,70027,
Tue 1/3/23,1672704600000,1672791480000,58200000,58680000,86940000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,2802  - 2802,38053332,-122240951,70027,
Tue 1/3/23,1672791840000,1672792200000,59040000,59400000,360000,"1084 Pomona St, Crockett CA 94525, US",,2802  - 2802,38052489,-122220802,70028,
Tue 1/3/23,1672794000000,1672803360000,61200000,70560000,9360000,"Albina Ave, Albany CA 94706, US",,2802  - 2802,37883046,-122283652,70047,
Wed 1/4/23,1672439700000,1672845240000,52500000,26040000,405540000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3601  - 3601,38053763,-122241035,38198,
Wed 1/4/23,1672845240000,1672846200000,26040000,27000000,960000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3601  - 3601,38053541,-122240605,38198,
Wed 1/4/23,1672847340000,1672848540000,28140000,29340000,1200000,"Cutting Blvd, Richmond CA 94804, US",,3601  - 3601,37925333,-122330213,38210,
Wed 1/4/23,1672848600000,1672849440000,29400000,30240000,900000,"4258 Cutting Blvd, Richmond CA 94804, US",,3601  - 3601,37925329,-122328081,38210,
Wed 1/4/23,1672852140000,1672864440000,32940000,45240000,12360000,"176 Sheridan Ave, San Francisco CA 94129, US",,3601  - 3601,37799369,-122458901,38234,
Wed 1/4/23,1672867020000,1672867380000,47820000,48180000,360000,"Cutting Blvd, Richmond CA 94804, US",,3601  - 3601,37925335,-122328479,38259,
Wed 1/4/23,1672029000000,1672882620000,73800000,63420000,853620000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3602 - 3602,38053027,-122240220,6335,
Thu 1/5/23,1672868520000,1672931220000,49320000,25620000,62700000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3601  - 3601,38053511,-122240650,38272,
Thu 1/5/23,1672933440000,1672937220000,27840000,31620000,3840000,"1052 York St, San Francisco CA 94110, US",,3601  - 3601,37755184,-122408468,38301,
Thu 1/5/23,1672937880000,1672943940000,32280000,38340000,6120000,"Mission High, 3750 18th Street, San Francisco 94114-2614, US",892,3601  - 3601,37761424,-122427033,38302,
Thu 1/5/23,1672944540000,1672949520000,38940000,43920000,4980000,"1046 York St, San Francisco CA 94110, US",,3601  - 3601,37755276,-122408499,38304,
Thu 1/5/23,1672949640000,1672951320000,44040000,45720000,1680000,"1054 York St, San Francisco CA 94110, US",,3601  - 3601,37755179,-122408458,38304,
Thu 1/5/23,1672951860000,1672958100000,46260000,52500000,6240000,"Mission High, 3750 18th Street, San Francisco 94114-2614, US",892,3601  - 3601,37761456,-122427032,38306,
Thu 1/5/23,1672958760000,1672959120000,53160000,53520000,300000,"1048 York St, San Francisco CA 94110, US",,3601  - 3601,37755244,-122408506,38308,
Thu 1/5/23,1672961400000,1672961940000,55800000,56340000,540000,"826 Willow Ave, Hercules CA 94547, US",,3601  - 3601,38021818,-122262055,38333,
Fri 1/6/23,1672539960000,1673017260000,66360000,25260000,477300000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,4402  - 4402,38053044,-122240224,112048,
Fri 1/6/23,1673019840000,1673024100000,27840000,32100000,4260000,"Academy of Arts and Sciences, 555 Portola Drive, San Francisco 94131-1616, US",870,4402  - 4402,37744241,-122450349,112080,
