Vehicle,Day,Start time,End time,Downtime,Duration,Standstill,Start odometer,End odometer,Distance,Driver,Start location,End location,Fuel consumption,Average fuel consumption,+/- Reference (absolute),+/- Reference (relative)
2302  - 2302,Fri 3/4/22,43680000,44965000,675240000,1260000,660000,556,561,5.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Wed 3/9/22,62629000,62803000,449640000,180000,60000,561,561,0.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Fri 3/11/22,50550000,51457000,160560000,900000,420000,561,568,6.9,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Richmond Pkwy, San Pablo CA 94806, US",,0,0,0
2302  - 2302,Fri 3/11/22,52261000,57101000,780000,4860000,1800000,568,591,23,,"Blume Dr, San Pablo CA 94806, US","857 Capitol St, Vallejo CA 94590, US",,0,0,0
2302  - 2302,Fri 3/11/22,57733000,58222000,660000,480000,60000,591,593,1.3,,"859 Capitol St, Vallejo CA 94590, US","860 Butte St, Vallejo CA 94590, US",,0,0,0
2302  - 2302,Fri 3/11/22,58951000,61453000,720000,2520000,840000,593,611,18.5,,"862 Butte St, Vallejo CA 94590, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Mon 3/14/22,26615000,27713000,220740000,1080000,180000,611,623,12.2,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Park Rd, Benicia CA 94510, US",,0,0,0
2302  - 2302,Mon 3/14/22,28779000,29241000,1080000,480000,120000,623,626,2.9,,"Park Rd, Benicia CA 94510, US","1931 E 2nd St, Benicia CA 94510, US",,0,0,0
2302  - 2302,Mon 3/14/22,30227000,31569000,960000,1320000,600000,626,635,9.1,,"1941 E 2nd St, Benicia CA 94510, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Mon 3/14/22,65087000,65358000,33540000,300000,180000,635,635,0.2,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Tue 3/15/22,26897000,37037000,47940000,10140000,6480000,635,658,22.7,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Central Park Dr, Berkeley CA 94708, US",,0,0,0
2302  - 2302,Tue 3/15/22,46503000,56091000,9480000,9600000,3420000,658,720,62.1,,"Central Park Dr, Berkeley CA 94708, US","162 40th Street Way, Oakland CA 94611, US",,0,0,0
2302  - 2302,Tue 3/15/22,58703000,59764000,2640000,1080000,600000,720,722,1.7,,"162 40th Street Way, Oakland CA 94611, US","770 Magnolia Ave, Piedmont CA 94611, US",,0,0,0
