Vehicle,Day,Start time,End time,Downtime,Duration,Standstill,Start odometer,End odometer,Distance,Driver,Start location,End location,Fuel consumption,Average fuel consumption,+/- Reference (absolute),+/- Reference (relative)
2302  - 2302,Wed 6/1/22,51570000,54121000,78900000,2580000,900000,2976,2988,12.8,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","2546 Road 20, San Pablo CA 94806, US",,0,0,0
2302  - 2302,Wed 6/1/22,59935000,60378000,5820000,420000,360000,2988,2989,0.2,,"2568 Road 20, San Pablo CA 94806, US","2568 Road 20, San Pablo CA 94806, US",,0,0,0
2302  - 2302,Wed 6/1/22,62117000,64887000,1740000,2760000,1320000,2989,2999,10.6,,"2566 Road 20, San Pablo CA 94806, US","Willow Ave, Hercules CA 94547, US",,0,0,0
2302  - 2302,Wed 6/1/22,65621000,66401000,720000,780000,420000,2999,3002,3,,"Willow Ave, Hercules CA 94547, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Fri 6/3/22,27944000,31779000,134340000,3840000,1380000,3002,3028,25.6,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","231 Woodland Ave, San Rafael CA 94901, US",,0,0,0
2302  - 2302,Fri 6/3/22,33434000,35182000,1680000,1740000,540000,3028,3038,9.8,,"232 Woodland Ave, San Rafael CA 94901, US","1697 Tiburon Blvd, Belvedere Tiburon CA 94920, US",,0,0,0
2302  - 2302,Fri 6/3/22,35855000,35943000,660000,60000,60000,3038,3038,0.2,,"1695 Tiburon Blvd, Belvedere Tiburon CA 94920, US","1601 Tiburon Blvd, Belvedere Tiburon CA 94920, US",,0,0,0
2302  - 2302,Fri 6/3/22,48352000,48665000,12420000,300000,120000,3038,3038,0.4,,"1601 Tiburon Blvd, Belvedere Tiburon CA 94920, US","1838 Tiburon Blvd, Belvedere Tiburon CA 94920, US",,0,0,0
2302  - 2302,Fri 6/3/22,49312000,54202000,660000,4920000,660000,3038,3074,36.1,,"1844 Tiburon Blvd, Belvedere Tiburon CA 94920, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Sun 6/5/22,69553000,72320000,188160000,2760000,420000,3074,3107,33.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","1308 Fernside Blvd, Alameda CA 94501, US",,0,0,0
2302  - 2302,Mon 6/6/22,34379000,36022000,48480000,1620000,420000,3107,3113,5.9,,"1308 Fernside Blvd, Alameda CA 94501, US","580 Pensacola Ln, Alameda CA 94501, US",,0,0,0
2302  - 2302,Mon 6/6/22,51247000,55372000,15240000,4140000,1620000,3113,3133,19.5,,"574 Pensacola Ln, Alameda CA 94501, US","2570 Road 20, San Pablo CA 94806, US",,0,0,0
2302  - 2302,Mon 6/6/22,63247000,66179000,7860000,2940000,1080000,3133,3149,16,,"2568 Road 20, San Pablo CA 94806, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Mon 6/6/22,67087000,70691000,900000,3600000,1140000,3149,3185,36.6,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","22101 Arbor Ave, Hayward CA 94541, US",,0,0,0
2302  - 2302,Mon 6/6/22,71895000,73837000,1200000,1920000,180000,3185,3210,24.9,,"22105 Arbor Ave, Hayward CA 94541, US","Utah Ave, South San Francisco CA 94080, US",,0,0,0
2302  - 2302,Fri 6/10/22,31613000,34161000,303360000,2520000,1260000,3210,3222,11.4,,"Utah Ave, South San Francisco CA 94080, US","341 Sanchez St, San Francisco CA 94114, US",,0,0,0
2302  - 2302,Fri 6/10/22,35266000,38348000,1080000,3060000,1680000,3222,3226,4.4,,"343 Sanchez St, San Francisco CA 94114, US","25 Music Concourse Dr, San Francisco CA 94118, US",,0,0,0
2302  - 2302,Fri 6/10/22,49023000,52756000,10680000,3720000,1560000,3226,3233,6.5,,"50 Music Concourse Dr, San Francisco CA 94118, US","1040 York St, San Francisco CA 94110, US",,0,0,0
2302  - 2302,Fri 6/10/22,55945000,63346000,3180000,7380000,1620000,3233,3263,30.3,,"1046 York St, San Francisco CA 94110, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Tue 6/14/22,74144000,74723000,356400000,600000,480000,3263,3263,0.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Wed 6/22/22,32507000,34593000,648960000,2100000,1980000,3263,3263,0.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Thu 6/23/22,29351000,31029000,81180000,1680000,660000,3263,3275,12.2,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Park Rd, Benicia CA 94510, US",,0,0,0
2302  - 2302,Thu 6/23/22,33349000,34895000,2340000,1560000,240000,3275,3287,11.9,,"Park Rd, Benicia CA 94510, US","Kaiser Entrance, Vallejo CA 94589, US",,0,0,0
2302  - 2302,Thu 6/23/22,36752000,40105000,1860000,3360000,2040000,3287,3295,8.2,,"Kaiser Entrance, Vallejo CA 94589, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Sat 6/25/22,48573000,49261000,181260000,660000,540000,3295,3296,0.3,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2503  - 2503,Wed 6/1/22,25644000,31350000,140940000,5700000,2340000,3381,3407,26,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","1525 San Antonio Ave, Alameda CA 94501, US",,0,0,0
2503  - 2503,Wed 6/1/22,32610000,32739000,1260000,120000,60000,3407,3407,0.4,,"1525 San Antonio Ave, Alameda CA 94501, US","1527 San Antonio Ave, Alameda CA 94501, US",,0,0,0
2503  - 2503,Wed 6/1/22,35352000,38845000,2640000,3480000,1440000,3407,3423,15.2,,"1525 San Antonio Ave, Alameda CA 94501, US","Pier 39, San Francisco CA 94133, US",,0,0,0
2503  - 2503,Wed 6/1/22,46550000,46550000,7680000,0,,3423,3423,0.8,,odometer corrected,odometer corrected,,0,0,0
2503  - 2503,Wed 6/1/22,46550000,53607000,0,7080000,1920000,3423,3464,40.6,,"The Embarcadero, San Francisco CA 94133, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2503  - 2503,Fri 6/3/22,28675000,31748000,147840000,3060000,660000,3464,3490,25.5,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","229 Woodland Ave, San Rafael CA 94901, US",,0,0,0
2503  - 2503,Fri 6/3/22,33650000,35072000,1920000,1440000,240000,3490,3500,9.9,,"227 Woodland Ave, San Rafael CA 94901, US","1691 Tiburon Blvd, Belvedere Tiburon CA 94920, US",,0,0,0
2503  - 2503,Fri 6/3/22,41690000,42181000,6600000,480000,120000,3500,3501,1,,"1693 Tiburon Blvd, Belvedere Tiburon CA 94920, US","1693 Tiburon Blvd, Belvedere Tiburon CA 94920, US",,0,0,0
2503  - 2503,Fri 6/3/22,43827000,43902000,1620000,60000,0,3501,3501,0.1,,"1693 Tiburon Blvd, Belvedere Tiburon CA 94920, US","1645 Tiburon Blvd, Belvedere Tiburon CA 94920, US",,0,0,0
2503  - 2503,Fri 6/3/22,44929000,45206000,1020000,300000,0,3501,3501,0.6,,"1605 Tiburon Blvd, Belvedere Tiburon CA 94920, US","1699 Tiburon Blvd, Belvedere Tiburon CA 94920, US",,0,0,0
2503  - 2503,Fri 6/3/22,47947000,54498000,2760000,6540000,2520000,3501,3535,33.6,,"1700 Tiburon Blvd, Belvedere Tiburon CA 94920, US","836 Willow Ave, Hercules CA 94547, US",,0,0,0
2503  - 2503,Fri 6/3/22,55414000,56138000,900000,720000,420000,3535,3538,3,,"826 Willow Ave, Hercules CA 94547, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2503  - 2503,Sat 6/4/22,47839000,51235000,78120000,3420000,1140000,3538,3564,26.5,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Shoreline Hwy, Mill Valley CA 94941, US",,0,0,0
