Day,Start date,End date,Start time,End time,Duration,Location,Address No.,Vehicle,Latitude,Longitude,Odometer
Tue 02/01,1703902020000,1704209580000,65220000,27180000,307560000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,2802 - 2802,38053105,-122240208,94385
Tue 02/01,1704211980000,1704213540000,29580000,31140000,1560000,"Everett Middle, 450 Church Street, San Francisco 94114-1721, US",959,2802 - 2802,37763460,-122428746,94413
Tue 02/01,1704213840000,1704215940000,31440000,33540000,2100000,"Adda Clevenger School, 180 Fair Oaks Street, San Francisco 94110-2927, US",2034,2802 - 2802,37753628,-122424234,94414
Tue 02/01,1704217140000,1704217680000,34740000,35280000,540000,"Conservatory Dr W, San Francisco CA 94122, US",,2802 - 2802,37773019,-122460673,94418
Tue 02/01,1704218220000,1704218940000,35820000,36540000,720000,"524 Frederick St, San Francisco CA 94117, US",,2802 - 2802,37766346,-122453393,94420
Tue 02/01,1704219300000,1704233640000,36900000,51240000,14340000,"569 Martin Luther King Jr Dr, San Francisco CA 94122, US",,2802 - 2802,37766374,-122476018,94422
Tue 02/01,1703903820000,1704234420000,67020000,52020000,330540000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,2503  - 2503,38053801,-122241037,18765
Wed 03/01,1703900700000,1704299460000,63900000,30660000,398760000,"Utah Ave, South San Francisco CA 94080, US",,2302  - 2302,37646612,-122401729,298381
Wed 03/01,1704300900000,1704302100000,32100000,33300000,1200000,"Adda Clevenger School, 180 Fair Oaks Street, San Francisco 94110-2927, US",2034,2302  - 2302,37753750,-122424055,298390
Wed 03/01,1704304800000,1704306000000,36000000,37200000,1200000,"The Bay School of San Francisco, 35 Keyes Avenue, San Francisco 94129-1736, US",2024,2302  - 2302,37801357,-122458182,298399
Wed 03/01,1704307020000,1704310440000,38220000,41640000,3420000,"356 North Point St, San Francisco CA 94133, US",,2302  - 2302,37806684,-122413283,298402
Wed 03/01,1703571900000,1704313800000,80700000,45000000,741900000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,4403 - 4403,38053796,-122240999,24062
Wed 03/01,1704311460000,1704315900000,42660000,47100000,4440000,"603 Mason St, San Francisco CA 94129, US",,2302  - 2302,37803917,-122456121,298405
Wed 03/01,1704316320000,1704317100000,47520000,48300000,780000,"642 North Point St, San Francisco CA 94133, US",,4403 - 4403,37806085,-122418028,24090
Wed 03/01,1704317280000,1704318360000,48480000,49560000,1080000,"Galileo High, 1150 Francisco Street, San Francisco 94109-1004, US",889,4403 - 4403,37803358,-122423982,24090
Wed 03/01,1703994420000,1704319020000,71220000,50220000,324600000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3601  - 3601,38053001,-122240200,65847
Wed 03/01,1704316080000,1704321660000,47280000,52860000,5580000,"57 Montgomery St, San Francisco CA 94129, US",,2302  - 2302,37800618,-122458784,298406
Wed 03/01,1704321720000,1704322440000,52920000,53640000,720000,"Lakeshore Alternative Elementary, 220 Middlefield Drive, San Francisco 94132-1418, US",928,3601  - 3601,37730907,-122485486,65883
Wed 03/01,1704322440000,1704324420000,53640000,55620000,1920000,"Lowell High, 1101 Eucalyptus Drive, San Francisco 94132-1401, US",891,3601  - 3601,37731030,-122483738,65883
Wed 03/01,1704329040000,1704330120000,60240000,61320000,1080000,"Mission Creek Dr, Fremont CA 94539, US",,3601  - 3601,37544308,-121935318,65934
Wed 03/01,1704330960000,1704331260000,62160000,62460000,360000,"40565 Grimmer Blvd, Fremont CA 94538, US",,3601  - 3601,37536115,-121965946,65937
Wed 03/01,1704320880000,1704340080000,52080000,71280000,19200000,"316 Ivy Dr, Orinda CA 94563, US",,4403 - 4403,37840567,-122144854,24112
Wed 03/01,1704331980000,1704342780000,63180000,73980000,10740000,"Mission Creek Dr, Fremont CA 94539, US",,3601  - 3601,37544274,-121935259,65941
Thu 04/01,1704349380000,1704410880000,80580000,55680000,61500000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3601  - 3601,38053005,-122240235,66031
Thu 04/01,1704411300000,1704414480000,56100000,59280000,3180000,"1086 Pomona St, Crockett CA 94525, US",,3601  - 3601,38052464,-122220828,66033
Thu 04/01,1704415320000,1704428700000,60120000,73500000,13380000,"Redwood Pkwy, Vallejo CA 94591, US",,3601  - 3601,38121088,-122205411,66040
Fri 05/01,1704430140000,1704470760000,74940000,29160000,40620000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3601  - 3601,38052992,-122240154,66051
Fri 05/01,1704324960000,1704470880000,56160000,29280000,145920000,"Utah Ave, South San Francisco CA 94080, US",,2302  - 2302,37646605,-122401756,298421
Fri 05/01,1704471900000,1704472680000,30300000,31080000,720000,"1794 Rumrill Blvd, San Pablo CA 94806, US",,3601  - 3601,37958929,-122356500,66061
Fri 05/01,1704472860000,1704474480000,31260000,32880000,1620000,"Wildcat Creek Regional Trl, Richmond CA 94801, US",,3601  - 3601,37961387,-122362769,66062
Fri 05/01,1704472380000,1704474960000,30780000,33360000,2580000,"Adda Clevenger School, 180 Fair Oaks Street, San Francisco 94110-2927, US",2034,2302  - 2302,37753563,-122424218,298431
Fri 05/01,1704477720000,1704480960000,36120000,39360000,3240000,"869 48th Ave, San Francisco CA 94121, US",,2302  - 2302,37771994,-122509105,298442
Fri 05/01,1703974260000,1704485520000,51060000,43920000,511260000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3501  - 3501,38052899,-122240167,152071
Fri 05/01,1704476460000,1704485880000,34860000,44280000,9420000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3601  - 3601,38053166,-122240249,66076
Fri 05/01,1704234540000,1704488700000,52140000,47100000,254160000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,2503  - 2503,38053522,-122240530,18765
Fri 05/01,1704486900000,1704489960000,45300000,48360000,3060000,"Point Pinole Trl, San Pablo CA 94806, US",,3601  - 3601,37991947,-122356037,66085
Fri 05/01,1704492000000,1704494460000,50400000,52860000,2460000,"Chelsea, Hercules CA 94547, US",,3601  - 3601,38020323,-122261702,66098
