Day,Start date,End date,Start time,End time,Duration,Location,Address No.,Vehicle,Latitude,Longitude,Odometer,Driver
Mon 5/1/23,1682820480000,1682951400000,68880000,27000000,130980000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,4402  - 4402,38052923,-122240201,122675,
Mon 5/1/23,1682736360000,1682951820000,71160000,27420000,215520000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3501  - 3501,38052947,-122240349,135798,
Mon 5/1/23,1682951880000,1682952240000,27480000,27840000,360000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3501  - 3501,38052997,-122240234,135799,
Mon 5/1/23,1682951400000,1682952900000,27000000,28500000,1500000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,4402  - 4402,38053665,-122240827,122675,
Mon 5/1/23,1682811360000,1682954760000,59760000,30360000,143400000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3602 - 3602,38053087,-122240300,8214,
Mon 5/1/23,1682902380000,1682954940000,64380000,30540000,52560000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,2802  - 2802,38053785,-122241026,77721,
Mon 5/1/23,1682954340000,1682955360000,29940000,30960000,1020000,"1984 Giaramita St, Richmond CA 94801, US",,4402  - 4402,37960623,-122363319,122686,
Mon 5/1/23,1682954940000,1682955360000,30540000,30960000,420000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,2802  - 2802,38053537,-122240869,77721,
Mon 5/1/23,1682809680000,1682955360000,58080000,30960000,145680000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3601  - 3601,38052986,-122240198,47873,
Mon 5/1/23,1682955360000,1682956440000,30960000,32040000,1080000,"Wildcat Creek Regional Trl, Richmond CA 94801, US",,4402  - 4402,37961366,-122362923,122686,
Mon 5/1/23,1682956080000,1682956500000,31680000,32100000,420000,"Wildcat Creek Regional Trl, Richmond CA 94801, US",,3602 - 3602,37961348,-122362817,8226,
Mon 5/1/23,1682954220000,1682957100000,29820000,32700000,2880000,"19 6th St, Richmond CA 94801, US",,3501  - 3501,37931647,-122363817,135812,
Mon 5/1/23,1682957580000,1682959680000,33180000,35280000,2100000,"Wildcat Canyon Pkwy, Richmond CA 94805, US",,3602 - 3602,37952120,-122317885,8229,
Mon 5/1/23,1682959860000,1682960280000,35460000,35880000,420000,"603 Mason St, San Francisco CA 94129, US",,3601  - 3601,37803918,-122456136,47905,
Mon 5/1/23,1682958240000,1682961540000,33840000,37140000,3300000,"Marsh Creek Rd, Brentwood CA 94513, US",,2802  - 2802,37868615,-121750099,77762,
Mon 5/1/23,1682960580000,1682961840000,36180000,37440000,1260000,"178 Sheridan Ave, San Francisco CA 94129, US",,3601  - 3601,37799327,-122458916,47906,
Mon 5/1/23,1682718060000,1682962620000,52860000,38220000,244560000,"159 Utah Ave, South San Francisco CA 94080, US",,4001  - 4001,37646254,-122401350,138220,
Mon 5/1/23,1682963580000,1682964840000,39180000,40440000,1260000,"Camp Wastashi Rd, Felton CA 95018, US",,3501  - 3501,37085572,-122053856,135897,
Mon 5/1/23,1682957700000,1682969160000,33300000,44760000,11460000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,4402  - 4402,38053115,-122240108,122697,
Mon 5/1/23,1682962320000,1682971020000,37920000,46620000,8700000,"178 Sheridan Ave, San Francisco CA 94129, US",,3601  - 3601,37799325,-122458914,47906,
Mon 5/1/23,1682973000000,1682973540000,48600000,49140000,540000,"1518 Howard St, San Francisco CA 94103, US",,3601  - 3601,37772941,-122415992,47912,
Mon 5/1/23,1682959800000,1682975340000,35400000,50940000,15540000,"Wildcat Canyon Pkwy, Richmond CA 94805, US",,3602 - 3602,37952058,-122318049,8229,
Mon 5/1/23,1682967120000,1682976360000,42720000,51960000,9240000,"1443 Holiday Ln, Fairfield CA 94534, US",,4001  - 4001,38258787,-122065317,138280,
Mon 5/1/23,1682971560000,1682976540000,47160000,52140000,4980000,"Bancroft Ave, San Leandro CA 94577, US",,4402  - 4402,37717854,-122143484,122729,
Mon 5/1/23,1682976180000,1682976540000,51780000,52140000,360000,"Wildcat Creek Regional Trl, Richmond CA 94801, US",,3602 - 3602,37961361,-122362550,8233,
Mon 5/1/23,1682977920000,1682978280000,53520000,53880000,360000,"26889 Whitman St, Hayward CA 94544, US",,4402  - 4402,37643792,-122066732,122737,
Mon 5/1/23,1682977440000,1682978820000,53040000,54420000,1380000,"Moscow St, San Francisco CA 94112, US",,3601  - 3601,37715291,-122431223,47925,
Mon 5/1/23,1682980860000,1682982060000,56460000,57660000,1200000,"192 E Grand Ave, South San Francisco CA 94080, US",,4001  - 4001,37654304,-122401083,138334,
Mon 5/1/23,1682982240000,1682984340000,57840000,59940000,2100000,"157 Utah Ave, South San Francisco CA 94080, US",,4001  - 4001,37646198,-122401485,138335,
Mon 5/1/23,1682979780000,1682987640000,55380000,63240000,7860000,"22115 Arbor Ave, Hayward CA 94541, US",,4402  - 4402,37666780,-122107039,122743,
Mon 5/1/23,1682992740000,1682993280000,68340000,68880000,540000,"Willow Ave, Hercules CA 94547, US",,4402  - 4402,38021465,-122262064,122786,
Mon 5/1/23,1682993940000,1682994720000,69540000,70320000,780000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,4402  - 4402,38053669,-122240874,122790,
Tue 5/2/23,1682736780000,1683033960000,71580000,23160000,297180000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,4403 - 4403,38053166,-122240174,13133,
Tue 5/2/23,1682997000000,1683035100000,72600000,24300000,38100000,"22109 Arbor Ave, Hayward CA 94541, US",,4402  - 4402,37666810,-122107056,122826,
Tue 5/2/23,1682971980000,1683037980000,47580000,27180000,65940000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3501  - 3501,38052910,-122240295,135991,
Tue 5/2/23,1682978040000,1683039240000,53640000,28440000,61260000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3602 - 3602,38053107,-122240263,8245,
