Day,Start date,End date,Start time,End time,Duration,Location,Address No.,Vehicle,Latitude,Longitude,Odometer,Driver
Thu 12/1/22,1669849200000,1669906680000,54000000,25080000,57480000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,4402  - 4402,38053081,-122240127,109821,
Thu 12/1/22,1669444860000,1669907340000,81660000,25740000,462540000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3501  - 3501,38053131,-122240407,126693,
Thu 12/1/22,1669852020000,1669907340000,56820000,25740000,55380000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,4403 - 4403,38053091,-122240195,3175,
Thu 12/1/22,1669866000000,1669909620000,70800000,28020000,43620000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3601  - 3601,38053018,-122240221,35755,
Thu 12/1/22,1669087200000,1669909680000,69600000,28080000,822480000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3602 - 3602,38053330,-122241060,6335,
Thu 12/1/22,1669849800000,1669910340000,54600000,28740000,60540000,"161 Utah Ave, South San Francisco CA 94080, US",,4001  - 4001,37646294,-122401195,132035,
Thu 12/1/22,1669849740000,1669910700000,54540000,29100000,60900000,"157 Utah Ave, South San Francisco CA 94080, US",,3801  - 3801,37646291,-122401423,382160,
Thu 12/1/22,1669911660000,1669915800000,30060000,34200000,4140000,"1048 Cayuga Ave, San Francisco CA 94112, US",,4403 - 4403,37721526,-122440194,3207,
Thu 12/1/22,1669911060000,1669915860000,29460000,34260000,4800000,"1054 Cayuga Ave, San Francisco CA 94112, US",,4402  - 4402,37721447,-122440210,109851,
Thu 12/1/22,1669913160000,1669915860000,31560000,34260000,2700000,"449 30th Ave, San Francisco CA 94121, US",,3501  - 3501,37780957,-122490214,126726,
Thu 12/1/22,1669915140000,1669915920000,33540000,34320000,780000,"2166 24th Ave, San Francisco CA 94116, US",,3602 - 3602,37747158,-122481303,6335,
Thu 12/1/22,1669911780000,1669915920000,30180000,34320000,4200000,"1022 Cayuga Ave, San Francisco CA 94112, US",,4001  - 4001,37721823,-122439977,132043,
Thu 12/1/22,1669823580000,1669916160000,28380000,34560000,92580000,"Spring St, Pinole CA 94564, US",,2802  - 2802,38005252,-122311552,68031,
Thu 12/1/22,1669914300000,1669916700000,32700000,35100000,2400000,"2098 Revere Ave, San Francisco CA 94124, US",,3801  - 3801,37736945,-122399498,382178,
Thu 12/1/22,1669917660000,1669917960000,36060000,36360000,300000,"2360 Folsom St, San Francisco CA 94110, US",,3501  - 3501,37759542,-122414815,126732,
Thu 12/1/22,1669918800000,1669919100000,37200000,37500000,360000,"N Shoreline Blvd, Mountain View CA 94043, US",,4403 - 4403,37414929,-122077427,3242,
Thu 12/1/22,1669917900000,1669919100000,36300000,37500000,1260000,"836 Harrison St, San Francisco CA 94107, US",,3801  - 3801,37780091,-122400678,382183,
Thu 12/1/22,1669915200000,1669919460000,33600000,37860000,4260000,"2172 24th Ave, San Francisco CA 94116, US",,3601  - 3601,37747030,-122481329,35792,
Thu 12/1/22,1669917900000,1669919940000,36300000,38340000,2040000,"68 Jennings St, San Francisco CA 94124, US",,3602 - 3602,37740253,-122376702,6335,
Thu 12/1/22,1669919400000,1669920180000,37800000,38580000,780000,"472 Arguello Blvd, San Francisco CA 94118, US",,3501  - 3501,37782063,-122458864,126736,
Thu 12/1/22,1669920780000,1669921320000,39180000,39720000,600000,"New Breitung Rd, Sausalito CA 94965, US",,3601  - 3601,37835387,-122477044,35801,
Thu 12/1/22,1669921440000,1669922220000,39840000,40620000,780000,"New Breitung Rd, Sausalito CA 94965, US",,3601  - 3601,37835083,-122476061,35801,
Thu 12/1/22,1669923000000,1669923360000,41400000,41760000,360000,"2217 Piedmont Ave, Berkeley CA 94720, US",,3501  - 3501,37871386,-122252615,126752,
Thu 12/1/22,1669923420000,1669924500000,41820000,42900000,1080000,"372 6th St, San Francisco CA 94103, US",,3801  - 3801,37777615,-122404615,382194,
