Day,Start date,End date,Start time,End time,Duration,Location,Address No.,Vehicle,Latitude,Longitude,Odometer,Driver
Wed 6/1/22,1653698400000,1654092900000,63600000,26100000,394560000,"Utah Ave, South San Francisco CA 94080, US",,3602 - 3602,37646642,-122401780,3802,
Wed 6/1/22,1654050840000,1654093800000,70440000,27000000,42960000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,4402  - 4402,38053169,-122240251,8084,
Wed 6/1/22,1654028760000,1654093800000,48360000,27000000,65040000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,2503  - 2503,38053132,-122240240,3381,
Wed 6/1/22,1654050120000,1654094040000,69720000,27240000,43920000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3601  - 3601,38053138,-122240159,6654,
Wed 6/1/22,1654093140000,1654094460000,26340000,27660000,1380000,"176 Gateway Blvd, South San Francisco CA 94080, US",,3602 - 3602,37652067,-122402213,3802,
Wed 6/1/22,1654094100000,1654094760000,27300000,27960000,660000,"401 Parker Ave, Rodeo CA 94572, US",,2503  - 2503,38032611,-122266830,3384,
Wed 6/1/22,1653698280000,1654096500000,63480000,29700000,398160000,"Utah Ave, South San Francisco CA 94080, US",,4001  - 4001,37646606,-122401662,2300,
Wed 6/1/22,1654098180000,1654099440000,31380000,32640000,1260000,"1527 San Antonio Ave, Alameda CA 94501, US",,2503  - 2503,37768608,-122260648,3407,
Wed 6/1/22,1654099320000,1654102860000,32520000,36060000,3480000,"1503 San Antonio Ave, Alameda CA 94501, US",,4001  - 4001,37768750,-122260714,2324,
Wed 6/1/22,1654099560000,1654102860000,32760000,36060000,3300000,"1523 San Antonio Ave, Alameda CA 94501, US",,2503  - 2503,37768623,-122260656,3407,
Wed 6/1/22,1654097160000,1654103100000,30360000,36300000,6000000,"3362 Malcolm Ave, Oakland CA 94605, US",,4402  - 4402,37746735,-122141294,8104,
Wed 6/1/22,1654097340000,1654103100000,30540000,36300000,5760000,"3398 Malcolm Ave, Oakland CA 94605, US",,3601  - 3601,37746799,-122140931,6685,
Wed 6/1/22,1654097220000,1654103100000,30420000,36300000,5940000,"3378 Malcolm Ave, Oakland CA 94605, US",,3602 - 3602,37746724,-122141135,3831,
