Day,Start date,End date,Start time,End time,Duration,Location,Address No.,Vehicle,Latitude,Longitude,Odometer,Driver
Wed 2/1/23,1675213200000,1675266900000,61200000,28500000,53700000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3601  - 3601,38053038,-122240238,39866,
Wed 2/1/23,1675229100000,1675267920000,77100000,29520000,38820000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,4402  - 4402,38053130,-122240204,113410,
Wed 2/1/23,1675268280000,1675270320000,29880000,31920000,2040000,"2833 Moyers Rd, San Pablo CA 94806, US",,3601  - 3601,37972193,-122326875,39874,
Wed 2/1/23,1675268940000,1675270380000,30540000,31980000,1440000,"2835 Moyers Rd, San Pablo CA 94806, US",,4402  - 4402,37972281,-122326750,113418,
Wed 2/1/23,1675270380000,1675270920000,31980000,32520000,540000,"Moyers Rd, San Pablo CA 94806, US",,3601  - 3601,37971333,-122327663,39874,
Wed 2/1/23,1675270380000,1675270920000,31980000,32520000,540000,"Moyers Rd, San Pablo CA 94806, US",,4402  - 4402,37971291,-122327806,113418,
Wed 2/1/23,1675274460000,1675275480000,36060000,37080000,1080000,"53 Hagiwara Tea Garden Dr, San Francisco CA 94118, US",,4402  - 4402,37770881,-122468420,113442,
Wed 2/1/23,1675274460000,1675275480000,36060000,37080000,1080000,"55 Hagiwara Tea Garden Dr, San Francisco CA 94118, US",,3601  - 3601,37770801,-122468552,39898,
Wed 2/1/23,1674777180000,1675276200000,57180000,37800000,499020000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3501  - 3501,38053055,-122240313,129315,
Wed 2/1/23,1675278480000,1675280880000,40080000,42480000,2400000,"Skyline Blvd, Oakland CA 94619, US",,3501  - 3501,37799040,-122161778,129343,
Wed 2/1/23,1675227540000,1675283520000,75540000,45120000,55980000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,4403 - 4403,38053164,-122240241,6837,
Wed 2/1/23,1675275660000,1675284600000,37260000,46200000,8940000,"51 Music Concourse Dr, San Francisco CA 94118, US",,4402  - 4402,37770481,-122466407,113443,
Wed 2/1/23,1675275660000,1675284600000,37260000,46200000,8940000,"57 Music Concourse Dr, San Francisco CA 94118, US",,3601  - 3601,37770675,-122466247,39899,
Wed 2/1/23,1675286100000,1675287660000,47700000,49260000,1500000,"13818 E 14th St, San Leandro CA 94578, US",,4403 - 4403,37714809,-122141900,6870,
Wed 2/1/23,1675287780000,1675291680000,49380000,53280000,3960000,"2166 Bancroft Ave, San Leandro CA 94577, US",,4403 - 4403,37718005,-122143644,6870,
Wed 2/1/23,1675290360000,1675292100000,51960000,53700000,1800000,"2178 Bancroft Ave, San Leandro CA 94577, US",,4402  - 4402,37717823,-122143416,113493,
Wed 2/1/23,1675282320000,1675293720000,43920000,55320000,11400000,"Bay Trl, Oakland CA 94621, US",,3501  - 3501,37750473,-122210975,129352,
Wed 2/1/23,1675295760000,1675296480000,57360000,58080000,720000,"826 Willow Ave, Hercules CA 94547, US",,4402  - 4402,38021823,-122262055,113525,
Wed 2/1/23,1675296780000,1675297200000,58380000,58800000,420000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,4402  - 4402,38053774,-122241001,113528,
Wed 2/1/23,1675295280000,1675297980000,56880000,59580000,2700000,"2168 Bancroft Ave, San Leandro CA 94577, US",,4403 - 4403,37717995,-122143608,6901,
Wed 2/1/23,1675298700000,1675299360000,60300000,60960000,660000,"401 Parker Ave, Rodeo CA 94572, US",,3501  - 3501,38032629,-122266850,129387,
Wed 2/1/23,1675299960000,1675313640000,61560000,75240000,13680000,"2274 Milvia St, Berkeley CA 94704, US",,4403 - 4403,37866860,-122270254,6916,
Wed 2/1/23,1675317540000,1675317960000,79140000,79560000,480000,"Willow Ave, Hercules CA 94547, US",,4403 - 4403,38021697,-122262193,6961,
Wed 2/1/23,1675297200000,1675318560000,58800000,80160000,21360000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,4402  - 4402,38053020,-122240119,113528,
Thu 2/2/23,1675299840000,1675350300000,61440000,25500000,50460000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3501  - 3501,38052973,-122240168,129389,
Thu 2/2/23,1675228080000,1675350360000,76080000,25560000,122280000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,2802  - 2802,38053788,-122241026,71149,
Thu 2/2/23,1675318380000,1675353180000,79980000,28380000,34800000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,4403 - 4403,38053340,-122240255,6964,
Thu 2/2/23,1675289220000,1675353600000,50820000,28800000,64380000,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",001,3601  - 3601,38053081,-122240260,39932,
