Vehicle,Day,Start time,End time,Downtime,Duration,Standstill,Start odometer,End odometer,Distance,Driver,Start location,End location,Fuel consumption,Average fuel consumption,+/- Reference (absolute),+/- Reference (relative)
2302  - 2302,Fri 2/17/23,40202000,40660000,2640000,480000,60000,286490,286492,2.7,,"4172 San Pablo Dam Rd, El Sobrante CA 94803, US","Fitzgerald Dr, Pinole CA 94564, US",,0,0,0
2302  - 2302,Fri 2/17/23,42730000,43094000,2100000,360000,120000,286492,286493,0.6,,"Fitzgerald Dr, Pinole CA 94564, US","Salida Way, El Sobrante CA 94803, US",,0,0,0
2302  - 2302,Fri 2/17/23,44419000,45074000,1320000,660000,120000,286493,286496,3.2,,"Salida Way, El Sobrante CA 94803, US","4190 San Pablo Dam Rd, El Sobrante CA 94803, US",,0,0,0
2302  - 2302,Fri 2/17/23,48049000,52803000,3000000,4740000,2280000,286496,286512,15.9,,"4190 San Pablo Dam Rd, El Sobrante CA 94803, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Tue 2/21/23,47099000,49139000,339900000,2040000,1200000,286512,286523,10.8,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","12269 San Pablo Ave, Richmond CA 94805, US",,0,0,0
2302  - 2302,Tue 2/21/23,50454000,51840000,1320000,1380000,240000,286523,286535,12.4,,"San Pablo Ave, Richmond CA 94805, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Wed 2/22/23,40732000,54203000,75300000,13500000,2100000,286535,286690,154.9,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","28908 Henry Miller Rd, Gustine CA 95322, US",,0,0,0
2302  - 2302,Wed 2/22/23,56637000,86161000,2460000,29520000,2700000,286690,287148,457.9,,"28906 Henry Miller Rd, Gustine CA 95322, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Thu 2/23/23,44450000,47305000,44700000,2880000,600000,287148,287176,28.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Mission High, 3750 18th Street, San Francisco 94114-2614, US",,0,0,0
2302  - 2302,Thu 2/23/23,50588000,55218000,3300000,4620000,720000,287176,287208,31.5,,"Mission High, 3750 18th Street, San Francisco 94114-2614, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2503  - 2503,Sat 2/11/23,64041000,64819000,1136040000,780000,720000,9590,9590,0.2,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2503  - 2503,Thu 2/16/23,60402000,69213000,427560000,8820000,2460000,9590,9650,60.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2503  - 2503,Fri 2/17/23,27426000,27426000,44640000,0,,9650,9655,4.8,,odometer corrected,odometer corrected,,0,0,0
2503  - 2503,Fri 2/17/23,27426000,33649000,0,6240000,60000,9655,9737,82.4,,"Interstate Highway 80 W, Pinole CA 94564, US","180 Kings Village Rd, Scotts Valley CA 95066, US",,0,0,0
2503  - 2503,Fri 2/17/23,34838000,36924000,1200000,2100000,1560000,9737,9741,3.7,,"Kings Village Rd, Scotts Valley CA 95066, US","43 Conference Dr, Felton CA 95041, US",,0,0,0
2503  - 2503,Fri 2/17/23,40148000,44859000,3240000,4740000,120000,9741,9803,62.4,,"Conference Dr, Felton CA 95018, US","Willow Ave, San Leandro CA 94579, US",,0,0,0
2503  - 2503,Fri 2/17/23,45832000,49016000,960000,3180000,600000,9803,9830,26.3,,"14702 Juniper St, San Leandro CA 94579, US","Interstate Highway 80 E, Pinole CA 94564, US",,0,0,0
2503  - 2503,Fri 2/17/23,49758000,51075000,720000,1320000,600000,9830,9837,7.4,,"1467 Fitzgerald Dr, Pinole CA 94564, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2503  - 2503,Thu 2/23/23,58033000,58108000,525360000,60000,60000,9837,9837,0.4,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2503  - 2503,Thu 2/23/23,59046000,59411000,960000,360000,0,9837,9839,1.7,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","426 Rolph Ave, Crockett CA 94525, US",,0,0,0
2503  - 2503,Thu 2/23/23,64978000,72192000,5580000,7200000,1980000,9839,9897,58,,"428 Rolph Ave, Crockett CA 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2503  - 2503,Fri 2/24/23,35496000,35581000,49680000,60000,0,9897,9897,0,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Thu 2/2/23,23627000,28463000,120120000,4860000,2160000,71149,71178,28.6,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","1799 81st Ave, Oakland CA 94621, US",,0,0,0
2802  - 2802,Thu 2/2/23,31895000,36477000,3420000,4560000,780000,71178,71206,28.1,,"1799 81st Ave, Oakland CA 94621, US","2793 Lombard St, San Francisco CA 94129, US",,0,0,0
2802  - 2802,Thu 2/2/23,37177000,38115000,720000,960000,540000,71206,71209,2.7,,"2793 Lombard St, San Francisco CA 94129, US","Schofield Rd, San Francisco CA 94129, US",,0,0,0
2802  - 2802,Thu 2/2/23,42780000,44981000,4680000,2220000,1920000,71209,71210,1.4,,"Schofield Rd, San Francisco CA 94129, US","603 Mason St, San Francisco CA 94129, US",,0,0,0
2802  - 2802,Thu 2/2/23,48425000,55589000,3420000,7140000,1080000,71210,71260,49.6,,"603 Mason St, San Francisco CA 94129, US","4946 Valley View Rd, El Sobrante CA 94803, US",,0,0,0
2802  - 2802,Thu 2/2/23,58371000,60324000,2760000,1980000,360000,71260,71275,15.3,,"4956 Valley View Rd, El Sobrante CA 94803, US","757 Court St, Martinez CA 94553, US",,0,0,0
2802  - 2802,Thu 2/2/23,63866000,67609000,3540000,3720000,1380000,71275,71299,24.1,,"761 Court St, Martinez CA 94553, US","759 Court St, Martinez CA 94553, US",,0,0,0
2802  - 2802,Thu 2/2/23,71794000,74830000,4200000,3060000,780000,71299,71323,23.4,,"761 Court St, Martinez CA 94553, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Wed 2/8/23,48710000,50180000,492300000,1500000,1200000,71323,71324,1.4,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","1080 Pomona St, Crockett CA 94525, US",,0,0,0
2802  - 2802,Wed 2/8/23,50924000,52230000,720000,1320000,360000,71324,71335,10.9,,"1082 Pomona St, Crockett CA 94525, US","Howard St, Richmond CA 94804, US",,0,0,0
2802  - 2802,Wed 2/8/23,62079000,64393000,9840000,2340000,720000,71335,71348,12.6,,"Pine Ave, San Pablo CA 94806, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Fri 2/10/23,42064000,44801000,150480000,2760000,540000,71348,71371,23.2,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","1298 Grand Ave, Piedmont CA 94610, US",,0,0,0
2802  - 2802,Fri 2/10/23,48509000,49843000,3720000,1320000,120000,71371,71384,13.1,,"1296 Grand Ave, Piedmont CA 94610, US","2162 Bancroft Ave, San Leandro CA 94577, US",,0,0,0
2802  - 2802,Fri 2/10/23,51248000,53357000,1380000,2100000,540000,71384,71393,9.2,,"2162 Bancroft Ave, San Leandro CA 94577, US","2234 Central Ave, Alameda CA 94501, US",,0,0,0
2802  - 2802,Fri 2/10/23,57475000,58469000,4140000,1020000,600000,71393,71394,1,,"2234 Central Ave, Alameda CA 94501, US","2218 Central Ave, Alameda CA 94501, US",,0,0,0
2802  - 2802,Fri 2/10/23,65793000,65923000,7320000,120000,60000,71394,71394,0.2,,"2216 Central Ave, Alameda CA 94501, US","1273 Oak St, Alameda CA 94501, US",,0,0,0
2802  - 2802,Fri 2/10/23,66677000,72797000,780000,6120000,2280000,71394,71436,41.4,,"1273 Oak St, Alameda CA 94501, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Sat 2/11/23,25074000,30191000,38700000,5100000,1920000,71436,71477,41.7,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Marsh Creek Rd, Brentwood CA 94513, US",,0,0,0
2802  - 2802,Sat 2/11/23,33800000,36200000,3600000,2400000,1080000,71477,71489,11.7,,"Marsh Creek Rd, Brentwood CA 94513, US","Byron CA 94514, US",,0,0,0
2802  - 2802,Sat 2/11/23,45147000,50173000,8940000,5040000,1080000,71489,71542,52.5,,"Byron CA 94514, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Mon 2/13/23,51685000,57251000,174300000,5580000,2100000,71542,71578,36.4,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Lincoln (Abraham) High, 2162 24th Avenue, San Francisco 94116-1723, US",,0,0,0
2802  - 2802,Mon 2/13/23,59245000,61231000,1980000,1980000,1320000,71578,71580,2.1,,"Lincoln (Abraham) High, 2162 24th Avenue, San Francisco 94116-1723, US","Lowell High, 1101 Eucalyptus Drive, San Francisco 94132-1401, US",,0,0,0
2802  - 2802,Mon 2/13/23,71821000,76684000,10620000,4860000,1200000,71580,71619,38.9,,"Lowell High, 1101 Eucalyptus Drive, San Francisco 94132-1401, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Tue 2/14/23,50122000,51031000,59820000,900000,540000,71619,71622,2.6,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","401 Parker Ave, Rodeo CA 94572, US",,0,0,0
2802  - 2802,Tue 2/14/23,51799000,54244000,780000,2460000,2100000,71622,71625,3.3,,"401 Parker Ave, Rodeo CA 94572, US","2892 Pinole Valley Rd, Pinole CA 94564, US",,0,0,0
2802  - 2802,Tue 2/14/23,54926000,64392000,660000,9480000,1200000,71625,71742,117.4,,"2892 Pinole Valley Rd, Pinole CA 94564, US","Low Gap Rd, Ukiah CA 95482, US",,0,0,0
2802  - 2802,Tue 2/14/23,71750000,71876000,7380000,120000,60000,71742,71742,0.1,,"Low Gap Rd, Ukiah CA 95482, US","Low Gap Rd, Ukiah CA 95482, US",,0,0,0
2802  - 2802,Wed 2/15/23,75221000,1407000,3360000,12600000,2700000,71742,71887,145,,"Low Gap Rd, Ukiah CA 95482, US","4063 Grand Ave, Oakland CA 94610, US",,0,0,0
2802  - 2802,Wed 2/15/23,30404000,32587000,28980000,2160000,1680000,71887,71891,3.3,,"4075 Grand Ave, Oakland CA 94610, US","3740 Coolidge Ave, Oakland CA 94602, US",,0,0,0
2802  - 2802,Wed 2/15/23,33612000,37170000,1020000,3540000,1500000,71891,71917,26,,"3744 Coolidge Ave, Oakland CA 94602, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Wed 2/15/23,41890000,51593000,4740000,9720000,5340000,71917,71971,54.4,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Fri 2/17/23,26654000,32720000,147840000,6060000,2100000,71971,72010,38.6,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Ulloa Elementary, 2650 42nd Avenue, San Francisco 94116-2714, US",,0,0,0
2802  - 2802,Fri 2/17/23,34805000,37772000,2100000,2940000,540000,72010,72028,18.2,,"Ulloa Elementary, 2650 42nd Avenue, San Francisco 94116-2714, US","40 Muir Woods Rd, Mill Valley CA 94941, US",,0,0,0
2802  - 2802,Fri 2/17/23,49589000,61148000,11820000,11580000,2880000,72028,72090,61.7,,"42 Muir Woods Rd, Mill Valley CA 94941, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Sat 2/18/23,29481000,31688000,54720000,2220000,1080000,72090,72101,11.8,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Wildcat Creek Regional Trl, Richmond CA 94801, US",,0,0,0
2802  - 2802,Sat 2/18/23,32755000,38301000,1080000,5520000,720000,72101,72170,68.4,,"Wildcat Creek Regional Trl, Richmond CA 94801, US","Ikea Ct, West Sacramento CA 95605, US",,0,0,0
2802  - 2802,Sat 2/18/23,39332000,45525000,1020000,6180000,780000,72170,72261,91.6,,"Ikea Ct, West Sacramento CA 95605, US","Donner Pass Rd, Soda Springs CA 95728, US",,0,0,0
2802  - 2802,Sat 2/18/23,47996000,50466000,2460000,2460000,120000,72261,72301,39.9,,"Donner Pass Rd, Soda Springs CA 95728, US","S Auburn St, Colfax CA 95713, US",,0,0,0
2802  - 2802,Sat 2/18/23,51988000,60752000,1500000,8760000,1020000,72301,72416,114.3,,"S Auburn St, Colfax CA 95713, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Mon 2/20/23,36878000,46298000,148920000,9420000,720000,72416,72564,148.9,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","21725 Donner Pass Rd, Soda Springs CA 95728, US",,0,0,0
2802  - 2802,Mon 2/20/23,49951000,58692000,3660000,8760000,600000,72564,72656,91.9,,"21727 Donner Pass Rd, Soda Springs CA 95728, US","Ikea Ct, West Sacramento CA 95605, US",,0,0,0
2802  - 2802,Mon 2/20/23,59432000,69387000,720000,9960000,2340000,72656,72736,79.6,,"Ikea Ct, West Sacramento CA 95605, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Tue 2/21/23,26861000,32769000,43860000,5880000,1260000,72736,72773,37.4,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Capistrano Dr, Oakland CA 94603, US",,0,0,0
2802  - 2802,Tue 2/21/23,33722000,39387000,960000,5640000,1740000,72773,72815,41.2,,"El Paseo Dr, Oakland CA 94603, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Tue 2/21/23,54170000,57884000,14760000,3720000,960000,72815,72847,32.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","2166 Bancroft Ave, San Leandro CA 94577, US",,0,0,0
2802  - 2802,Tue 2/21/23,58856000,63461000,960000,4620000,2100000,72847,72868,21.2,,"2166 Bancroft Ave, San Leandro CA 94577, US","Stone Valley Rd, Danville CA 94526, US",,0,0,0
2802  - 2802,Tue 2/21/23,74766000,79728000,11280000,4980000,540000,72868,72926,58.2,,"Stone Valley Rd, Danville CA 94526, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Wed 2/22/23,49479000,52430000,56160000,2940000,2040000,72926,72933,7.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Benicia Rd, Vallejo CA 94591, US",,0,0,0
2802  - 2802,Wed 2/22/23,62069000,63653000,9660000,1560000,600000,72933,72941,7.5,,"Benicia Rd, Vallejo CA 94591, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Thu 2/23/23,45826000,49135000,68580000,3300000,780000,72941,72973,32.4,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","2164 Bancroft Ave, San Leandro CA 94577, US",,0,0,0
2802  - 2802,Thu 2/23/23,51978000,53009000,2820000,1020000,240000,72973,72980,6.6,,"2164 Bancroft Ave, San Leandro CA 94577, US","19253 Redwood Rd, Castro Valley CA 94546, US",,0,0,0
2802  - 2802,Thu 2/23/23,64924000,70497000,11940000,5580000,1500000,72980,73020,40.4,,"19251 Redwood Rd, Castro Valley CA 94546, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Fri 2/24/23,56038000,67615000,71940000,11580000,3780000,73020,73106,86,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Sat 2/25/23,35235000,43924000,54000000,8700000,720000,73106,73257,150.6,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","W Panoche Rd, Firebaugh CA 93622, US",,0,0,0
2802  - 2802,Sat 2/25/23,45480000,53221000,1560000,7740000,1020000,73257,73390,133.4,,"W Panoche Rd, Firebaugh CA 93622, US","2448 Gibson St, Bakersfield CA 93308, US",,0,0,0
2802  - 2802,Sun 2/26/23,31664000,43180000,64860000,11520000,2040000,73390,73564,174.1,,"2462 Gibson St, Bakersfield CA 93308, US","13179 Henry Miller Rd, Los Banos CA 93635, US",,0,0,0
2802  - 2802,Sun 2/26/23,44505000,58445000,1320000,13920000,2100000,73564,73735,170.7,,"13175 Henry Miller Rd, Los Banos CA 93635, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2802  - 2802,Tue 2/28/23,28843000,33113000,143220000,4260000,2820000,73735,73743,8.5,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Valley View Rd, El Sobrante CA 94803, US",,0,0,0
2802  - 2802,Tue 2/28/23,35026000,37994000,1920000,2940000,2340000,73743,73747,3.1,,"Valley View Rd, El Sobrante CA 94803, US","Moyers Rd, San Pablo CA 94806, US",,0,0,0
2802  - 2802,Tue 2/28/23,40731000,42707000,2760000,1980000,720000,73747,73756,9.6,,"Moyers Rd, San Pablo CA 94806, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
3501  - 3501,Wed 2/1/23,37323000,40130000,498180000,2820000,600000,129315,129343,28.6,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Skyline Blvd, Oakland CA 94619, US",,0,0,0
3501  - 3501,Wed 2/1/23,41359000,44020000,1200000,2640000,1380000,129343,129352,8.4,,"Skyline Blvd, Oakland CA 94619, US","Bay Trl, Oakland CA 94621, US",,0,0,0
3501  - 3501,Wed 2/1/23,55285000,60296000,11280000,5040000,360000,129352,129387,35,,"Bay Trl, Oakland CA 94621, US","401 Parker Ave, Rodeo CA 94572, US",,0,0,0
3501  - 3501,Wed 2/1/23,60898000,61542000,600000,660000,240000,129387,129389,2.7,,"401 Parker Ave, Rodeo CA 94572, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
3501  - 3501,Thu 2/2/23,24671000,29678000,49500000,4980000,1080000,129389,129427,37.3,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","21937 Victory Dr, Hayward CA 94541, US",,0,0,0
3501  - 3501,Thu 2/2/23,31032000,31548000,1380000,540000,180000,129427,129428,0.9,,"21938 Victory Dr, Hayward CA 94541, US","608 W A St, Hayward CA 94541, US",,0,0,0
3501  - 3501,Thu 2/2/23,32493000,37501000,960000,4980000,900000,129428,129456,28.8,,"606 W A St, Hayward CA 94541, US","53 Music Concourse Dr, San Francisco CA 94118, US",,0,0,0
3501  - 3501,Thu 2/2/23,47323000,55537000,9840000,8220000,1440000,129456,129522,65.5,,"53 Music Concourse Dr, San Francisco CA 94118, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
3501  - 3501,Sat 2/4/23,40769000,42132000,158040000,1380000,960000,129522,129524,1.9,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","1056 Pomona St, Crockett CA 94525, US",,0,0,0
3501  - 3501,Sat 2/4/23,44876000,46549000,2760000,1680000,180000,129524,129540,16.2,,"1058 Pomona St, Crockett CA 94525, US","1306 Thousand Oaks Blvd, Albany CA 94706, US",,0,0,0
3501  - 3501,Sat 2/4/23,59849000,63587000,13320000,3720000,1740000,129540,129558,18.1,,"581 Key Route Blvd, Albany CA 94706, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
3501  - 3501,Tue 2/7/23,27462000,33457000,223080000,6000000,2520000,129558,129583,24.5,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","671 29th St, Oakland CA 94609, US",,0,0,0
3501  - 3501,Tue 2/7/23,39444000,39633000,6000000,180000,120000,129583,129583,0.4,,"671 29th St, Oakland CA 94609, US","2880 West St, Emeryville CA 94608, US",,0,0,0
3501  - 3501,Tue 2/7/23,45532000,45626000,5880000,120000,60000,129583,129583,0.1,,"2886 West St, Emeryville CA 94608, US","691 29th St, Oakland CA 94609, US",,0,0,0
3501  - 3501,Tue 2/7/23,46874000,49147000,1260000,2280000,360000,129583,129606,22.8,,"693 29th St, Oakland CA 94609, US","405 Parker Ave, Rodeo CA 94572, US",,0,0,0
3501  - 3501,Tue 2/7/23,49761000,50865000,600000,1080000,780000,129606,129608,2.5,,"623 4th St, Rodeo CA 94572, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
3501  - 3501,Thu 2/9/23,23402000,29072000,145320000,5700000,2100000,129608,129643,34.2,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","3709 Monterey Blvd, San Leandro CA 94578, US",,0,0,0
3501  - 3501,Thu 2/9/23,30747000,35917000,1680000,5160000,660000,129643,129680,38,,"3709 Monterey Blvd, San Leandro CA 94578, US","Miwok Fire Rd, San Rafael CA 94903, US",,0,0,0
3501  - 3501,Thu 2/9/23,45594000,52802000,9660000,7200000,2400000,129680,129729,48.6,,"Miwok Fire Rd, San Rafael CA 94903, US","2158 Bancroft Ave, San Leandro CA 94577, US",,0,0,0
3501  - 3501,Thu 2/9/23,59273000,60103000,6480000,840000,240000,129729,129733,3.8,,"2166 Bancroft Ave, San Leandro CA 94577, US","Stearns Ave, Oakland CA 94605, US",,0,0,0
3501  - 3501,Thu 2/9/23,66247000,67950000,6120000,1680000,660000,129733,129740,7.3,,"Stearns Ave, Oakland CA 94605, US","Stearns Ave, Oakland CA 94605, US",,0,0,0
