Vehicle,Day,Start time,End time,Downtime,Duration,Standstill,Start odometer,End odometer,Distance,Driver,Start location,End location,Fuel consumption,Average fuel consumption,+/- Reference (absolute),+/- Reference (relative)
2302  - 2302,Fri 01/09,47773000,59106000,361080000,11340000,4860000,292856,292903,47,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Marina Middle, 3500 Fillmore Street, San Francisco 94123-2103, US",,0,0,0
2302  - 2302,Fri 01/09,61276000,61372000,2160000,120000,60000,292903,292903,0.1,,"Marina Middle, 3500 Fillmore Street, San Francisco 94123-2103, US","1558 Bay St, San Francisco CA 94123, US",,0,0,0
2302  - 2302,Fri 01/09,63605000,69469000,2220000,5880000,1380000,292903,292938,34.7,,"1561 Bay St, San Francisco CA 94123, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Mon 04/09,42498000,44294000,232200000,1800000,1680000,292938,292938,0,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Wed 06/09,44763000,48937000,173280000,4200000,780000,292938,292971,33.3,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","Aptos Middle, 105 Aptos Avenue, San Francisco 94127-2520, US",,0,0,0
2302  - 2302,Wed 06/09,52899000,59599000,3960000,6720000,1320000,292971,293016,44.4,,"Aptos Middle, 105 Aptos Avenue, San Francisco 94127-2520, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Thu 07/09,51565000,51622000,78360000,60000,0,293016,293016,0.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Thu 07/09,57818000,60942000,6180000,3120000,900000,293016,293035,18.8,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Fri 08/09,46417000,58733000,71880000,12300000,3060000,293035,293114,79.4,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Sat 09/09,41807000,41993000,69480000,180000,180000,293114,293114,0.1,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
2302  - 2302,Sat 09/09,42683000,50401000,720000,7740000,900000,293114,293196,81.5,,"DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US","DHarris Tours, 2207 Vista Del Rio St, Vallejo 94525, US",,0,0,0
